,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2105 Donley Drive,Suite 100,Austin,TX,78758,United States,512 485 9530,https://www.astrotechcorp.com,Aerospace & Defense,Aerospace & Defense,Industrials,Industrials,"Astrotech Corporation operates as a mass spectrometry company worldwide. It owns and licenses the intellectual property related to the Astrotech Mass Spectrometer Technology, a platform mass spectrometry technology. The company also develops TRACER 1000, a mass spectrometer-based explosive trace detector to replace the explosives trace detectors used at airports, cargo and other secured facilities, and borders. In addition, it develops AgLAB-1000, a mass spectrometer for use in the hemp and cannabis market. Further, the company develops BreathTest-1000, a breath analysis tool to screen for volatile organic compound metabolites found in a person's breath. The company was formerly known as SPACEHAB, Inc. and changed its name to Astrotech Corporation in 2009. Astrotech Corporation was incorporated in 1984 and is based in Austin, Texas.",14,"{'maxAge': 1, 'name': 'Mr. Thomas Boone Pickens III', 'age': 65, 'title': 'CEO, CTO & Chairman', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 860461, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.2,10.1,9.9,10.1,10.2,10.1,9.9,10.1,0.0,-0.587136,-14.558823,3571,3571,12504,1730,1730,4.04,11.29,1000,1100,16655660,9.28,15.11,46.26572,11.3838,11.32185,0.0,0.0,USD,-27491044,0.0,1221238,1682390,19958,23964,1690761600,1693440000,0.0119,0.11675,0.21170999,3.46,0.0148,1682390,28.773,0.34407255,1656547200,1688083200,1680220800,-9343000,-5.57,-0.68,1:30,1670198400,-76.364,2.725,-0.2826087,0.14113986,NCM,EQUITY,ASTC,ASTC,Astrotech Corporation,Astrotech Corporation,819556200,America/New_York,EDT,b6b808be-3196-3467-8ef5-2d16d26b8414,finmb_34592,-14400000,9.9,none,44149000,27.178,-10088000,576000,19.029,20.185,360000,1.231,0.223,-0.121479996,-0.18302,192000,-6634750,-7968000,-0.639,0.37222,0.0,-29.063889,USD,
1,2105 Donley Drive,Suite 100,Austin,TX,78758,United States,512 485 9530,https://www.astrotechcorp.com,Aerospace & Defense,Aerospace & Defense,Industrials,Industrials,"Astrotech Corporation operates as a mass spectrometry company worldwide. It owns and licenses the intellectual property related to the Astrotech Mass Spectrometer Technology, a platform mass spectrometry technology. The company also develops TRACER 1000, a mass spectrometer-based explosive trace detector to replace the explosives trace detectors used at airports, cargo and other secured facilities, and borders. In addition, it develops AgLAB-1000, a mass spectrometer for use in the hemp and cannabis market. Further, the company develops BreathTest-1000, a breath analysis tool to screen for volatile organic compound metabolites found in a person's breath. The company was formerly known as SPACEHAB, Inc. and changed its name to Astrotech Corporation in 2009. Astrotech Corporation was incorporated in 1984 and is based in Austin, Texas.",14,"{'maxAge': 1, 'name': 'Mr. Jaime  Hinojosa', 'age': 40, 'title': 'CFO, Treasurer & Sec.', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 1015514, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.2,10.1,9.9,10.1,10.2,10.1,9.9,10.1,0.0,-0.587136,-14.558823,3571,3571,12504,1730,1730,4.04,11.29,1000,1100,16655660,9.28,15.11,46.26572,11.3838,11.32185,0.0,0.0,USD,-27491044,0.0,1221238,1682390,19958,23964,1690761600,1693440000,0.0119,0.11675,0.21170999,3.46,0.0148,1682390,28.773,0.34407255,1656547200,1688083200,1680220800,-9343000,-5.57,-0.68,1:30,1670198400,-76.364,2.725,-0.2826087,0.14113986,NCM,EQUITY,ASTC,ASTC,Astrotech Corporation,Astrotech Corporation,819556200,America/New_York,EDT,b6b808be-3196-3467-8ef5-2d16d26b8414,finmb_34592,-14400000,9.9,none,44149000,27.178,-10088000,576000,19.029,20.185,360000,1.231,0.223,-0.121479996,-0.18302,192000,-6634750,-7968000,-0.639,0.37222,0.0,-29.063889,USD,
2,2105 Donley Drive,Suite 100,Austin,TX,78758,United States,512 485 9530,https://www.astrotechcorp.com,Aerospace & Defense,Aerospace & Defense,Industrials,Industrials,"Astrotech Corporation operates as a mass spectrometry company worldwide. It owns and licenses the intellectual property related to the Astrotech Mass Spectrometer Technology, a platform mass spectrometry technology. The company also develops TRACER 1000, a mass spectrometer-based explosive trace detector to replace the explosives trace detectors used at airports, cargo and other secured facilities, and borders. In addition, it develops AgLAB-1000, a mass spectrometer for use in the hemp and cannabis market. Further, the company develops BreathTest-1000, a breath analysis tool to screen for volatile organic compound metabolites found in a person's breath. The company was formerly known as SPACEHAB, Inc. and changed its name to Astrotech Corporation in 2009. Astrotech Corporation was incorporated in 1984 and is based in Austin, Texas.",14,"{'maxAge': 1, 'name': 'Mr. Joe  Levinthal', 'title': 'Chief Science Officer of AgLAB Inc.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.2,10.1,9.9,10.1,10.2,10.1,9.9,10.1,0.0,-0.587136,-14.558823,3571,3571,12504,1730,1730,4.04,11.29,1000,1100,16655660,9.28,15.11,46.26572,11.3838,11.32185,0.0,0.0,USD,-27491044,0.0,1221238,1682390,19958,23964,1690761600,1693440000,0.0119,0.11675,0.21170999,3.46,0.0148,1682390,28.773,0.34407255,1656547200,1688083200,1680220800,-9343000,-5.57,-0.68,1:30,1670198400,-76.364,2.725,-0.2826087,0.14113986,NCM,EQUITY,ASTC,ASTC,Astrotech Corporation,Astrotech Corporation,819556200,America/New_York,EDT,b6b808be-3196-3467-8ef5-2d16d26b8414,finmb_34592,-14400000,9.9,none,44149000,27.178,-10088000,576000,19.029,20.185,360000,1.231,0.223,-0.121479996,-0.18302,192000,-6634750,-7968000,-0.639,0.37222,0.0,-29.063889,USD,
