,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Prof. Dr. Bülent Tarcan Caddesi No: 5,"Engin Pak Is Merkezi, Kat: 3 Gayrettepe Besiktas",Istanbul,34349,Turkey,90 212 273 20 00,90 212 273 21 70,https://www.kartonsan.com.tr,Packaging & Containers,Consumer Cyclical,"Kartonsan Karton Sanayi ve Ticaret A.S. produces and trades in coated cardboards in Turkey. It offers normprint, exprint, and luxtriplex multi-coated cardboards from recycled paper. The company's products are used for the packaging of food, pharmaceuticals, detergents, matches, perfumery, textiles, stationary, glassware, small white goods, book and notebook containers, and corrugated lamination. It also exports its products to approximately 20 countries, including Bulgaria, Greece, Spain, Portugal, Romania, Georgia, Israel, and Egypt. The company was incorporated in 1967 and is headquartered in Istanbul, Turkey.",301,"{'maxAge': 1, 'name': 'Prof. Unal  Bozkurt', 'title': 'Exec. Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,79.85,79.95,79.85,83.5,79.85,79.95,79.85,83.5,1.84,0.023,1680652800,0.801,1.68,0.911569,35.74236,458682,458682,677983,700861,700861,81.7,81.8,0,0,6138749952,53.5,119.4,2.6847153,80.43,77.73275,1.837,0.023005636,TRY,5678974976,0.075229995,16391999,75000000,0.78129,0.01238,16.18,5.0587144,1672444800,1703980800,1688083200,-0.808,172013216,2.29,2643:100,1608854400,2.484,159.344,IST,EQUITY,KARTN.IS,KARTN.IS,KARTONSAN,Kartonsan Karton Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,81.85,none,327020928,4.36,35639676,8828230,1.325,2.841,2286555392,0.727,30.487,-0.0101,0.14009,791059274,-163186224,109505656,-0.808,-0.605,0.08184,0.01559,-0.01174,TRY,
1,Prof. Dr. Bülent Tarcan Caddesi No: 5,"Engin Pak Is Merkezi, Kat: 3 Gayrettepe Besiktas",Istanbul,34349,Turkey,90 212 273 20 00,90 212 273 21 70,https://www.kartonsan.com.tr,Packaging & Containers,Consumer Cyclical,"Kartonsan Karton Sanayi ve Ticaret A.S. produces and trades in coated cardboards in Turkey. It offers normprint, exprint, and luxtriplex multi-coated cardboards from recycled paper. The company's products are used for the packaging of food, pharmaceuticals, detergents, matches, perfumery, textiles, stationary, glassware, small white goods, book and notebook containers, and corrugated lamination. It also exports its products to approximately 20 countries, including Bulgaria, Greece, Spain, Portugal, Romania, Georgia, Israel, and Egypt. The company was incorporated in 1967 and is headquartered in Istanbul, Turkey.",301,"{'maxAge': 1, 'name': 'Mr. Haluk  Iber', 'age': 63, 'title': 'CEO, GM & Exec. Director', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,79.85,79.95,79.85,83.5,79.85,79.95,79.85,83.5,1.84,0.023,1680652800,0.801,1.68,0.911569,35.74236,458682,458682,677983,700861,700861,81.7,81.8,0,0,6138749952,53.5,119.4,2.6847153,80.43,77.73275,1.837,0.023005636,TRY,5678974976,0.075229995,16391999,75000000,0.78129,0.01238,16.18,5.0587144,1672444800,1703980800,1688083200,-0.808,172013216,2.29,2643:100,1608854400,2.484,159.344,IST,EQUITY,KARTN.IS,KARTN.IS,KARTONSAN,Kartonsan Karton Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,81.85,none,327020928,4.36,35639676,8828230,1.325,2.841,2286555392,0.727,30.487,-0.0101,0.14009,791059274,-163186224,109505656,-0.808,-0.605,0.08184,0.01559,-0.01174,TRY,
2,Prof. Dr. Bülent Tarcan Caddesi No: 5,"Engin Pak Is Merkezi, Kat: 3 Gayrettepe Besiktas",Istanbul,34349,Turkey,90 212 273 20 00,90 212 273 21 70,https://www.kartonsan.com.tr,Packaging & Containers,Consumer Cyclical,"Kartonsan Karton Sanayi ve Ticaret A.S. produces and trades in coated cardboards in Turkey. It offers normprint, exprint, and luxtriplex multi-coated cardboards from recycled paper. The company's products are used for the packaging of food, pharmaceuticals, detergents, matches, perfumery, textiles, stationary, glassware, small white goods, book and notebook containers, and corrugated lamination. It also exports its products to approximately 20 countries, including Bulgaria, Greece, Spain, Portugal, Romania, Georgia, Israel, and Egypt. The company was incorporated in 1967 and is headquartered in Istanbul, Turkey.",301,"{'maxAge': 1, 'name': 'Ms. Asli  Balkir', 'title': 'Exec. Vice Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,79.85,79.95,79.85,83.5,79.85,79.95,79.85,83.5,1.84,0.023,1680652800,0.801,1.68,0.911569,35.74236,458682,458682,677983,700861,700861,81.7,81.8,0,0,6138749952,53.5,119.4,2.6847153,80.43,77.73275,1.837,0.023005636,TRY,5678974976,0.075229995,16391999,75000000,0.78129,0.01238,16.18,5.0587144,1672444800,1703980800,1688083200,-0.808,172013216,2.29,2643:100,1608854400,2.484,159.344,IST,EQUITY,KARTN.IS,KARTN.IS,KARTONSAN,Kartonsan Karton Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,81.85,none,327020928,4.36,35639676,8828230,1.325,2.841,2286555392,0.727,30.487,-0.0101,0.14009,791059274,-163186224,109505656,-0.808,-0.605,0.08184,0.01559,-0.01174,TRY,
3,Prof. Dr. Bülent Tarcan Caddesi No: 5,"Engin Pak Is Merkezi, Kat: 3 Gayrettepe Besiktas",Istanbul,34349,Turkey,90 212 273 20 00,90 212 273 21 70,https://www.kartonsan.com.tr,Packaging & Containers,Consumer Cyclical,"Kartonsan Karton Sanayi ve Ticaret A.S. produces and trades in coated cardboards in Turkey. It offers normprint, exprint, and luxtriplex multi-coated cardboards from recycled paper. The company's products are used for the packaging of food, pharmaceuticals, detergents, matches, perfumery, textiles, stationary, glassware, small white goods, book and notebook containers, and corrugated lamination. It also exports its products to approximately 20 countries, including Bulgaria, Greece, Spain, Portugal, Romania, Georgia, Israel, and Egypt. The company was incorporated in 1967 and is headquartered in Istanbul, Turkey.",301,"{'maxAge': 1, 'name': 'Mr. Suleyman  Kaya', 'age': 66, 'title': 'Exec. Vice Chairman', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,79.85,79.95,79.85,83.5,79.85,79.95,79.85,83.5,1.84,0.023,1680652800,0.801,1.68,0.911569,35.74236,458682,458682,677983,700861,700861,81.7,81.8,0,0,6138749952,53.5,119.4,2.6847153,80.43,77.73275,1.837,0.023005636,TRY,5678974976,0.075229995,16391999,75000000,0.78129,0.01238,16.18,5.0587144,1672444800,1703980800,1688083200,-0.808,172013216,2.29,2643:100,1608854400,2.484,159.344,IST,EQUITY,KARTN.IS,KARTN.IS,KARTONSAN,Kartonsan Karton Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,81.85,none,327020928,4.36,35639676,8828230,1.325,2.841,2286555392,0.727,30.487,-0.0101,0.14009,791059274,-163186224,109505656,-0.808,-0.605,0.08184,0.01559,-0.01174,TRY,
4,Prof. Dr. Bülent Tarcan Caddesi No: 5,"Engin Pak Is Merkezi, Kat: 3 Gayrettepe Besiktas",Istanbul,34349,Turkey,90 212 273 20 00,90 212 273 21 70,https://www.kartonsan.com.tr,Packaging & Containers,Consumer Cyclical,"Kartonsan Karton Sanayi ve Ticaret A.S. produces and trades in coated cardboards in Turkey. It offers normprint, exprint, and luxtriplex multi-coated cardboards from recycled paper. The company's products are used for the packaging of food, pharmaceuticals, detergents, matches, perfumery, textiles, stationary, glassware, small white goods, book and notebook containers, and corrugated lamination. It also exports its products to approximately 20 countries, including Bulgaria, Greece, Spain, Portugal, Romania, Georgia, Israel, and Egypt. The company was incorporated in 1967 and is headquartered in Istanbul, Turkey.",301,"{'maxAge': 1, 'name': 'Mr. Bulent  Koru', 'title': 'Chief Mang. of Financial Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,79.85,79.95,79.85,83.5,79.85,79.95,79.85,83.5,1.84,0.023,1680652800,0.801,1.68,0.911569,35.74236,458682,458682,677983,700861,700861,81.7,81.8,0,0,6138749952,53.5,119.4,2.6847153,80.43,77.73275,1.837,0.023005636,TRY,5678974976,0.075229995,16391999,75000000,0.78129,0.01238,16.18,5.0587144,1672444800,1703980800,1688083200,-0.808,172013216,2.29,2643:100,1608854400,2.484,159.344,IST,EQUITY,KARTN.IS,KARTN.IS,KARTONSAN,Kartonsan Karton Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,81.85,none,327020928,4.36,35639676,8828230,1.325,2.841,2286555392,0.727,30.487,-0.0101,0.14009,791059274,-163186224,109505656,-0.808,-0.605,0.08184,0.01559,-0.01174,TRY,
5,Prof. Dr. Bülent Tarcan Caddesi No: 5,"Engin Pak Is Merkezi, Kat: 3 Gayrettepe Besiktas",Istanbul,34349,Turkey,90 212 273 20 00,90 212 273 21 70,https://www.kartonsan.com.tr,Packaging & Containers,Consumer Cyclical,"Kartonsan Karton Sanayi ve Ticaret A.S. produces and trades in coated cardboards in Turkey. It offers normprint, exprint, and luxtriplex multi-coated cardboards from recycled paper. The company's products are used for the packaging of food, pharmaceuticals, detergents, matches, perfumery, textiles, stationary, glassware, small white goods, book and notebook containers, and corrugated lamination. It also exports its products to approximately 20 countries, including Bulgaria, Greece, Spain, Portugal, Romania, Georgia, Israel, and Egypt. The company was incorporated in 1967 and is headquartered in Istanbul, Turkey.",301,"{'maxAge': 1, 'name': 'Mr. Ihsan  Dogan', 'title': 'Chief Mang. of Technical Division', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,79.85,79.95,79.85,83.5,79.85,79.95,79.85,83.5,1.84,0.023,1680652800,0.801,1.68,0.911569,35.74236,458682,458682,677983,700861,700861,81.7,81.8,0,0,6138749952,53.5,119.4,2.6847153,80.43,77.73275,1.837,0.023005636,TRY,5678974976,0.075229995,16391999,75000000,0.78129,0.01238,16.18,5.0587144,1672444800,1703980800,1688083200,-0.808,172013216,2.29,2643:100,1608854400,2.484,159.344,IST,EQUITY,KARTN.IS,KARTN.IS,KARTONSAN,Kartonsan Karton Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,81.85,none,327020928,4.36,35639676,8828230,1.325,2.841,2286555392,0.727,30.487,-0.0101,0.14009,791059274,-163186224,109505656,-0.808,-0.605,0.08184,0.01559,-0.01174,TRY,
6,Prof. Dr. Bülent Tarcan Caddesi No: 5,"Engin Pak Is Merkezi, Kat: 3 Gayrettepe Besiktas",Istanbul,34349,Turkey,90 212 273 20 00,90 212 273 21 70,https://www.kartonsan.com.tr,Packaging & Containers,Consumer Cyclical,"Kartonsan Karton Sanayi ve Ticaret A.S. produces and trades in coated cardboards in Turkey. It offers normprint, exprint, and luxtriplex multi-coated cardboards from recycled paper. The company's products are used for the packaging of food, pharmaceuticals, detergents, matches, perfumery, textiles, stationary, glassware, small white goods, book and notebook containers, and corrugated lamination. It also exports its products to approximately 20 countries, including Bulgaria, Greece, Spain, Portugal, Romania, Georgia, Israel, and Egypt. The company was incorporated in 1967 and is headquartered in Istanbul, Turkey.",301,"{'maxAge': 1, 'name': 'Bülent  Yilmaz', 'title': 'Head of Investment Relations & Mang. of Investor Relations Unit', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,79.85,79.95,79.85,83.5,79.85,79.95,79.85,83.5,1.84,0.023,1680652800,0.801,1.68,0.911569,35.74236,458682,458682,677983,700861,700861,81.7,81.8,0,0,6138749952,53.5,119.4,2.6847153,80.43,77.73275,1.837,0.023005636,TRY,5678974976,0.075229995,16391999,75000000,0.78129,0.01238,16.18,5.0587144,1672444800,1703980800,1688083200,-0.808,172013216,2.29,2643:100,1608854400,2.484,159.344,IST,EQUITY,KARTN.IS,KARTN.IS,KARTONSAN,Kartonsan Karton Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,81.85,none,327020928,4.36,35639676,8828230,1.325,2.841,2286555392,0.727,30.487,-0.0101,0.14009,791059274,-163186224,109505656,-0.808,-0.605,0.08184,0.01559,-0.01174,TRY,
7,Prof. Dr. Bülent Tarcan Caddesi No: 5,"Engin Pak Is Merkezi, Kat: 3 Gayrettepe Besiktas",Istanbul,34349,Turkey,90 212 273 20 00,90 212 273 21 70,https://www.kartonsan.com.tr,Packaging & Containers,Consumer Cyclical,"Kartonsan Karton Sanayi ve Ticaret A.S. produces and trades in coated cardboards in Turkey. It offers normprint, exprint, and luxtriplex multi-coated cardboards from recycled paper. The company's products are used for the packaging of food, pharmaceuticals, detergents, matches, perfumery, textiles, stationary, glassware, small white goods, book and notebook containers, and corrugated lamination. It also exports its products to approximately 20 countries, including Bulgaria, Greece, Spain, Portugal, Romania, Georgia, Israel, and Egypt. The company was incorporated in 1967 and is headquartered in Istanbul, Turkey.",301,"{'maxAge': 1, 'name': 'Mr. Rasit Kemal Ozkirim', 'title': 'Chief Mang. of Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,79.85,79.95,79.85,83.5,79.85,79.95,79.85,83.5,1.84,0.023,1680652800,0.801,1.68,0.911569,35.74236,458682,458682,677983,700861,700861,81.7,81.8,0,0,6138749952,53.5,119.4,2.6847153,80.43,77.73275,1.837,0.023005636,TRY,5678974976,0.075229995,16391999,75000000,0.78129,0.01238,16.18,5.0587144,1672444800,1703980800,1688083200,-0.808,172013216,2.29,2643:100,1608854400,2.484,159.344,IST,EQUITY,KARTN.IS,KARTN.IS,KARTONSAN,Kartonsan Karton Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,81.85,none,327020928,4.36,35639676,8828230,1.325,2.841,2286555392,0.727,30.487,-0.0101,0.14009,791059274,-163186224,109505656,-0.808,-0.605,0.08184,0.01559,-0.01174,TRY,
8,Prof. Dr. Bülent Tarcan Caddesi No: 5,"Engin Pak Is Merkezi, Kat: 3 Gayrettepe Besiktas",Istanbul,34349,Turkey,90 212 273 20 00,90 212 273 21 70,https://www.kartonsan.com.tr,Packaging & Containers,Consumer Cyclical,"Kartonsan Karton Sanayi ve Ticaret A.S. produces and trades in coated cardboards in Turkey. It offers normprint, exprint, and luxtriplex multi-coated cardboards from recycled paper. The company's products are used for the packaging of food, pharmaceuticals, detergents, matches, perfumery, textiles, stationary, glassware, small white goods, book and notebook containers, and corrugated lamination. It also exports its products to approximately 20 countries, including Bulgaria, Greece, Spain, Portugal, Romania, Georgia, Israel, and Egypt. The company was incorporated in 1967 and is headquartered in Istanbul, Turkey.",301,"{'maxAge': 1, 'name': 'Ms. Sadiye Basak Kaya', 'title': 'Chief Mang. of HR & Quality Systems', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,79.85,79.95,79.85,83.5,79.85,79.95,79.85,83.5,1.84,0.023,1680652800,0.801,1.68,0.911569,35.74236,458682,458682,677983,700861,700861,81.7,81.8,0,0,6138749952,53.5,119.4,2.6847153,80.43,77.73275,1.837,0.023005636,TRY,5678974976,0.075229995,16391999,75000000,0.78129,0.01238,16.18,5.0587144,1672444800,1703980800,1688083200,-0.808,172013216,2.29,2643:100,1608854400,2.484,159.344,IST,EQUITY,KARTN.IS,KARTN.IS,KARTONSAN,Kartonsan Karton Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,81.85,none,327020928,4.36,35639676,8828230,1.325,2.841,2286555392,0.727,30.487,-0.0101,0.14009,791059274,-163186224,109505656,-0.808,-0.605,0.08184,0.01559,-0.01174,TRY,
9,Prof. Dr. Bülent Tarcan Caddesi No: 5,"Engin Pak Is Merkezi, Kat: 3 Gayrettepe Besiktas",Istanbul,34349,Turkey,90 212 273 20 00,90 212 273 21 70,https://www.kartonsan.com.tr,Packaging & Containers,Consumer Cyclical,"Kartonsan Karton Sanayi ve Ticaret A.S. produces and trades in coated cardboards in Turkey. It offers normprint, exprint, and luxtriplex multi-coated cardboards from recycled paper. The company's products are used for the packaging of food, pharmaceuticals, detergents, matches, perfumery, textiles, stationary, glassware, small white goods, book and notebook containers, and corrugated lamination. It also exports its products to approximately 20 countries, including Bulgaria, Greece, Spain, Portugal, Romania, Georgia, Israel, and Egypt. The company was incorporated in 1967 and is headquartered in Istanbul, Turkey.",301,"{'maxAge': 1, 'name': 'Ms. Hatice Canan Pak Imregun', 'title': 'Exec. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,79.85,79.95,79.85,83.5,79.85,79.95,79.85,83.5,1.84,0.023,1680652800,0.801,1.68,0.911569,35.74236,458682,458682,677983,700861,700861,81.7,81.8,0,0,6138749952,53.5,119.4,2.6847153,80.43,77.73275,1.837,0.023005636,TRY,5678974976,0.075229995,16391999,75000000,0.78129,0.01238,16.18,5.0587144,1672444800,1703980800,1688083200,-0.808,172013216,2.29,2643:100,1608854400,2.484,159.344,IST,EQUITY,KARTN.IS,KARTN.IS,KARTONSAN,Kartonsan Karton Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,81.85,none,327020928,4.36,35639676,8828230,1.325,2.841,2286555392,0.727,30.487,-0.0101,0.14009,791059274,-163186224,109505656,-0.808,-0.605,0.08184,0.01559,-0.01174,TRY,
