,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,49 Melville Parade,Suite G1,South Perth,WA,6151,Australia,61 8 9474 2113,61 8 9367 9386,https://www.randmining.com.au,Gold,Basic Materials,"Rand Mining Limited explores for, develops, and produces mineral properties in Australia. It explores for gold and silver deposits. The company holds a 12.25% interest in the East Kundana Joint Venture located to the west north west of Kalgoorlie and north east of Coolgardie. It also has a 50% interest in the Seven Mile Hill project. The company was incorporated in 1966 and is based in South Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Otakar  Demis', 'age': 80, 'title': 'Non-Exec. Chairman & Joint Company Sec.', 'yearBorn': 1942, 'fiscalYear': 2022, 'totalPay': 44000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.37,1.37,1.35,1.37,1.37,1.37,1.35,1.37,0.1,0.073,1666915200,0.5821,9.785714,7008,7008,1188,1212,1212,1.29,1.365,0,0,77920120,1.1125,1.56,2.5759559,1.2951,1.3192375,0.0,0.0,AUD,0.27179,56876000,0.83515,0.05647,1.688,0.8116114,1688083200,1719705600,1688083200,-0.476,8221452,0.14,1:1,1259884800,ASX,EQUITY,RND.AX,RND.AX,RAND MIN FPO,Rand Mining Limited,916009200,Australia/Sydney,AEST,36000000,1.37,none,2159051,17978762,11482,1.037,36.143,30249012,0.012,0.07344,0.085260004,20379775,5682530,9250028,0.009,0.67373,0.59436,0.40153,AUD,
1,49 Melville Parade,Suite G1,South Perth,WA,6151,Australia,61 8 9474 2113,61 8 9367 9386,https://www.randmining.com.au,Gold,Basic Materials,"Rand Mining Limited explores for, develops, and produces mineral properties in Australia. It explores for gold and silver deposits. The company holds a 12.25% interest in the East Kundana Joint Venture located to the west north west of Kalgoorlie and north east of Coolgardie. It also has a 50% interest in the Seven Mile Hill project. The company was incorporated in 1966 and is based in South Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Anthony B. Billis', 'age': 78, 'title': 'MD, CEO & Exec. Director', 'yearBorn': 1944, 'fiscalYear': 2022, 'totalPay': 100856, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.37,1.37,1.35,1.37,1.37,1.37,1.35,1.37,0.1,0.073,1666915200,0.5821,9.785714,7008,7008,1188,1212,1212,1.29,1.365,0,0,77920120,1.1125,1.56,2.5759559,1.2951,1.3192375,0.0,0.0,AUD,0.27179,56876000,0.83515,0.05647,1.688,0.8116114,1688083200,1719705600,1688083200,-0.476,8221452,0.14,1:1,1259884800,ASX,EQUITY,RND.AX,RND.AX,RAND MIN FPO,Rand Mining Limited,916009200,Australia/Sydney,AEST,36000000,1.37,none,2159051,17978762,11482,1.037,36.143,30249012,0.012,0.07344,0.085260004,20379775,5682530,9250028,0.009,0.67373,0.59436,0.40153,AUD,
2,49 Melville Parade,Suite G1,South Perth,WA,6151,Australia,61 8 9474 2113,61 8 9367 9386,https://www.randmining.com.au,Gold,Basic Materials,"Rand Mining Limited explores for, develops, and produces mineral properties in Australia. It explores for gold and silver deposits. The company holds a 12.25% interest in the East Kundana Joint Venture located to the west north west of Kalgoorlie and north east of Coolgardie. It also has a 50% interest in the Seven Mile Hill project. The company was incorporated in 1966 and is based in South Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Roland Holger Berzins ACPA, B.Com., B.Comm, FFIN, TA', 'age': 69, 'title': 'Company Sec.', 'yearBorn': 1953, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.37,1.37,1.35,1.37,1.37,1.37,1.35,1.37,0.1,0.073,1666915200,0.5821,9.785714,7008,7008,1188,1212,1212,1.29,1.365,0,0,77920120,1.1125,1.56,2.5759559,1.2951,1.3192375,0.0,0.0,AUD,0.27179,56876000,0.83515,0.05647,1.688,0.8116114,1688083200,1719705600,1688083200,-0.476,8221452,0.14,1:1,1259884800,ASX,EQUITY,RND.AX,RND.AX,RAND MIN FPO,Rand Mining Limited,916009200,Australia/Sydney,AEST,36000000,1.37,none,2159051,17978762,11482,1.037,36.143,30249012,0.012,0.07344,0.085260004,20379775,5682530,9250028,0.009,0.67373,0.59436,0.40153,AUD,
3,49 Melville Parade,Suite G1,South Perth,WA,6151,Australia,61 8 9474 2113,61 8 9367 9386,https://www.randmining.com.au,Gold,Basic Materials,"Rand Mining Limited explores for, develops, and produces mineral properties in Australia. It explores for gold and silver deposits. The company holds a 12.25% interest in the East Kundana Joint Venture located to the west north west of Kalgoorlie and north east of Coolgardie. It also has a 50% interest in the Seven Mile Hill project. The company was incorporated in 1966 and is based in South Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Brett  Tucker', 'title': 'Joint Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.37,1.37,1.35,1.37,1.37,1.37,1.35,1.37,0.1,0.073,1666915200,0.5821,9.785714,7008,7008,1188,1212,1212,1.29,1.365,0,0,77920120,1.1125,1.56,2.5759559,1.2951,1.3192375,0.0,0.0,AUD,0.27179,56876000,0.83515,0.05647,1.688,0.8116114,1688083200,1719705600,1688083200,-0.476,8221452,0.14,1:1,1259884800,ASX,EQUITY,RND.AX,RND.AX,RAND MIN FPO,Rand Mining Limited,916009200,Australia/Sydney,AEST,36000000,1.37,none,2159051,17978762,11482,1.037,36.143,30249012,0.012,0.07344,0.085260004,20379775,5682530,9250028,0.009,0.67373,0.59436,0.40153,AUD,
