,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,609 Granville Street,Suite 1130 PO Box 10328,Vancouver,BC,V7Y 1G5,Canada,604 685 9775,604 685 9744,https://www.edrsilver.com,Other Precious Metals & Mining,Basic Materials,"Endeavour Silver Corp., a silver mining company, engages in the acquisition, exploration, development, extraction, processing, refining, and reclamation of mineral properties in Mexico and Chile. The company explores for gold and silver deposits, and precious metals. The company was formerly known as Endeavour Gold Corp. and changed its name to Endeavour Silver Corp. in September 2004. Endeavour Silver Corp. was incorporated in 1981 and is headquartered in Vancouver, Canada.",1030,"{'maxAge': 1, 'name': 'Mr. Daniel W. Dickson B.Com., B.Comm, C.A., CA', 'age': 42, 'title': 'CEO & Director', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 608846, 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,8,4,6,1693526400,1672444800,86400,4,3.58,3.69,3.64,3.75,3.58,3.69,3.64,3.75,0.0,1.448736,40.666664,12.62069,186944,186944,202325,164600,164600,3.66,3.67,0,0,703305600,3.4,6.08,3.095944,4.0786,4.4578,0.0,0.0,CAD,646550976,0.05223,190986320,191504992,2676623,2721970,1690761600,1693440000,0.0139999995,0.00704,0.33835998,13.8,1.689,2.1669626,1672444800,1703980800,1688083200,11864000,0.09,0.29,0.08,1:4,1030406400,2.846,11.826,TOR,EQUITY,EDR.TO,EDR.TO,ENDEAVOUR SILVER CORP.,Endeavour Silver Corp.,839511000,America/Toronto,EDT,-14400000,3.66,10.47,4.99,7.07,6.49,2.4,buy,5,51640000,0.27,54672000,12602000,1.432,2.615,227170000,3.897,1.194,0.041220002,0.03916,76704000,-79316000,56260000,0.627,0.36658,0.24067,0.10865,USD,
1,609 Granville Street,Suite 1130 PO Box 10328,Vancouver,BC,V7Y 1G5,Canada,604 685 9775,604 685 9744,https://www.edrsilver.com,Other Precious Metals & Mining,Basic Materials,"Endeavour Silver Corp., a silver mining company, engages in the acquisition, exploration, development, extraction, processing, refining, and reclamation of mineral properties in Mexico and Chile. The company explores for gold and silver deposits, and precious metals. The company was formerly known as Endeavour Gold Corp. and changed its name to Endeavour Silver Corp. in September 2004. Endeavour Silver Corp. was incorporated in 1981 and is headquartered in Vancouver, Canada.",1030,"{'maxAge': 1, 'name': 'Ms. Christine  West CGA', 'age': 56, 'title': 'CFO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 392673, 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,8,4,6,1693526400,1672444800,86400,4,3.58,3.69,3.64,3.75,3.58,3.69,3.64,3.75,0.0,1.448736,40.666664,12.62069,186944,186944,202325,164600,164600,3.66,3.67,0,0,703305600,3.4,6.08,3.095944,4.0786,4.4578,0.0,0.0,CAD,646550976,0.05223,190986320,191504992,2676623,2721970,1690761600,1693440000,0.0139999995,0.00704,0.33835998,13.8,1.689,2.1669626,1672444800,1703980800,1688083200,11864000,0.09,0.29,0.08,1:4,1030406400,2.846,11.826,TOR,EQUITY,EDR.TO,EDR.TO,ENDEAVOUR SILVER CORP.,Endeavour Silver Corp.,839511000,America/Toronto,EDT,-14400000,3.66,10.47,4.99,7.07,6.49,2.4,buy,5,51640000,0.27,54672000,12602000,1.432,2.615,227170000,3.897,1.194,0.041220002,0.03916,76704000,-79316000,56260000,0.627,0.36658,0.24067,0.10865,USD,
2,609 Granville Street,Suite 1130 PO Box 10328,Vancouver,BC,V7Y 1G5,Canada,604 685 9775,604 685 9744,https://www.edrsilver.com,Other Precious Metals & Mining,Basic Materials,"Endeavour Silver Corp., a silver mining company, engages in the acquisition, exploration, development, extraction, processing, refining, and reclamation of mineral properties in Mexico and Chile. The company explores for gold and silver deposits, and precious metals. The company was formerly known as Endeavour Gold Corp. and changed its name to Endeavour Silver Corp. in September 2004. Endeavour Silver Corp. was incorporated in 1981 and is headquartered in Vancouver, Canada.",1030,"{'maxAge': 1, 'name': 'Mr. Donald P. Gray B.Sc., M.B.A., M.Sc.', 'age': 63, 'title': 'Chief Operating Officer', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 546920, 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,8,4,6,1693526400,1672444800,86400,4,3.58,3.69,3.64,3.75,3.58,3.69,3.64,3.75,0.0,1.448736,40.666664,12.62069,186944,186944,202325,164600,164600,3.66,3.67,0,0,703305600,3.4,6.08,3.095944,4.0786,4.4578,0.0,0.0,CAD,646550976,0.05223,190986320,191504992,2676623,2721970,1690761600,1693440000,0.0139999995,0.00704,0.33835998,13.8,1.689,2.1669626,1672444800,1703980800,1688083200,11864000,0.09,0.29,0.08,1:4,1030406400,2.846,11.826,TOR,EQUITY,EDR.TO,EDR.TO,ENDEAVOUR SILVER CORP.,Endeavour Silver Corp.,839511000,America/Toronto,EDT,-14400000,3.66,10.47,4.99,7.07,6.49,2.4,buy,5,51640000,0.27,54672000,12602000,1.432,2.615,227170000,3.897,1.194,0.041220002,0.03916,76704000,-79316000,56260000,0.627,0.36658,0.24067,0.10865,USD,
3,609 Granville Street,Suite 1130 PO Box 10328,Vancouver,BC,V7Y 1G5,Canada,604 685 9775,604 685 9744,https://www.edrsilver.com,Other Precious Metals & Mining,Basic Materials,"Endeavour Silver Corp., a silver mining company, engages in the acquisition, exploration, development, extraction, processing, refining, and reclamation of mineral properties in Mexico and Chile. The company explores for gold and silver deposits, and precious metals. The company was formerly known as Endeavour Gold Corp. and changed its name to Endeavour Silver Corp. in September 2004. Endeavour Silver Corp. was incorporated in 1981 and is headquartered in Vancouver, Canada.",1030,"{'maxAge': 1, 'name': 'Mr. Luis R. Castro Valdez Ing.', 'title': 'VP of Exploration', 'fiscalYear': 2022, 'totalPay': 356967, 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,8,4,6,1693526400,1672444800,86400,4,3.58,3.69,3.64,3.75,3.58,3.69,3.64,3.75,0.0,1.448736,40.666664,12.62069,186944,186944,202325,164600,164600,3.66,3.67,0,0,703305600,3.4,6.08,3.095944,4.0786,4.4578,0.0,0.0,CAD,646550976,0.05223,190986320,191504992,2676623,2721970,1690761600,1693440000,0.0139999995,0.00704,0.33835998,13.8,1.689,2.1669626,1672444800,1703980800,1688083200,11864000,0.09,0.29,0.08,1:4,1030406400,2.846,11.826,TOR,EQUITY,EDR.TO,EDR.TO,ENDEAVOUR SILVER CORP.,Endeavour Silver Corp.,839511000,America/Toronto,EDT,-14400000,3.66,10.47,4.99,7.07,6.49,2.4,buy,5,51640000,0.27,54672000,12602000,1.432,2.615,227170000,3.897,1.194,0.041220002,0.03916,76704000,-79316000,56260000,0.627,0.36658,0.24067,0.10865,USD,
4,609 Granville Street,Suite 1130 PO Box 10328,Vancouver,BC,V7Y 1G5,Canada,604 685 9775,604 685 9744,https://www.edrsilver.com,Other Precious Metals & Mining,Basic Materials,"Endeavour Silver Corp., a silver mining company, engages in the acquisition, exploration, development, extraction, processing, refining, and reclamation of mineral properties in Mexico and Chile. The company explores for gold and silver deposits, and precious metals. The company was formerly known as Endeavour Gold Corp. and changed its name to Endeavour Silver Corp. in September 2004. Endeavour Silver Corp. was incorporated in 1981 and is headquartered in Vancouver, Canada.",1030,"{'maxAge': 1, 'name': 'Ms. Galina  Meleger', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,8,4,6,1693526400,1672444800,86400,4,3.58,3.69,3.64,3.75,3.58,3.69,3.64,3.75,0.0,1.448736,40.666664,12.62069,186944,186944,202325,164600,164600,3.66,3.67,0,0,703305600,3.4,6.08,3.095944,4.0786,4.4578,0.0,0.0,CAD,646550976,0.05223,190986320,191504992,2676623,2721970,1690761600,1693440000,0.0139999995,0.00704,0.33835998,13.8,1.689,2.1669626,1672444800,1703980800,1688083200,11864000,0.09,0.29,0.08,1:4,1030406400,2.846,11.826,TOR,EQUITY,EDR.TO,EDR.TO,ENDEAVOUR SILVER CORP.,Endeavour Silver Corp.,839511000,America/Toronto,EDT,-14400000,3.66,10.47,4.99,7.07,6.49,2.4,buy,5,51640000,0.27,54672000,12602000,1.432,2.615,227170000,3.897,1.194,0.041220002,0.03916,76704000,-79316000,56260000,0.627,0.36658,0.24067,0.10865,USD,
5,609 Granville Street,Suite 1130 PO Box 10328,Vancouver,BC,V7Y 1G5,Canada,604 685 9775,604 685 9744,https://www.edrsilver.com,Other Precious Metals & Mining,Basic Materials,"Endeavour Silver Corp., a silver mining company, engages in the acquisition, exploration, development, extraction, processing, refining, and reclamation of mineral properties in Mexico and Chile. The company explores for gold and silver deposits, and precious metals. The company was formerly known as Endeavour Gold Corp. and changed its name to Endeavour Silver Corp. in September 2004. Endeavour Silver Corp. was incorporated in 1981 and is headquartered in Vancouver, Canada.",1030,"{'maxAge': 1, 'name': 'Mr. Dale  Mah', 'title': 'VP of Corp. Devel.', 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,8,4,6,1693526400,1672444800,86400,4,3.58,3.69,3.64,3.75,3.58,3.69,3.64,3.75,0.0,1.448736,40.666664,12.62069,186944,186944,202325,164600,164600,3.66,3.67,0,0,703305600,3.4,6.08,3.095944,4.0786,4.4578,0.0,0.0,CAD,646550976,0.05223,190986320,191504992,2676623,2721970,1690761600,1693440000,0.0139999995,0.00704,0.33835998,13.8,1.689,2.1669626,1672444800,1703980800,1688083200,11864000,0.09,0.29,0.08,1:4,1030406400,2.846,11.826,TOR,EQUITY,EDR.TO,EDR.TO,ENDEAVOUR SILVER CORP.,Endeavour Silver Corp.,839511000,America/Toronto,EDT,-14400000,3.66,10.47,4.99,7.07,6.49,2.4,buy,5,51640000,0.27,54672000,12602000,1.432,2.615,227170000,3.897,1.194,0.041220002,0.03916,76704000,-79316000,56260000,0.627,0.36658,0.24067,0.10865,USD,
6,609 Granville Street,Suite 1130 PO Box 10328,Vancouver,BC,V7Y 1G5,Canada,604 685 9775,604 685 9744,https://www.edrsilver.com,Other Precious Metals & Mining,Basic Materials,"Endeavour Silver Corp., a silver mining company, engages in the acquisition, exploration, development, extraction, processing, refining, and reclamation of mineral properties in Mexico and Chile. The company explores for gold and silver deposits, and precious metals. The company was formerly known as Endeavour Gold Corp. and changed its name to Endeavour Silver Corp. in September 2004. Endeavour Silver Corp. was incorporated in 1981 and is headquartered in Vancouver, Canada.",1030,"{'maxAge': 1, 'name': 'Mr. Bernard  Poznanski B.Sc., L.L.B., L.L.M., LLB, LLM', 'age': 68, 'title': 'Corp. Sec.', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,8,4,6,1693526400,1672444800,86400,4,3.58,3.69,3.64,3.75,3.58,3.69,3.64,3.75,0.0,1.448736,40.666664,12.62069,186944,186944,202325,164600,164600,3.66,3.67,0,0,703305600,3.4,6.08,3.095944,4.0786,4.4578,0.0,0.0,CAD,646550976,0.05223,190986320,191504992,2676623,2721970,1690761600,1693440000,0.0139999995,0.00704,0.33835998,13.8,1.689,2.1669626,1672444800,1703980800,1688083200,11864000,0.09,0.29,0.08,1:4,1030406400,2.846,11.826,TOR,EQUITY,EDR.TO,EDR.TO,ENDEAVOUR SILVER CORP.,Endeavour Silver Corp.,839511000,America/Toronto,EDT,-14400000,3.66,10.47,4.99,7.07,6.49,2.4,buy,5,51640000,0.27,54672000,12602000,1.432,2.615,227170000,3.897,1.194,0.041220002,0.03916,76704000,-79316000,56260000,0.627,0.36658,0.24067,0.10865,USD,
7,609 Granville Street,Suite 1130 PO Box 10328,Vancouver,BC,V7Y 1G5,Canada,604 685 9775,604 685 9744,https://www.edrsilver.com,Other Precious Metals & Mining,Basic Materials,"Endeavour Silver Corp., a silver mining company, engages in the acquisition, exploration, development, extraction, processing, refining, and reclamation of mineral properties in Mexico and Chile. The company explores for gold and silver deposits, and precious metals. The company was formerly known as Endeavour Gold Corp. and changed its name to Endeavour Silver Corp. in September 2004. Endeavour Silver Corp. was incorporated in 1981 and is headquartered in Vancouver, Canada.",1030,"{'maxAge': 1, 'name': 'Mr. Gregory Arnold Blaylock', 'title': 'VP of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,8,4,6,1693526400,1672444800,86400,4,3.58,3.69,3.64,3.75,3.58,3.69,3.64,3.75,0.0,1.448736,40.666664,12.62069,186944,186944,202325,164600,164600,3.66,3.67,0,0,703305600,3.4,6.08,3.095944,4.0786,4.4578,0.0,0.0,CAD,646550976,0.05223,190986320,191504992,2676623,2721970,1690761600,1693440000,0.0139999995,0.00704,0.33835998,13.8,1.689,2.1669626,1672444800,1703980800,1688083200,11864000,0.09,0.29,0.08,1:4,1030406400,2.846,11.826,TOR,EQUITY,EDR.TO,EDR.TO,ENDEAVOUR SILVER CORP.,Endeavour Silver Corp.,839511000,America/Toronto,EDT,-14400000,3.66,10.47,4.99,7.07,6.49,2.4,buy,5,51640000,0.27,54672000,12602000,1.432,2.615,227170000,3.897,1.194,0.041220002,0.03916,76704000,-79316000,56260000,0.627,0.36658,0.24067,0.10865,USD,
