,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,19-20 Great Pulteney Street,Soho,London,W1F 9NF,United Kingdom,44 20 7493 8400,https://fletcherking.co.uk,Real Estate Services,Real Estate,"Fletcher King Plc provides a range of property and advisory services in the United Kingdom. It offers services in the areas of property fund management, property asset management, investment broking, valuations, ratings, and development. The company was incorporated in 1986 and is based in London, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. David Jonathan R. Fletcher FRICS', 'age': 79, 'title': 'Non-Exec. Chairman & Founding Partner', 'yearBorn': 1943, 'fiscalYear': 2022, 'totalPay': 71000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,36.5,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.01,0.020499999,1695859200,0.2392,0.445195,1825.0,0,0,1208,0,0,0.0,38.0,0,0,3742053,0.0,47.0,1.2153468,31.0226,28.561775,0.007,0.00019178083,GBp,1414056,0.07567,4557312,10252200,0.6954,0.007900001,0.408,89.460785,1682812800,1714435200,1682812800,0.482,233000,0.02,0.459,4.099,LSE,EQUITY,FLK.L,FLK.L,FLETCHER KING PLC ORD 10P,Fletcher King Plc,583743600,Europe/London,BST,3600000,36.5,none,2755000,0.269,345000,427000,4.134,4.134,3079000,10.21,0.3,0.01581,0.05677,3079000,-85375,-13000,0.475,0.13,1.0,0.11205,0.048070002,GBP,
1,19-20 Great Pulteney Street,Soho,London,W1F 9NF,United Kingdom,44 20 7493 8400,https://fletcherking.co.uk,Real Estate Services,Real Estate,"Fletcher King Plc provides a range of property and advisory services in the United Kingdom. It offers services in the areas of property fund management, property asset management, investment broking, valuations, ratings, and development. The company was incorporated in 1986 and is based in London, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Paul James Andrews MRICS', 'age': 49, 'title': 'MD & Exec. Director', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 190000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,36.5,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.01,0.020499999,1695859200,0.2392,0.445195,1825.0,0,0,1208,0,0,0.0,38.0,0,0,3742053,0.0,47.0,1.2153468,31.0226,28.561775,0.007,0.00019178083,GBp,1414056,0.07567,4557312,10252200,0.6954,0.007900001,0.408,89.460785,1682812800,1714435200,1682812800,0.482,233000,0.02,0.459,4.099,LSE,EQUITY,FLK.L,FLK.L,FLETCHER KING PLC ORD 10P,Fletcher King Plc,583743600,Europe/London,BST,3600000,36.5,none,2755000,0.269,345000,427000,4.134,4.134,3079000,10.21,0.3,0.01581,0.05677,3079000,-85375,-13000,0.475,0.13,1.0,0.11205,0.048070002,GBP,
2,19-20 Great Pulteney Street,Soho,London,W1F 9NF,United Kingdom,44 20 7493 8400,https://fletcherking.co.uk,Real Estate Services,Real Estate,"Fletcher King Plc provides a range of property and advisory services in the United Kingdom. It offers services in the areas of property fund management, property asset management, investment broking, valuations, ratings, and development. The company was incorporated in 1986 and is based in London, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Peter Edwin Bailey A.C.A., ACA', 'age': 54, 'title': 'Fin. Director, Company Sec. & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 116000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,36.5,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.01,0.020499999,1695859200,0.2392,0.445195,1825.0,0,0,1208,0,0,0.0,38.0,0,0,3742053,0.0,47.0,1.2153468,31.0226,28.561775,0.007,0.00019178083,GBp,1414056,0.07567,4557312,10252200,0.6954,0.007900001,0.408,89.460785,1682812800,1714435200,1682812800,0.482,233000,0.02,0.459,4.099,LSE,EQUITY,FLK.L,FLK.L,FLETCHER KING PLC ORD 10P,Fletcher King Plc,583743600,Europe/London,BST,3600000,36.5,none,2755000,0.269,345000,427000,4.134,4.134,3079000,10.21,0.3,0.01581,0.05677,3079000,-85375,-13000,0.475,0.13,1.0,0.11205,0.048070002,GBP,
3,19-20 Great Pulteney Street,Soho,London,W1F 9NF,United Kingdom,44 20 7493 8400,https://fletcherking.co.uk,Real Estate Services,Real Estate,"Fletcher King Plc provides a range of property and advisory services in the United Kingdom. It offers services in the areas of property fund management, property asset management, investment broking, valuations, ratings, and development. The company was incorporated in 1986 and is based in London, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Robert Anthony Dickman B.Sc.', 'age': 64, 'title': 'Exec. Director', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 160000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,36.5,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.01,0.020499999,1695859200,0.2392,0.445195,1825.0,0,0,1208,0,0,0.0,38.0,0,0,3742053,0.0,47.0,1.2153468,31.0226,28.561775,0.007,0.00019178083,GBp,1414056,0.07567,4557312,10252200,0.6954,0.007900001,0.408,89.460785,1682812800,1714435200,1682812800,0.482,233000,0.02,0.459,4.099,LSE,EQUITY,FLK.L,FLK.L,FLETCHER KING PLC ORD 10P,Fletcher King Plc,583743600,Europe/London,BST,3600000,36.5,none,2755000,0.269,345000,427000,4.134,4.134,3079000,10.21,0.3,0.01581,0.05677,3079000,-85375,-13000,0.475,0.13,1.0,0.11205,0.048070002,GBP,
