,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Menara BTPN Tower,"40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan",Jakarta,12950,Indonesia,62 21 2965 1777,62 21 2965 1788,https://www.anj-group.com,Farm Products,Consumer Defensive,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Renewable Energy, and Others. The company offers crude palm oil and palm kernel, and edamame, as well as involved in horticultural agriculture. It also processes sago and tobacco. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",9218,"{'maxAge': 1, 'name': 'Mr. Lucas  Kurniawan', 'age': 51, 'title': 'Pres Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,765.0,770.0,760.0,775.0,765.0,770.0,760.0,775.0,27.8,0.0363,1686873600,0.57214,1310400,1310400,4276137,1406510,1406510,765.0,770.0,0,0,2565940183040,625.0,1025.0,10699.587,812.9,722.95,0.002,2.6143791e-06,IDR,2566083051520,-0.01026,238683093,3354170112,0.91251,0.00035999998,0.126,6071.4287,1672444800,1703980800,1688083200,-2461739,-12.32,10700.183,63372.62,JKT,EQUITY,ANJT.JK,ANJT.JK,Austindo Nusantara Jaya Tbk.,PT Austindo Nusantara Jaya Tbk,1367978400,Asia/Jakarta,WIB,25200000,765.0,none,9509645,0.003,40491984,146927920,0.211,1.116,239816752,34.72,0.072,0.01242,-0.0072399997,53871897,1501634,48327592,-0.068,0.10398,0.16884,0.05209,USD,
1,Menara BTPN Tower,"40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan",Jakarta,12950,Indonesia,62 21 2965 1777,62 21 2965 1788,https://www.anj-group.com,Farm Products,Consumer Defensive,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Renewable Energy, and Others. The company offers crude palm oil and palm kernel, and edamame, as well as involved in horticultural agriculture. It also processes sago and tobacco. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",9218,"{'maxAge': 1, 'name': 'Mr. Geetha Govindan K. Gopalakrishnan', 'age': 63, 'title': 'VP Director & COO of Palm Oil', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,765.0,770.0,760.0,775.0,765.0,770.0,760.0,775.0,27.8,0.0363,1686873600,0.57214,1310400,1310400,4276137,1406510,1406510,765.0,770.0,0,0,2565940183040,625.0,1025.0,10699.587,812.9,722.95,0.002,2.6143791e-06,IDR,2566083051520,-0.01026,238683093,3354170112,0.91251,0.00035999998,0.126,6071.4287,1672444800,1703980800,1688083200,-2461739,-12.32,10700.183,63372.62,JKT,EQUITY,ANJT.JK,ANJT.JK,Austindo Nusantara Jaya Tbk.,PT Austindo Nusantara Jaya Tbk,1367978400,Asia/Jakarta,WIB,25200000,765.0,none,9509645,0.003,40491984,146927920,0.211,1.116,239816752,34.72,0.072,0.01242,-0.0072399997,53871897,1501634,48327592,-0.068,0.10398,0.16884,0.05209,USD,
2,Menara BTPN Tower,"40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan",Jakarta,12950,Indonesia,62 21 2965 1777,62 21 2965 1788,https://www.anj-group.com,Farm Products,Consumer Defensive,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Renewable Energy, and Others. The company offers crude palm oil and palm kernel, and edamame, as well as involved in horticultural agriculture. It also processes sago and tobacco. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",9218,"{'maxAge': 1, 'name': 'Ms. Nopri  Pitoy', 'age': 57, 'title': 'CFO, Fin. Director & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,765.0,770.0,760.0,775.0,765.0,770.0,760.0,775.0,27.8,0.0363,1686873600,0.57214,1310400,1310400,4276137,1406510,1406510,765.0,770.0,0,0,2565940183040,625.0,1025.0,10699.587,812.9,722.95,0.002,2.6143791e-06,IDR,2566083051520,-0.01026,238683093,3354170112,0.91251,0.00035999998,0.126,6071.4287,1672444800,1703980800,1688083200,-2461739,-12.32,10700.183,63372.62,JKT,EQUITY,ANJT.JK,ANJT.JK,Austindo Nusantara Jaya Tbk.,PT Austindo Nusantara Jaya Tbk,1367978400,Asia/Jakarta,WIB,25200000,765.0,none,9509645,0.003,40491984,146927920,0.211,1.116,239816752,34.72,0.072,0.01242,-0.0072399997,53871897,1501634,48327592,-0.068,0.10398,0.16884,0.05209,USD,
3,Menara BTPN Tower,"40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan",Jakarta,12950,Indonesia,62 21 2965 1777,62 21 2965 1788,https://www.anj-group.com,Farm Products,Consumer Defensive,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Renewable Energy, and Others. The company offers crude palm oil and palm kernel, and edamame, as well as involved in horticultural agriculture. It also processes sago and tobacco. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",9218,"{'maxAge': 1, 'name': '-  Windianti', 'title': 'Head of Accounting & Reporting', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,765.0,770.0,760.0,775.0,765.0,770.0,760.0,775.0,27.8,0.0363,1686873600,0.57214,1310400,1310400,4276137,1406510,1406510,765.0,770.0,0,0,2565940183040,625.0,1025.0,10699.587,812.9,722.95,0.002,2.6143791e-06,IDR,2566083051520,-0.01026,238683093,3354170112,0.91251,0.00035999998,0.126,6071.4287,1672444800,1703980800,1688083200,-2461739,-12.32,10700.183,63372.62,JKT,EQUITY,ANJT.JK,ANJT.JK,Austindo Nusantara Jaya Tbk.,PT Austindo Nusantara Jaya Tbk,1367978400,Asia/Jakarta,WIB,25200000,765.0,none,9509645,0.003,40491984,146927920,0.211,1.116,239816752,34.72,0.072,0.01242,-0.0072399997,53871897,1501634,48327592,-0.068,0.10398,0.16884,0.05209,USD,
4,Menara BTPN Tower,"40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan",Jakarta,12950,Indonesia,62 21 2965 1777,62 21 2965 1788,https://www.anj-group.com,Farm Products,Consumer Defensive,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Renewable Energy, and Others. The company offers crude palm oil and palm kernel, and edamame, as well as involved in horticultural agriculture. It also processes sago and tobacco. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",9218,"{'maxAge': 1, 'name': 'Mr. Naga  Waskita', 'age': 48, 'title': 'Legal Director, Corp. Sec. & Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,765.0,770.0,760.0,775.0,765.0,770.0,760.0,775.0,27.8,0.0363,1686873600,0.57214,1310400,1310400,4276137,1406510,1406510,765.0,770.0,0,0,2565940183040,625.0,1025.0,10699.587,812.9,722.95,0.002,2.6143791e-06,IDR,2566083051520,-0.01026,238683093,3354170112,0.91251,0.00035999998,0.126,6071.4287,1672444800,1703980800,1688083200,-2461739,-12.32,10700.183,63372.62,JKT,EQUITY,ANJT.JK,ANJT.JK,Austindo Nusantara Jaya Tbk.,PT Austindo Nusantara Jaya Tbk,1367978400,Asia/Jakarta,WIB,25200000,765.0,none,9509645,0.003,40491984,146927920,0.211,1.116,239816752,34.72,0.072,0.01242,-0.0072399997,53871897,1501634,48327592,-0.068,0.10398,0.16884,0.05209,USD,
5,Menara BTPN Tower,"40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan",Jakarta,12950,Indonesia,62 21 2965 1777,62 21 2965 1788,https://www.anj-group.com,Farm Products,Consumer Defensive,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Renewable Energy, and Others. The company offers crude palm oil and palm kernel, and edamame, as well as involved in horticultural agriculture. It also processes sago and tobacco. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",9218,"{'maxAge': 1, 'name': 'Antoperis  Tarigan', 'title': 'Head of Sustainability & Compliance', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,765.0,770.0,760.0,775.0,765.0,770.0,760.0,775.0,27.8,0.0363,1686873600,0.57214,1310400,1310400,4276137,1406510,1406510,765.0,770.0,0,0,2565940183040,625.0,1025.0,10699.587,812.9,722.95,0.002,2.6143791e-06,IDR,2566083051520,-0.01026,238683093,3354170112,0.91251,0.00035999998,0.126,6071.4287,1672444800,1703980800,1688083200,-2461739,-12.32,10700.183,63372.62,JKT,EQUITY,ANJT.JK,ANJT.JK,Austindo Nusantara Jaya Tbk.,PT Austindo Nusantara Jaya Tbk,1367978400,Asia/Jakarta,WIB,25200000,765.0,none,9509645,0.003,40491984,146927920,0.211,1.116,239816752,34.72,0.072,0.01242,-0.0072399997,53871897,1501634,48327592,-0.068,0.10398,0.16884,0.05209,USD,
6,Menara BTPN Tower,"40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan",Jakarta,12950,Indonesia,62 21 2965 1777,62 21 2965 1788,https://www.anj-group.com,Farm Products,Consumer Defensive,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Renewable Energy, and Others. The company offers crude palm oil and palm kernel, and edamame, as well as involved in horticultural agriculture. It also processes sago and tobacco. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",9218,"{'maxAge': 1, 'name': 'Ms. Nunik Maharani Maulana', 'title': 'Pres Director of ANJB, Sustainability Director & Group Head of Corp. Communication', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,765.0,770.0,760.0,775.0,765.0,770.0,760.0,775.0,27.8,0.0363,1686873600,0.57214,1310400,1310400,4276137,1406510,1406510,765.0,770.0,0,0,2565940183040,625.0,1025.0,10699.587,812.9,722.95,0.002,2.6143791e-06,IDR,2566083051520,-0.01026,238683093,3354170112,0.91251,0.00035999998,0.126,6071.4287,1672444800,1703980800,1688083200,-2461739,-12.32,10700.183,63372.62,JKT,EQUITY,ANJT.JK,ANJT.JK,Austindo Nusantara Jaya Tbk.,PT Austindo Nusantara Jaya Tbk,1367978400,Asia/Jakarta,WIB,25200000,765.0,none,9509645,0.003,40491984,146927920,0.211,1.116,239816752,34.72,0.072,0.01242,-0.0072399997,53871897,1501634,48327592,-0.068,0.10398,0.16884,0.05209,USD,
7,Menara BTPN Tower,"40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan",Jakarta,12950,Indonesia,62 21 2965 1777,62 21 2965 1788,https://www.anj-group.com,Farm Products,Consumer Defensive,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Renewable Energy, and Others. The company offers crude palm oil and palm kernel, and edamame, as well as involved in horticultural agriculture. It also processes sago and tobacco. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",9218,"{'maxAge': 1, 'name': 'Tan Laurentius Suryadarma', 'title': 'Head of Sales & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,765.0,770.0,760.0,775.0,765.0,770.0,760.0,775.0,27.8,0.0363,1686873600,0.57214,1310400,1310400,4276137,1406510,1406510,765.0,770.0,0,0,2565940183040,625.0,1025.0,10699.587,812.9,722.95,0.002,2.6143791e-06,IDR,2566083051520,-0.01026,238683093,3354170112,0.91251,0.00035999998,0.126,6071.4287,1672444800,1703980800,1688083200,-2461739,-12.32,10700.183,63372.62,JKT,EQUITY,ANJT.JK,ANJT.JK,Austindo Nusantara Jaya Tbk.,PT Austindo Nusantara Jaya Tbk,1367978400,Asia/Jakarta,WIB,25200000,765.0,none,9509645,0.003,40491984,146927920,0.211,1.116,239816752,34.72,0.072,0.01242,-0.0072399997,53871897,1501634,48327592,-0.068,0.10398,0.16884,0.05209,USD,
8,Menara BTPN Tower,"40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan",Jakarta,12950,Indonesia,62 21 2965 1777,62 21 2965 1788,https://www.anj-group.com,Farm Products,Consumer Defensive,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Renewable Energy, and Others. The company offers crude palm oil and palm kernel, and edamame, as well as involved in horticultural agriculture. It also processes sago and tobacco. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",9218,"{'maxAge': 1, 'name': 'Ms. -  Yoomeidinar', 'title': 'Group Head of HR & Change Management', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,765.0,770.0,760.0,775.0,765.0,770.0,760.0,775.0,27.8,0.0363,1686873600,0.57214,1310400,1310400,4276137,1406510,1406510,765.0,770.0,0,0,2565940183040,625.0,1025.0,10699.587,812.9,722.95,0.002,2.6143791e-06,IDR,2566083051520,-0.01026,238683093,3354170112,0.91251,0.00035999998,0.126,6071.4287,1672444800,1703980800,1688083200,-2461739,-12.32,10700.183,63372.62,JKT,EQUITY,ANJT.JK,ANJT.JK,Austindo Nusantara Jaya Tbk.,PT Austindo Nusantara Jaya Tbk,1367978400,Asia/Jakarta,WIB,25200000,765.0,none,9509645,0.003,40491984,146927920,0.211,1.116,239816752,34.72,0.072,0.01242,-0.0072399997,53871897,1501634,48327592,-0.068,0.10398,0.16884,0.05209,USD,
9,Menara BTPN Tower,"40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan",Jakarta,12950,Indonesia,62 21 2965 1777,62 21 2965 1788,https://www.anj-group.com,Farm Products,Consumer Defensive,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Renewable Energy, and Others. The company offers crude palm oil and palm kernel, and edamame, as well as involved in horticultural agriculture. It also processes sago and tobacco. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",9218,"{'maxAge': 1, 'name': 'Mr. Sucipto  Maridjan', 'age': 63, 'title': 'Chief Exec. Officer of AANE', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,765.0,770.0,760.0,775.0,765.0,770.0,760.0,775.0,27.8,0.0363,1686873600,0.57214,1310400,1310400,4276137,1406510,1406510,765.0,770.0,0,0,2565940183040,625.0,1025.0,10699.587,812.9,722.95,0.002,2.6143791e-06,IDR,2566083051520,-0.01026,238683093,3354170112,0.91251,0.00035999998,0.126,6071.4287,1672444800,1703980800,1688083200,-2461739,-12.32,10700.183,63372.62,JKT,EQUITY,ANJT.JK,ANJT.JK,Austindo Nusantara Jaya Tbk.,PT Austindo Nusantara Jaya Tbk,1367978400,Asia/Jakarta,WIB,25200000,765.0,none,9509645,0.003,40491984,146927920,0.211,1.116,239816752,34.72,0.072,0.01242,-0.0072399997,53871897,1501634,48327592,-0.068,0.10398,0.16884,0.05209,USD,
