,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1001 – A East Harmony Road,Suite 340,Fort Collins,CO,80525,United States,818-995-7171,https://www.westmountaingold.com,Gold,Basic Materials,"WestMountain Gold, Inc., an exploration stage mining company, explores gold properties in the United States. It owns 100% interests in the Terra project consisting of 339 mining claims, including 5 unpatented lode mining claims covering an area of 55,040 acres located in Alaska. The company is based in Fort Collins, Colorado.",4,"{'maxAge': 1, 'name': 'Mr. Ryan  Peterson', 'age': 46, 'title': 'VP of Operations', 'yearBorn': 1976, 'fiscalYear': 2020, 'totalPay': 144000, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.0,1.587482,4,4,12,0,0,2096626,0.102,0.202,0.14568,0.14892,0.0,0.0,USD,7459547,0.0,20140500,-0.379,1677542400,1709078400,1469923200,-1308572,-0.95,1:500,1518480000,-7.558,PNK,EQUITY,WMTN,WMTN,WESTMOUNTAIN GOLD INC,"WestMountain Gold, Inc.",1285853400,America/New_York,EDT,-14400000,0.1041,none,7543,0.0,-987035,5369251,0.479,0.642,-0.44189999,-551669,-398206,-0.638,0.0,0.0,0.0,USD,
1,1001 – A East Harmony Road,Suite 340,Fort Collins,CO,80525,United States,818-995-7171,https://www.westmountaingold.com,Gold,Basic Materials,"WestMountain Gold, Inc., an exploration stage mining company, explores gold properties in the United States. It owns 100% interests in the Terra project consisting of 339 mining claims, including 5 unpatented lode mining claims covering an area of 55,040 acres located in Alaska. The company is based in Fort Collins, Colorado.",4,"{'maxAge': 1, 'name': 'Mr. Richard A. Bloom', 'age': 55, 'title': 'CEO, Pres & Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.0,1.587482,4,4,12,0,0,2096626,0.102,0.202,0.14568,0.14892,0.0,0.0,USD,7459547,0.0,20140500,-0.379,1677542400,1709078400,1469923200,-1308572,-0.95,1:500,1518480000,-7.558,PNK,EQUITY,WMTN,WMTN,WESTMOUNTAIN GOLD INC,"WestMountain Gold, Inc.",1285853400,America/New_York,EDT,-14400000,0.1041,none,7543,0.0,-987035,5369251,0.479,0.642,-0.44189999,-551669,-398206,-0.638,0.0,0.0,0.0,USD,
2,1001 – A East Harmony Road,Suite 340,Fort Collins,CO,80525,United States,818-995-7171,https://www.westmountaingold.com,Gold,Basic Materials,"WestMountain Gold, Inc., an exploration stage mining company, explores gold properties in the United States. It owns 100% interests in the Terra project consisting of 339 mining claims, including 5 unpatented lode mining claims covering an area of 55,040 acres located in Alaska. The company is based in Fort Collins, Colorado.",4,"{'maxAge': 1, 'name': 'Mr. Brian L. Klemsz', 'age': 63, 'title': 'CFO & Director', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.0,1.587482,4,4,12,0,0,2096626,0.102,0.202,0.14568,0.14892,0.0,0.0,USD,7459547,0.0,20140500,-0.379,1677542400,1709078400,1469923200,-1308572,-0.95,1:500,1518480000,-7.558,PNK,EQUITY,WMTN,WMTN,WESTMOUNTAIN GOLD INC,"WestMountain Gold, Inc.",1285853400,America/New_York,EDT,-14400000,0.1041,none,7543,0.0,-987035,5369251,0.479,0.642,-0.44189999,-551669,-398206,-0.638,0.0,0.0,0.0,USD,
