,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,200 Berkeley Street,Boston,MA,02116,United States,617 572 7149,https://www.jhinvestments.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=99004&ClassCode=CE&BackToFundTableType=Price,Asset Management,Financial Services,"John Hancock Income Securities Trust is a closed ended fixed income mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management. The fund invests in the fixed income markets of United States. It invests primarily in corporate and government bonds with average maturity of 7.57 years. The fund benchmarks the performance of its portfolios against the Lehman Brothers Government/ Credit Bond Index. John Hancock Income Securities Trust was formed in February 14, 1973 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Howard C. Greene C.F.A., CFA', 'title': 'Sr. MD & Sr. Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.66,10.61,10.57,10.61,10.66,10.61,10.57,10.61,0.35,0.0328,1694131200,5.28,0.382088,5021,5021,17067,11570,11570,10.02,11.15,800,800,123104560,10.11,11.7,12.247852,10.7544,10.94965,0.518,0.048592873,USD,214255440,-0.6161,11646600,5654,10415,1690761600,1693440000,0.0005,0.00102,0.50865,0.33,12.087,0.87449324,1667174400,1698710400,1682812800,-6192502,-0.53,21.317,NYQ,EQUITY,JHS,JHS,John Hancock Income Securities ,John Hancock Income Securities Trust,322151400,America/New_York,EDT,-14400000,10.57,none,148956,0.013,91300000,0.07,0.07,10051114,64.857,0.863,0.0215,-0.04216,9834108,8812156,6181508,0.042,1.0,0.0,0.84322,USD,
1,200 Berkeley Street,Boston,MA,02116,United States,617 572 7149,https://www.jhinvestments.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=99004&ClassCode=CE&BackToFundTableType=Price,Asset Management,Financial Services,"John Hancock Income Securities Trust is a closed ended fixed income mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management. The fund invests in the fixed income markets of United States. It invests primarily in corporate and government bonds with average maturity of 7.57 years. The fund benchmarks the performance of its portfolios against the Lehman Brothers Government/ Credit Bond Index. John Hancock Income Securities Trust was formed in February 14, 1973 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Jeffrey N. Given C.F.A., CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.66,10.61,10.57,10.61,10.66,10.61,10.57,10.61,0.35,0.0328,1694131200,5.28,0.382088,5021,5021,17067,11570,11570,10.02,11.15,800,800,123104560,10.11,11.7,12.247852,10.7544,10.94965,0.518,0.048592873,USD,214255440,-0.6161,11646600,5654,10415,1690761600,1693440000,0.0005,0.00102,0.50865,0.33,12.087,0.87449324,1667174400,1698710400,1682812800,-6192502,-0.53,21.317,NYQ,EQUITY,JHS,JHS,John Hancock Income Securities ,John Hancock Income Securities Trust,322151400,America/New_York,EDT,-14400000,10.57,none,148956,0.013,91300000,0.07,0.07,10051114,64.857,0.863,0.0215,-0.04216,9834108,8812156,6181508,0.042,1.0,0.0,0.84322,USD,
