,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,14903-137 Avenue NW,Edmonton,AB,T5V 1R9,Canada,780 453 5218,780 455 6676,https://www.k-brolinen.com,Specialty Business Services,Industrials,"K-Bro Linen Inc., together with its subsidiaries, provides laundry and linen services to healthcare institutions, hotels, and other commercial organizations in Canada and the United Kingdom. Its services include processing, management, and distribution of general and operating room linens, such as sheets, blankets, towels, surgical gowns, tablecloths, and drapes and other linens. The company also offers other services, including bulk dock-to-dock, exchange cart preparation, cart delivery, surgical linen, distribution and control of employee uniforms, personal clothing, customer reporting, customer service visiting, and textile procurement services. In addition, it provides linen rental, workwear hire, and cleanroom garment services. K-Bro Linen Inc. was founded in 1954 and is headquartered in Edmonton, Canada.",2820,"{'maxAge': 1, 'name': 'Ms. Linda Jane McCurdy M.B.A., MBA', 'age': 54, 'title': 'Pres, CEO & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1310354, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,4,5,4,1693526400,1672444800,86400,2,33.54,33.49,32.86,33.6,33.54,33.49,32.86,33.6,1.2,0.0365,1693353600,1.3792999,3.51,1.097281,37.770115,16.43,2604,2604,4191,4600,4600,33.01,33.59,0,0,353793760,26.53,35.6,1.1959481,33.6538,30.6183,1.2,0.035778176,CAD,464597376,0.03187,8762994,10766700,163446,233851,1690761600,1693440000,0.0152,0.01061,0.29225,37.9,16.458,1.9965974,1672444800,1703980800,1688083200,1.903,9427000,0.87,2.0,1.46,1.571,10.357,TOR,EQUITY,KBL.TO,KBL.TO,KBRO LINEN INC.,K-Bro Linen Inc.,1216819800,America/Toronto,EDT,-14400000,32.86,48.0,36.0,42.46,43.0,2.1,buy,7,1623000,0.152,44858000,115982000,1.057,1.929,295827008,66.024,27.678,0.034679998,0.053400002,89220000,12064000,23009000,1.887,0.139,0.33698002,0.15164,0.06343,CAD,
1,14903-137 Avenue NW,Edmonton,AB,T5V 1R9,Canada,780 453 5218,780 455 6676,https://www.k-brolinen.com,Specialty Business Services,Industrials,"K-Bro Linen Inc., together with its subsidiaries, provides laundry and linen services to healthcare institutions, hotels, and other commercial organizations in Canada and the United Kingdom. Its services include processing, management, and distribution of general and operating room linens, such as sheets, blankets, towels, surgical gowns, tablecloths, and drapes and other linens. The company also offers other services, including bulk dock-to-dock, exchange cart preparation, cart delivery, surgical linen, distribution and control of employee uniforms, personal clothing, customer reporting, customer service visiting, and textile procurement services. In addition, it provides linen rental, workwear hire, and cleanroom garment services. K-Bro Linen Inc. was founded in 1954 and is headquartered in Edmonton, Canada.",2820,"{'maxAge': 1, 'name': 'Ms. Kristie L. Plaquin C.A., CPA, CPA, CA', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 384711, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,4,5,4,1693526400,1672444800,86400,2,33.54,33.49,32.86,33.6,33.54,33.49,32.86,33.6,1.2,0.0365,1693353600,1.3792999,3.51,1.097281,37.770115,16.43,2604,2604,4191,4600,4600,33.01,33.59,0,0,353793760,26.53,35.6,1.1959481,33.6538,30.6183,1.2,0.035778176,CAD,464597376,0.03187,8762994,10766700,163446,233851,1690761600,1693440000,0.0152,0.01061,0.29225,37.9,16.458,1.9965974,1672444800,1703980800,1688083200,1.903,9427000,0.87,2.0,1.46,1.571,10.357,TOR,EQUITY,KBL.TO,KBL.TO,KBRO LINEN INC.,K-Bro Linen Inc.,1216819800,America/Toronto,EDT,-14400000,32.86,48.0,36.0,42.46,43.0,2.1,buy,7,1623000,0.152,44858000,115982000,1.057,1.929,295827008,66.024,27.678,0.034679998,0.053400002,89220000,12064000,23009000,1.887,0.139,0.33698002,0.15164,0.06343,CAD,
2,14903-137 Avenue NW,Edmonton,AB,T5V 1R9,Canada,780 453 5218,780 455 6676,https://www.k-brolinen.com,Specialty Business Services,Industrials,"K-Bro Linen Inc., together with its subsidiaries, provides laundry and linen services to healthcare institutions, hotels, and other commercial organizations in Canada and the United Kingdom. Its services include processing, management, and distribution of general and operating room linens, such as sheets, blankets, towels, surgical gowns, tablecloths, and drapes and other linens. The company also offers other services, including bulk dock-to-dock, exchange cart preparation, cart delivery, surgical linen, distribution and control of employee uniforms, personal clothing, customer reporting, customer service visiting, and textile procurement services. In addition, it provides linen rental, workwear hire, and cleanroom garment services. K-Bro Linen Inc. was founded in 1954 and is headquartered in Edmonton, Canada.",2820,"{'maxAge': 1, 'name': 'Mr. Sean P. Curtis', 'title': 'Sr. VP, COO & GM', 'fiscalYear': 2022, 'totalPay': 613705, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,4,5,4,1693526400,1672444800,86400,2,33.54,33.49,32.86,33.6,33.54,33.49,32.86,33.6,1.2,0.0365,1693353600,1.3792999,3.51,1.097281,37.770115,16.43,2604,2604,4191,4600,4600,33.01,33.59,0,0,353793760,26.53,35.6,1.1959481,33.6538,30.6183,1.2,0.035778176,CAD,464597376,0.03187,8762994,10766700,163446,233851,1690761600,1693440000,0.0152,0.01061,0.29225,37.9,16.458,1.9965974,1672444800,1703980800,1688083200,1.903,9427000,0.87,2.0,1.46,1.571,10.357,TOR,EQUITY,KBL.TO,KBL.TO,KBRO LINEN INC.,K-Bro Linen Inc.,1216819800,America/Toronto,EDT,-14400000,32.86,48.0,36.0,42.46,43.0,2.1,buy,7,1623000,0.152,44858000,115982000,1.057,1.929,295827008,66.024,27.678,0.034679998,0.053400002,89220000,12064000,23009000,1.887,0.139,0.33698002,0.15164,0.06343,CAD,
3,14903-137 Avenue NW,Edmonton,AB,T5V 1R9,Canada,780 453 5218,780 455 6676,https://www.k-brolinen.com,Specialty Business Services,Industrials,"K-Bro Linen Inc., together with its subsidiaries, provides laundry and linen services to healthcare institutions, hotels, and other commercial organizations in Canada and the United Kingdom. Its services include processing, management, and distribution of general and operating room linens, such as sheets, blankets, towels, surgical gowns, tablecloths, and drapes and other linens. The company also offers other services, including bulk dock-to-dock, exchange cart preparation, cart delivery, surgical linen, distribution and control of employee uniforms, personal clothing, customer reporting, customer service visiting, and textile procurement services. In addition, it provides linen rental, workwear hire, and cleanroom garment services. K-Bro Linen Inc. was founded in 1954 and is headquartered in Edmonton, Canada.",2820,"{'maxAge': 1, 'name': 'Mr. Ryo  Utahara', 'title': 'Exec. Director', 'fiscalYear': 2022, 'totalPay': 274166, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,4,5,4,1693526400,1672444800,86400,2,33.54,33.49,32.86,33.6,33.54,33.49,32.86,33.6,1.2,0.0365,1693353600,1.3792999,3.51,1.097281,37.770115,16.43,2604,2604,4191,4600,4600,33.01,33.59,0,0,353793760,26.53,35.6,1.1959481,33.6538,30.6183,1.2,0.035778176,CAD,464597376,0.03187,8762994,10766700,163446,233851,1690761600,1693440000,0.0152,0.01061,0.29225,37.9,16.458,1.9965974,1672444800,1703980800,1688083200,1.903,9427000,0.87,2.0,1.46,1.571,10.357,TOR,EQUITY,KBL.TO,KBL.TO,KBRO LINEN INC.,K-Bro Linen Inc.,1216819800,America/Toronto,EDT,-14400000,32.86,48.0,36.0,42.46,43.0,2.1,buy,7,1623000,0.152,44858000,115982000,1.057,1.929,295827008,66.024,27.678,0.034679998,0.053400002,89220000,12064000,23009000,1.887,0.139,0.33698002,0.15164,0.06343,CAD,
4,14903-137 Avenue NW,Edmonton,AB,T5V 1R9,Canada,780 453 5218,780 455 6676,https://www.k-brolinen.com,Specialty Business Services,Industrials,"K-Bro Linen Inc., together with its subsidiaries, provides laundry and linen services to healthcare institutions, hotels, and other commercial organizations in Canada and the United Kingdom. Its services include processing, management, and distribution of general and operating room linens, such as sheets, blankets, towels, surgical gowns, tablecloths, and drapes and other linens. The company also offers other services, including bulk dock-to-dock, exchange cart preparation, cart delivery, surgical linen, distribution and control of employee uniforms, personal clothing, customer reporting, customer service visiting, and textile procurement services. In addition, it provides linen rental, workwear hire, and cleanroom garment services. K-Bro Linen Inc. was founded in 1954 and is headquartered in Edmonton, Canada.",2820,"{'maxAge': 1, 'name': 'Mr. Michael W. Jones', 'title': 'Managing Director of Fishers Services Limited', 'fiscalYear': 2022, 'totalPay': 376650, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,4,5,4,1693526400,1672444800,86400,2,33.54,33.49,32.86,33.6,33.54,33.49,32.86,33.6,1.2,0.0365,1693353600,1.3792999,3.51,1.097281,37.770115,16.43,2604,2604,4191,4600,4600,33.01,33.59,0,0,353793760,26.53,35.6,1.1959481,33.6538,30.6183,1.2,0.035778176,CAD,464597376,0.03187,8762994,10766700,163446,233851,1690761600,1693440000,0.0152,0.01061,0.29225,37.9,16.458,1.9965974,1672444800,1703980800,1688083200,1.903,9427000,0.87,2.0,1.46,1.571,10.357,TOR,EQUITY,KBL.TO,KBL.TO,KBRO LINEN INC.,K-Bro Linen Inc.,1216819800,America/Toronto,EDT,-14400000,32.86,48.0,36.0,42.46,43.0,2.1,buy,7,1623000,0.152,44858000,115982000,1.057,1.929,295827008,66.024,27.678,0.034679998,0.053400002,89220000,12064000,23009000,1.887,0.139,0.33698002,0.15164,0.06343,CAD,
5,14903-137 Avenue NW,Edmonton,AB,T5V 1R9,Canada,780 453 5218,780 455 6676,https://www.k-brolinen.com,Specialty Business Services,Industrials,"K-Bro Linen Inc., together with its subsidiaries, provides laundry and linen services to healthcare institutions, hotels, and other commercial organizations in Canada and the United Kingdom. Its services include processing, management, and distribution of general and operating room linens, such as sheets, blankets, towels, surgical gowns, tablecloths, and drapes and other linens. The company also offers other services, including bulk dock-to-dock, exchange cart preparation, cart delivery, surgical linen, distribution and control of employee uniforms, personal clothing, customer reporting, customer service visiting, and textile procurement services. In addition, it provides linen rental, workwear hire, and cleanroom garment services. K-Bro Linen Inc. was founded in 1954 and is headquartered in Edmonton, Canada.",2820,"{'maxAge': 1, 'name': 'Mr. Timothy Douglas Bruns', 'title': 'Pres of Unitrin Specialty', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,4,5,4,1693526400,1672444800,86400,2,33.54,33.49,32.86,33.6,33.54,33.49,32.86,33.6,1.2,0.0365,1693353600,1.3792999,3.51,1.097281,37.770115,16.43,2604,2604,4191,4600,4600,33.01,33.59,0,0,353793760,26.53,35.6,1.1959481,33.6538,30.6183,1.2,0.035778176,CAD,464597376,0.03187,8762994,10766700,163446,233851,1690761600,1693440000,0.0152,0.01061,0.29225,37.9,16.458,1.9965974,1672444800,1703980800,1688083200,1.903,9427000,0.87,2.0,1.46,1.571,10.357,TOR,EQUITY,KBL.TO,KBL.TO,KBRO LINEN INC.,K-Bro Linen Inc.,1216819800,America/Toronto,EDT,-14400000,32.86,48.0,36.0,42.46,43.0,2.1,buy,7,1623000,0.152,44858000,115982000,1.057,1.929,295827008,66.024,27.678,0.034679998,0.053400002,89220000,12064000,23009000,1.887,0.139,0.33698002,0.15164,0.06343,CAD,
6,14903-137 Avenue NW,Edmonton,AB,T5V 1R9,Canada,780 453 5218,780 455 6676,https://www.k-brolinen.com,Specialty Business Services,Industrials,"K-Bro Linen Inc., together with its subsidiaries, provides laundry and linen services to healthcare institutions, hotels, and other commercial organizations in Canada and the United Kingdom. Its services include processing, management, and distribution of general and operating room linens, such as sheets, blankets, towels, surgical gowns, tablecloths, and drapes and other linens. The company also offers other services, including bulk dock-to-dock, exchange cart preparation, cart delivery, surgical linen, distribution and control of employee uniforms, personal clothing, customer reporting, customer service visiting, and textile procurement services. In addition, it provides linen rental, workwear hire, and cleanroom garment services. K-Bro Linen Inc. was founded in 1954 and is headquartered in Edmonton, Canada.",2820,"{'maxAge': 1, 'name': 'Mr. Ronald J. Graham', 'title': 'Gen. Mang. of Vancouver Plant', 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,4,5,4,1693526400,1672444800,86400,2,33.54,33.49,32.86,33.6,33.54,33.49,32.86,33.6,1.2,0.0365,1693353600,1.3792999,3.51,1.097281,37.770115,16.43,2604,2604,4191,4600,4600,33.01,33.59,0,0,353793760,26.53,35.6,1.1959481,33.6538,30.6183,1.2,0.035778176,CAD,464597376,0.03187,8762994,10766700,163446,233851,1690761600,1693440000,0.0152,0.01061,0.29225,37.9,16.458,1.9965974,1672444800,1703980800,1688083200,1.903,9427000,0.87,2.0,1.46,1.571,10.357,TOR,EQUITY,KBL.TO,KBL.TO,KBRO LINEN INC.,K-Bro Linen Inc.,1216819800,America/Toronto,EDT,-14400000,32.86,48.0,36.0,42.46,43.0,2.1,buy,7,1623000,0.152,44858000,115982000,1.057,1.929,295827008,66.024,27.678,0.034679998,0.053400002,89220000,12064000,23009000,1.887,0.139,0.33698002,0.15164,0.06343,CAD,
7,14903-137 Avenue NW,Edmonton,AB,T5V 1R9,Canada,780 453 5218,780 455 6676,https://www.k-brolinen.com,Specialty Business Services,Industrials,"K-Bro Linen Inc., together with its subsidiaries, provides laundry and linen services to healthcare institutions, hotels, and other commercial organizations in Canada and the United Kingdom. Its services include processing, management, and distribution of general and operating room linens, such as sheets, blankets, towels, surgical gowns, tablecloths, and drapes and other linens. The company also offers other services, including bulk dock-to-dock, exchange cart preparation, cart delivery, surgical linen, distribution and control of employee uniforms, personal clothing, customer reporting, customer service visiting, and textile procurement services. In addition, it provides linen rental, workwear hire, and cleanroom garment services. K-Bro Linen Inc. was founded in 1954 and is headquartered in Edmonton, Canada.",2820,"{'maxAge': 1, 'name': 'Mr. Jeffrey R. Gannon', 'title': 'Gen. Mang. of Calgary Plant', 'fiscalYear': 2015, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,4,5,4,1693526400,1672444800,86400,2,33.54,33.49,32.86,33.6,33.54,33.49,32.86,33.6,1.2,0.0365,1693353600,1.3792999,3.51,1.097281,37.770115,16.43,2604,2604,4191,4600,4600,33.01,33.59,0,0,353793760,26.53,35.6,1.1959481,33.6538,30.6183,1.2,0.035778176,CAD,464597376,0.03187,8762994,10766700,163446,233851,1690761600,1693440000,0.0152,0.01061,0.29225,37.9,16.458,1.9965974,1672444800,1703980800,1688083200,1.903,9427000,0.87,2.0,1.46,1.571,10.357,TOR,EQUITY,KBL.TO,KBL.TO,KBRO LINEN INC.,K-Bro Linen Inc.,1216819800,America/Toronto,EDT,-14400000,32.86,48.0,36.0,42.46,43.0,2.1,buy,7,1623000,0.152,44858000,115982000,1.057,1.929,295827008,66.024,27.678,0.034679998,0.053400002,89220000,12064000,23009000,1.887,0.139,0.33698002,0.15164,0.06343,CAD,
8,14903-137 Avenue NW,Edmonton,AB,T5V 1R9,Canada,780 453 5218,780 455 6676,https://www.k-brolinen.com,Specialty Business Services,Industrials,"K-Bro Linen Inc., together with its subsidiaries, provides laundry and linen services to healthcare institutions, hotels, and other commercial organizations in Canada and the United Kingdom. Its services include processing, management, and distribution of general and operating room linens, such as sheets, blankets, towels, surgical gowns, tablecloths, and drapes and other linens. The company also offers other services, including bulk dock-to-dock, exchange cart preparation, cart delivery, surgical linen, distribution and control of employee uniforms, personal clothing, customer reporting, customer service visiting, and textile procurement services. In addition, it provides linen rental, workwear hire, and cleanroom garment services. K-Bro Linen Inc. was founded in 1954 and is headquartered in Edmonton, Canada.",2820,"{'maxAge': 1, 'name': 'Mr. Kevin J. Stephenson', 'title': 'Gen. Mang. of Toronto', 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,4,5,4,1693526400,1672444800,86400,2,33.54,33.49,32.86,33.6,33.54,33.49,32.86,33.6,1.2,0.0365,1693353600,1.3792999,3.51,1.097281,37.770115,16.43,2604,2604,4191,4600,4600,33.01,33.59,0,0,353793760,26.53,35.6,1.1959481,33.6538,30.6183,1.2,0.035778176,CAD,464597376,0.03187,8762994,10766700,163446,233851,1690761600,1693440000,0.0152,0.01061,0.29225,37.9,16.458,1.9965974,1672444800,1703980800,1688083200,1.903,9427000,0.87,2.0,1.46,1.571,10.357,TOR,EQUITY,KBL.TO,KBL.TO,KBRO LINEN INC.,K-Bro Linen Inc.,1216819800,America/Toronto,EDT,-14400000,32.86,48.0,36.0,42.46,43.0,2.1,buy,7,1623000,0.152,44858000,115982000,1.057,1.929,295827008,66.024,27.678,0.034679998,0.053400002,89220000,12064000,23009000,1.887,0.139,0.33698002,0.15164,0.06343,CAD,
9,14903-137 Avenue NW,Edmonton,AB,T5V 1R9,Canada,780 453 5218,780 455 6676,https://www.k-brolinen.com,Specialty Business Services,Industrials,"K-Bro Linen Inc., together with its subsidiaries, provides laundry and linen services to healthcare institutions, hotels, and other commercial organizations in Canada and the United Kingdom. Its services include processing, management, and distribution of general and operating room linens, such as sheets, blankets, towels, surgical gowns, tablecloths, and drapes and other linens. The company also offers other services, including bulk dock-to-dock, exchange cart preparation, cart delivery, surgical linen, distribution and control of employee uniforms, personal clothing, customer reporting, customer service visiting, and textile procurement services. In addition, it provides linen rental, workwear hire, and cleanroom garment services. K-Bro Linen Inc. was founded in 1954 and is headquartered in Edmonton, Canada.",2820,"{'maxAge': 1, 'name': 'Mr. Ronald Edward Greco FCAS, MAAA', 'title': 'VP & Corp. Actuary of Unitrin Services Company', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,4,5,4,1693526400,1672444800,86400,2,33.54,33.49,32.86,33.6,33.54,33.49,32.86,33.6,1.2,0.0365,1693353600,1.3792999,3.51,1.097281,37.770115,16.43,2604,2604,4191,4600,4600,33.01,33.59,0,0,353793760,26.53,35.6,1.1959481,33.6538,30.6183,1.2,0.035778176,CAD,464597376,0.03187,8762994,10766700,163446,233851,1690761600,1693440000,0.0152,0.01061,0.29225,37.9,16.458,1.9965974,1672444800,1703980800,1688083200,1.903,9427000,0.87,2.0,1.46,1.571,10.357,TOR,EQUITY,KBL.TO,KBL.TO,KBRO LINEN INC.,K-Bro Linen Inc.,1216819800,America/Toronto,EDT,-14400000,32.86,48.0,36.0,42.46,43.0,2.1,buy,7,1623000,0.152,44858000,115982000,1.057,1.929,295827008,66.024,27.678,0.034679998,0.053400002,89220000,12064000,23009000,1.887,0.139,0.33698002,0.15164,0.06343,CAD,
