,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,12300 Grant Street,Thornton,CO,80241,United States,720 872 5000,https://www.ascentsolar.com,Solar,Solar,Technology,Technology,"Ascent Solar Technologies, Inc. designs, manufactures, and sells copper-indium-gallium-diselenide photovoltaic products for agrivoltaics, aerospace, satellites, near earth orbiting vehicles, and fixed wing unmanned aerial vehicles applications. The company markets and sells its products through OEMs, system integrators, distributors, retailers, and value-added resellers. Ascent Solar Technologies, Inc. was incorporated in 2005 and is headquartered in Thornton, Colorado.",60,"{'maxAge': 1, 'name': 'Mr. Paul P. Warley Jr.', 'age': 60, 'title': 'Chief Exec. Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 321780, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.9,9.7,8.58,10.1799,8.9,9.7,8.58,10.1799,0.0,1.731673,208090,208090,121438,607044,607044,8.6,9.02,800,800,4300000,8.0,1494.0,17.584682,14.3194,127.28185,0.0,0.0,USD,12091910,0.0,194208,500000,8055,5802,1690761600,1693440000,0.0234,0.16,0.026400002,500000,-9.987,1672444800,1703980800,1688083200,-34795480,-126.12,1:200,1694476800,49.449,-0.586,-0.99234873,0.14113986,NCM,EQUITY,ASTI,ASTI,"Ascent Solar Technologies, Inc","Ascent Solar Technologies, Inc.",1661347800,America/New_York,EDT,49ca9ba2-eea8-3da8-953e-bcaf817f1e5a,finmb_25599554,-14400000,8.6,none,905621,2.627,-20647564,10033209,0.084,0.172,244531,1.31,-1.26991,-6764594,-5250784,-11708717,-0.841,0.0,0.0,-84.811035,USD,
1,12300 Grant Street,Thornton,CO,80241,United States,720 872 5000,https://www.ascentsolar.com,Solar,Solar,Technology,Technology,"Ascent Solar Technologies, Inc. designs, manufactures, and sells copper-indium-gallium-diselenide photovoltaic products for agrivoltaics, aerospace, satellites, near earth orbiting vehicles, and fixed wing unmanned aerial vehicles applications. The company markets and sells its products through OEMs, system integrators, distributors, retailers, and value-added resellers. Ascent Solar Technologies, Inc. was incorporated in 2005 and is headquartered in Thornton, Colorado.",60,"{'maxAge': 1, 'name': 'Dr. Joseph H. Armstrong Ph.D.', 'age': 65, 'title': 'Founder, CTO & VP', 'yearBorn': 1957, 'fiscalYear': 2006, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.9,9.7,8.58,10.1799,8.9,9.7,8.58,10.1799,0.0,1.731673,208090,208090,121438,607044,607044,8.6,9.02,800,800,4300000,8.0,1494.0,17.584682,14.3194,127.28185,0.0,0.0,USD,12091910,0.0,194208,500000,8055,5802,1690761600,1693440000,0.0234,0.16,0.026400002,500000,-9.987,1672444800,1703980800,1688083200,-34795480,-126.12,1:200,1694476800,49.449,-0.586,-0.99234873,0.14113986,NCM,EQUITY,ASTI,ASTI,"Ascent Solar Technologies, Inc","Ascent Solar Technologies, Inc.",1661347800,America/New_York,EDT,49ca9ba2-eea8-3da8-953e-bcaf817f1e5a,finmb_25599554,-14400000,8.6,none,905621,2.627,-20647564,10033209,0.084,0.172,244531,1.31,-1.26991,-6764594,-5250784,-11708717,-0.841,0.0,0.0,-84.811035,USD,
2,12300 Grant Street,Thornton,CO,80241,United States,720 872 5000,https://www.ascentsolar.com,Solar,Solar,Technology,Technology,"Ascent Solar Technologies, Inc. designs, manufactures, and sells copper-indium-gallium-diselenide photovoltaic products for agrivoltaics, aerospace, satellites, near earth orbiting vehicles, and fixed wing unmanned aerial vehicles applications. The company markets and sells its products through OEMs, system integrators, distributors, retailers, and value-added resellers. Ascent Solar Technologies, Inc. was incorporated in 2005 and is headquartered in Thornton, Colorado.",60,"{'maxAge': 1, 'name': 'Ms. Jin H. Jo', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.9,9.7,8.58,10.1799,8.9,9.7,8.58,10.1799,0.0,1.731673,208090,208090,121438,607044,607044,8.6,9.02,800,800,4300000,8.0,1494.0,17.584682,14.3194,127.28185,0.0,0.0,USD,12091910,0.0,194208,500000,8055,5802,1690761600,1693440000,0.0234,0.16,0.026400002,500000,-9.987,1672444800,1703980800,1688083200,-34795480,-126.12,1:200,1694476800,49.449,-0.586,-0.99234873,0.14113986,NCM,EQUITY,ASTI,ASTI,"Ascent Solar Technologies, Inc","Ascent Solar Technologies, Inc.",1661347800,America/New_York,EDT,49ca9ba2-eea8-3da8-953e-bcaf817f1e5a,finmb_25599554,-14400000,8.6,none,905621,2.627,-20647564,10033209,0.084,0.172,244531,1.31,-1.26991,-6764594,-5250784,-11708717,-0.841,0.0,0.0,-84.811035,USD,
3,12300 Grant Street,Thornton,CO,80241,United States,720 872 5000,https://www.ascentsolar.com,Solar,Solar,Technology,Technology,"Ascent Solar Technologies, Inc. designs, manufactures, and sells copper-indium-gallium-diselenide photovoltaic products for agrivoltaics, aerospace, satellites, near earth orbiting vehicles, and fixed wing unmanned aerial vehicles applications. The company markets and sells its products through OEMs, system integrators, distributors, retailers, and value-added resellers. Ascent Solar Technologies, Inc. was incorporated in 2005 and is headquartered in Thornton, Colorado.",60,"{'maxAge': 1, 'name': 'Mr. Bobby  Gulati', 'age': 57, 'title': 'Chief Operating Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.9,9.7,8.58,10.1799,8.9,9.7,8.58,10.1799,0.0,1.731673,208090,208090,121438,607044,607044,8.6,9.02,800,800,4300000,8.0,1494.0,17.584682,14.3194,127.28185,0.0,0.0,USD,12091910,0.0,194208,500000,8055,5802,1690761600,1693440000,0.0234,0.16,0.026400002,500000,-9.987,1672444800,1703980800,1688083200,-34795480,-126.12,1:200,1694476800,49.449,-0.586,-0.99234873,0.14113986,NCM,EQUITY,ASTI,ASTI,"Ascent Solar Technologies, Inc","Ascent Solar Technologies, Inc.",1661347800,America/New_York,EDT,49ca9ba2-eea8-3da8-953e-bcaf817f1e5a,finmb_25599554,-14400000,8.6,none,905621,2.627,-20647564,10033209,0.084,0.172,244531,1.31,-1.26991,-6764594,-5250784,-11708717,-0.841,0.0,0.0,-84.811035,USD,
4,12300 Grant Street,Thornton,CO,80241,United States,720 872 5000,https://www.ascentsolar.com,Solar,Solar,Technology,Technology,"Ascent Solar Technologies, Inc. designs, manufactures, and sells copper-indium-gallium-diselenide photovoltaic products for agrivoltaics, aerospace, satellites, near earth orbiting vehicles, and fixed wing unmanned aerial vehicles applications. The company markets and sells its products through OEMs, system integrators, distributors, retailers, and value-added resellers. Ascent Solar Technologies, Inc. was incorporated in 2005 and is headquartered in Thornton, Colorado.",60,"{'maxAge': 1, 'name': 'Mr. Adam S. Holdsworth', 'title': 'Managing Director of Investor Relations - PCG Advisory Group', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.9,9.7,8.58,10.1799,8.9,9.7,8.58,10.1799,0.0,1.731673,208090,208090,121438,607044,607044,8.6,9.02,800,800,4300000,8.0,1494.0,17.584682,14.3194,127.28185,0.0,0.0,USD,12091910,0.0,194208,500000,8055,5802,1690761600,1693440000,0.0234,0.16,0.026400002,500000,-9.987,1672444800,1703980800,1688083200,-34795480,-126.12,1:200,1694476800,49.449,-0.586,-0.99234873,0.14113986,NCM,EQUITY,ASTI,ASTI,"Ascent Solar Technologies, Inc","Ascent Solar Technologies, Inc.",1661347800,America/New_York,EDT,49ca9ba2-eea8-3da8-953e-bcaf817f1e5a,finmb_25599554,-14400000,8.6,none,905621,2.627,-20647564,10033209,0.084,0.172,244531,1.31,-1.26991,-6764594,-5250784,-11708717,-0.841,0.0,0.0,-84.811035,USD,
5,12300 Grant Street,Thornton,CO,80241,United States,720 872 5000,https://www.ascentsolar.com,Solar,Solar,Technology,Technology,"Ascent Solar Technologies, Inc. designs, manufactures, and sells copper-indium-gallium-diselenide photovoltaic products for agrivoltaics, aerospace, satellites, near earth orbiting vehicles, and fixed wing unmanned aerial vehicles applications. The company markets and sells its products through OEMs, system integrators, distributors, retailers, and value-added resellers. Ascent Solar Technologies, Inc. was incorporated in 2005 and is headquartered in Thornton, Colorado.",60,"{'maxAge': 1, 'name': 'Mr. Joseph  Kigin', 'title': 'Head of Worldwide Sales, Bus. Devel. & Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.9,9.7,8.58,10.1799,8.9,9.7,8.58,10.1799,0.0,1.731673,208090,208090,121438,607044,607044,8.6,9.02,800,800,4300000,8.0,1494.0,17.584682,14.3194,127.28185,0.0,0.0,USD,12091910,0.0,194208,500000,8055,5802,1690761600,1693440000,0.0234,0.16,0.026400002,500000,-9.987,1672444800,1703980800,1688083200,-34795480,-126.12,1:200,1694476800,49.449,-0.586,-0.99234873,0.14113986,NCM,EQUITY,ASTI,ASTI,"Ascent Solar Technologies, Inc","Ascent Solar Technologies, Inc.",1661347800,America/New_York,EDT,49ca9ba2-eea8-3da8-953e-bcaf817f1e5a,finmb_25599554,-14400000,8.6,none,905621,2.627,-20647564,10033209,0.084,0.172,244531,1.31,-1.26991,-6764594,-5250784,-11708717,-0.841,0.0,0.0,-84.811035,USD,
