,address1,address2,city,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Axiata Tower,9 Jalan Stesen Sentral 5 Kuala Lumpur Sentral,Kuala Lumpur,50470,Malaysia,60 3 2263 8888,60 3 2263 8822,https://www.axiata.com,Telecom Services,Telecom Services,Communication Services,Communication Services,"Axiata Group Berhad, an investment holding company, provides telecommunications services. The company provides mobile services and other services, such as provision of interconnect services, sale of devices, pay television transmission, and broadband services; and telecommunication infrastructure and related services. It also offers telecommunication network capacity; international carrier and enterprise; technical and operations support; media and digital; software development; multimedia; data and backbone and fixed wireless; television broadcasting and direct-to home satellite pay television; and financial services, as well as commerce distribution business and rendering solutions. In addition, the company is involved in the provision of services related to IT; venture capital funding; network development, operations, and maintenance; digital credit facilities; software licensing; e-learning content; and trading and distribution of communication devices and goods, as well as managing retail stores. Further, it provides e-commerce and digital marketing; fiber optic transmission networks; multimedia advertising; online ticketing; micro-financing and insurance, and money lending; e-wallet mobile application; and data processing and management consultation services, as well as mobile virtual network enabler platforms, and marketable securities. Additionally, the company is involved in the property development and letting of property for commercial purposes; sale of IT enabled equipment; provision of manpower for call center operations; development and operation of electronic commerce infrastructure for the healthcare sector; provision of IT, information, and communications technology services to nonmobile network operator business activities. Axiata Group Berhad was incorporated in 1992 and is headquartered in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Mr. Vivek  Sood', 'age': 58, 'title': 'Group CEO, MD & Exec. Director', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.03,0.0635,1695686400,0.699468,750,750,332,83,83,0.0,0.0,0,0,4917715968,0.506,0.7528,0.21482342,0.554892,0.6258125,0.15,0.2835539,USD,43680362496,0.41054,4129426926,9179079680,0.35777,0.52752995,9296249856,2.626,0.20144707,1672444800,1703980800,1688083200,-5353509888,-0.12,1.908,8.484,-0.1977312,0.14113986,0.05,1695686400,PNK,EQUITY,AXXTF,AXXTF,AXIATA GROUP BHD,Axiata Group Berhad,1423492200,America/New_York,EDT,6fd99cf4-2818-30a7-85b7-6cafa3404cab,finmb_8982773,-14400000,0.529,none,6015947776,0.655,5148773888,37812264960,0.664,0.693,22891898880,121.451,2.494,0.01501,-0.19061,17914896000,-7043572736,7285729792,0.153,0.73323,0.22492,0.0851,MYR,
1,Axiata Tower,9 Jalan Stesen Sentral 5 Kuala Lumpur Sentral,Kuala Lumpur,50470,Malaysia,60 3 2263 8888,60 3 2263 8822,https://www.axiata.com,Telecom Services,Telecom Services,Communication Services,Communication Services,"Axiata Group Berhad, an investment holding company, provides telecommunications services. The company provides mobile services and other services, such as provision of interconnect services, sale of devices, pay television transmission, and broadband services; and telecommunication infrastructure and related services. It also offers telecommunication network capacity; international carrier and enterprise; technical and operations support; media and digital; software development; multimedia; data and backbone and fixed wireless; television broadcasting and direct-to home satellite pay television; and financial services, as well as commerce distribution business and rendering solutions. In addition, the company is involved in the provision of services related to IT; venture capital funding; network development, operations, and maintenance; digital credit facilities; software licensing; e-learning content; and trading and distribution of communication devices and goods, as well as managing retail stores. Further, it provides e-commerce and digital marketing; fiber optic transmission networks; multimedia advertising; online ticketing; micro-financing and insurance, and money lending; e-wallet mobile application; and data processing and management consultation services, as well as mobile virtual network enabler platforms, and marketable securities. Additionally, the company is involved in the property development and letting of property for commercial purposes; sale of IT enabled equipment; provision of manpower for call center operations; development and operation of electronic commerce infrastructure for the healthcare sector; provision of IT, information, and communications technology services to nonmobile network operator business activities. Axiata Group Berhad was incorporated in 1992 and is headquartered in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Ms. Lila Azmin Abdullah', 'age': 54, 'title': 'Acting Group CFO & Group Chief Corp. Devel. Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.03,0.0635,1695686400,0.699468,750,750,332,83,83,0.0,0.0,0,0,4917715968,0.506,0.7528,0.21482342,0.554892,0.6258125,0.15,0.2835539,USD,43680362496,0.41054,4129426926,9179079680,0.35777,0.52752995,9296249856,2.626,0.20144707,1672444800,1703980800,1688083200,-5353509888,-0.12,1.908,8.484,-0.1977312,0.14113986,0.05,1695686400,PNK,EQUITY,AXXTF,AXXTF,AXIATA GROUP BHD,Axiata Group Berhad,1423492200,America/New_York,EDT,6fd99cf4-2818-30a7-85b7-6cafa3404cab,finmb_8982773,-14400000,0.529,none,6015947776,0.655,5148773888,37812264960,0.664,0.693,22891898880,121.451,2.494,0.01501,-0.19061,17914896000,-7043572736,7285729792,0.153,0.73323,0.22492,0.0851,MYR,
2,Axiata Tower,9 Jalan Stesen Sentral 5 Kuala Lumpur Sentral,Kuala Lumpur,50470,Malaysia,60 3 2263 8888,60 3 2263 8822,https://www.axiata.com,Telecom Services,Telecom Services,Communication Services,Communication Services,"Axiata Group Berhad, an investment holding company, provides telecommunications services. The company provides mobile services and other services, such as provision of interconnect services, sale of devices, pay television transmission, and broadband services; and telecommunication infrastructure and related services. It also offers telecommunication network capacity; international carrier and enterprise; technical and operations support; media and digital; software development; multimedia; data and backbone and fixed wireless; television broadcasting and direct-to home satellite pay television; and financial services, as well as commerce distribution business and rendering solutions. In addition, the company is involved in the provision of services related to IT; venture capital funding; network development, operations, and maintenance; digital credit facilities; software licensing; e-learning content; and trading and distribution of communication devices and goods, as well as managing retail stores. Further, it provides e-commerce and digital marketing; fiber optic transmission networks; multimedia advertising; online ticketing; micro-financing and insurance, and money lending; e-wallet mobile application; and data processing and management consultation services, as well as mobile virtual network enabler platforms, and marketable securities. Additionally, the company is involved in the property development and letting of property for commercial purposes; sale of IT enabled equipment; provision of manpower for call center operations; development and operation of electronic commerce infrastructure for the healthcare sector; provision of IT, information, and communications technology services to nonmobile network operator business activities. Axiata Group Berhad was incorporated in 1992 and is headquartered in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Mr. Thomas  Hundt', 'age': 44, 'title': 'Group Chief Strategy & Technology Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.03,0.0635,1695686400,0.699468,750,750,332,83,83,0.0,0.0,0,0,4917715968,0.506,0.7528,0.21482342,0.554892,0.6258125,0.15,0.2835539,USD,43680362496,0.41054,4129426926,9179079680,0.35777,0.52752995,9296249856,2.626,0.20144707,1672444800,1703980800,1688083200,-5353509888,-0.12,1.908,8.484,-0.1977312,0.14113986,0.05,1695686400,PNK,EQUITY,AXXTF,AXXTF,AXIATA GROUP BHD,Axiata Group Berhad,1423492200,America/New_York,EDT,6fd99cf4-2818-30a7-85b7-6cafa3404cab,finmb_8982773,-14400000,0.529,none,6015947776,0.655,5148773888,37812264960,0.664,0.693,22891898880,121.451,2.494,0.01501,-0.19061,17914896000,-7043572736,7285729792,0.153,0.73323,0.22492,0.0851,MYR,
3,Axiata Tower,9 Jalan Stesen Sentral 5 Kuala Lumpur Sentral,Kuala Lumpur,50470,Malaysia,60 3 2263 8888,60 3 2263 8822,https://www.axiata.com,Telecom Services,Telecom Services,Communication Services,Communication Services,"Axiata Group Berhad, an investment holding company, provides telecommunications services. The company provides mobile services and other services, such as provision of interconnect services, sale of devices, pay television transmission, and broadband services; and telecommunication infrastructure and related services. It also offers telecommunication network capacity; international carrier and enterprise; technical and operations support; media and digital; software development; multimedia; data and backbone and fixed wireless; television broadcasting and direct-to home satellite pay television; and financial services, as well as commerce distribution business and rendering solutions. In addition, the company is involved in the provision of services related to IT; venture capital funding; network development, operations, and maintenance; digital credit facilities; software licensing; e-learning content; and trading and distribution of communication devices and goods, as well as managing retail stores. Further, it provides e-commerce and digital marketing; fiber optic transmission networks; multimedia advertising; online ticketing; micro-financing and insurance, and money lending; e-wallet mobile application; and data processing and management consultation services, as well as mobile virtual network enabler platforms, and marketable securities. Additionally, the company is involved in the property development and letting of property for commercial purposes; sale of IT enabled equipment; provision of manpower for call center operations; development and operation of electronic commerce infrastructure for the healthcare sector; provision of IT, information, and communications technology services to nonmobile network operator business activities. Axiata Group Berhad was incorporated in 1992 and is headquartered in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Mr. Anthony  Rodrigo', 'age': 54, 'title': 'Group Chief Information Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.03,0.0635,1695686400,0.699468,750,750,332,83,83,0.0,0.0,0,0,4917715968,0.506,0.7528,0.21482342,0.554892,0.6258125,0.15,0.2835539,USD,43680362496,0.41054,4129426926,9179079680,0.35777,0.52752995,9296249856,2.626,0.20144707,1672444800,1703980800,1688083200,-5353509888,-0.12,1.908,8.484,-0.1977312,0.14113986,0.05,1695686400,PNK,EQUITY,AXXTF,AXXTF,AXIATA GROUP BHD,Axiata Group Berhad,1423492200,America/New_York,EDT,6fd99cf4-2818-30a7-85b7-6cafa3404cab,finmb_8982773,-14400000,0.529,none,6015947776,0.655,5148773888,37812264960,0.664,0.693,22891898880,121.451,2.494,0.01501,-0.19061,17914896000,-7043572736,7285729792,0.153,0.73323,0.22492,0.0851,MYR,
4,Axiata Tower,9 Jalan Stesen Sentral 5 Kuala Lumpur Sentral,Kuala Lumpur,50470,Malaysia,60 3 2263 8888,60 3 2263 8822,https://www.axiata.com,Telecom Services,Telecom Services,Communication Services,Communication Services,"Axiata Group Berhad, an investment holding company, provides telecommunications services. The company provides mobile services and other services, such as provision of interconnect services, sale of devices, pay television transmission, and broadband services; and telecommunication infrastructure and related services. It also offers telecommunication network capacity; international carrier and enterprise; technical and operations support; media and digital; software development; multimedia; data and backbone and fixed wireless; television broadcasting and direct-to home satellite pay television; and financial services, as well as commerce distribution business and rendering solutions. In addition, the company is involved in the provision of services related to IT; venture capital funding; network development, operations, and maintenance; digital credit facilities; software licensing; e-learning content; and trading and distribution of communication devices and goods, as well as managing retail stores. Further, it provides e-commerce and digital marketing; fiber optic transmission networks; multimedia advertising; online ticketing; micro-financing and insurance, and money lending; e-wallet mobile application; and data processing and management consultation services, as well as mobile virtual network enabler platforms, and marketable securities. Additionally, the company is involved in the property development and letting of property for commercial purposes; sale of IT enabled equipment; provision of manpower for call center operations; development and operation of electronic commerce infrastructure for the healthcare sector; provision of IT, information, and communications technology services to nonmobile network operator business activities. Axiata Group Berhad was incorporated in 1992 and is headquartered in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Clare  Chin', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.03,0.0635,1695686400,0.699468,750,750,332,83,83,0.0,0.0,0,0,4917715968,0.506,0.7528,0.21482342,0.554892,0.6258125,0.15,0.2835539,USD,43680362496,0.41054,4129426926,9179079680,0.35777,0.52752995,9296249856,2.626,0.20144707,1672444800,1703980800,1688083200,-5353509888,-0.12,1.908,8.484,-0.1977312,0.14113986,0.05,1695686400,PNK,EQUITY,AXXTF,AXXTF,AXIATA GROUP BHD,Axiata Group Berhad,1423492200,America/New_York,EDT,6fd99cf4-2818-30a7-85b7-6cafa3404cab,finmb_8982773,-14400000,0.529,none,6015947776,0.655,5148773888,37812264960,0.664,0.693,22891898880,121.451,2.494,0.01501,-0.19061,17914896000,-7043572736,7285729792,0.153,0.73323,0.22492,0.0851,MYR,
5,Axiata Tower,9 Jalan Stesen Sentral 5 Kuala Lumpur Sentral,Kuala Lumpur,50470,Malaysia,60 3 2263 8888,60 3 2263 8822,https://www.axiata.com,Telecom Services,Telecom Services,Communication Services,Communication Services,"Axiata Group Berhad, an investment holding company, provides telecommunications services. The company provides mobile services and other services, such as provision of interconnect services, sale of devices, pay television transmission, and broadband services; and telecommunication infrastructure and related services. It also offers telecommunication network capacity; international carrier and enterprise; technical and operations support; media and digital; software development; multimedia; data and backbone and fixed wireless; television broadcasting and direct-to home satellite pay television; and financial services, as well as commerce distribution business and rendering solutions. In addition, the company is involved in the provision of services related to IT; venture capital funding; network development, operations, and maintenance; digital credit facilities; software licensing; e-learning content; and trading and distribution of communication devices and goods, as well as managing retail stores. Further, it provides e-commerce and digital marketing; fiber optic transmission networks; multimedia advertising; online ticketing; micro-financing and insurance, and money lending; e-wallet mobile application; and data processing and management consultation services, as well as mobile virtual network enabler platforms, and marketable securities. Additionally, the company is involved in the property development and letting of property for commercial purposes; sale of IT enabled equipment; provision of manpower for call center operations; development and operation of electronic commerce infrastructure for the healthcare sector; provision of IT, information, and communications technology services to nonmobile network operator business activities. Axiata Group Berhad was incorporated in 1992 and is headquartered in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Mr. Gim Boon Tan', 'age': 49, 'title': 'Group Gen. Counsel', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.03,0.0635,1695686400,0.699468,750,750,332,83,83,0.0,0.0,0,0,4917715968,0.506,0.7528,0.21482342,0.554892,0.6258125,0.15,0.2835539,USD,43680362496,0.41054,4129426926,9179079680,0.35777,0.52752995,9296249856,2.626,0.20144707,1672444800,1703980800,1688083200,-5353509888,-0.12,1.908,8.484,-0.1977312,0.14113986,0.05,1695686400,PNK,EQUITY,AXXTF,AXXTF,AXIATA GROUP BHD,Axiata Group Berhad,1423492200,America/New_York,EDT,6fd99cf4-2818-30a7-85b7-6cafa3404cab,finmb_8982773,-14400000,0.529,none,6015947776,0.655,5148773888,37812264960,0.664,0.693,22891898880,121.451,2.494,0.01501,-0.19061,17914896000,-7043572736,7285729792,0.153,0.73323,0.22492,0.0851,MYR,
6,Axiata Tower,9 Jalan Stesen Sentral 5 Kuala Lumpur Sentral,Kuala Lumpur,50470,Malaysia,60 3 2263 8888,60 3 2263 8822,https://www.axiata.com,Telecom Services,Telecom Services,Communication Services,Communication Services,"Axiata Group Berhad, an investment holding company, provides telecommunications services. The company provides mobile services and other services, such as provision of interconnect services, sale of devices, pay television transmission, and broadband services; and telecommunication infrastructure and related services. It also offers telecommunication network capacity; international carrier and enterprise; technical and operations support; media and digital; software development; multimedia; data and backbone and fixed wireless; television broadcasting and direct-to home satellite pay television; and financial services, as well as commerce distribution business and rendering solutions. In addition, the company is involved in the provision of services related to IT; venture capital funding; network development, operations, and maintenance; digital credit facilities; software licensing; e-learning content; and trading and distribution of communication devices and goods, as well as managing retail stores. Further, it provides e-commerce and digital marketing; fiber optic transmission networks; multimedia advertising; online ticketing; micro-financing and insurance, and money lending; e-wallet mobile application; and data processing and management consultation services, as well as mobile virtual network enabler platforms, and marketable securities. Additionally, the company is involved in the property development and letting of property for commercial purposes; sale of IT enabled equipment; provision of manpower for call center operations; development and operation of electronic commerce infrastructure for the healthcare sector; provision of IT, information, and communications technology services to nonmobile network operator business activities. Axiata Group Berhad was incorporated in 1992 and is headquartered in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Mr. Abid Abdul Adam', 'age': 40, 'title': 'Group Chief Risk & Compliance Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.03,0.0635,1695686400,0.699468,750,750,332,83,83,0.0,0.0,0,0,4917715968,0.506,0.7528,0.21482342,0.554892,0.6258125,0.15,0.2835539,USD,43680362496,0.41054,4129426926,9179079680,0.35777,0.52752995,9296249856,2.626,0.20144707,1672444800,1703980800,1688083200,-5353509888,-0.12,1.908,8.484,-0.1977312,0.14113986,0.05,1695686400,PNK,EQUITY,AXXTF,AXXTF,AXIATA GROUP BHD,Axiata Group Berhad,1423492200,America/New_York,EDT,6fd99cf4-2818-30a7-85b7-6cafa3404cab,finmb_8982773,-14400000,0.529,none,6015947776,0.655,5148773888,37812264960,0.664,0.693,22891898880,121.451,2.494,0.01501,-0.19061,17914896000,-7043572736,7285729792,0.153,0.73323,0.22492,0.0851,MYR,
7,Axiata Tower,9 Jalan Stesen Sentral 5 Kuala Lumpur Sentral,Kuala Lumpur,50470,Malaysia,60 3 2263 8888,60 3 2263 8822,https://www.axiata.com,Telecom Services,Telecom Services,Communication Services,Communication Services,"Axiata Group Berhad, an investment holding company, provides telecommunications services. The company provides mobile services and other services, such as provision of interconnect services, sale of devices, pay television transmission, and broadband services; and telecommunication infrastructure and related services. It also offers telecommunication network capacity; international carrier and enterprise; technical and operations support; media and digital; software development; multimedia; data and backbone and fixed wireless; television broadcasting and direct-to home satellite pay television; and financial services, as well as commerce distribution business and rendering solutions. In addition, the company is involved in the provision of services related to IT; venture capital funding; network development, operations, and maintenance; digital credit facilities; software licensing; e-learning content; and trading and distribution of communication devices and goods, as well as managing retail stores. Further, it provides e-commerce and digital marketing; fiber optic transmission networks; multimedia advertising; online ticketing; micro-financing and insurance, and money lending; e-wallet mobile application; and data processing and management consultation services, as well as mobile virtual network enabler platforms, and marketable securities. Additionally, the company is involved in the property development and letting of property for commercial purposes; sale of IT enabled equipment; provision of manpower for call center operations; development and operation of electronic commerce infrastructure for the healthcare sector; provision of IT, information, and communications technology services to nonmobile network operator business activities. Axiata Group Berhad was incorporated in 1992 and is headquartered in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Ms. Norlida  Azmi', 'age': 61, 'title': 'Group Chief People Officer', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.03,0.0635,1695686400,0.699468,750,750,332,83,83,0.0,0.0,0,0,4917715968,0.506,0.7528,0.21482342,0.554892,0.6258125,0.15,0.2835539,USD,43680362496,0.41054,4129426926,9179079680,0.35777,0.52752995,9296249856,2.626,0.20144707,1672444800,1703980800,1688083200,-5353509888,-0.12,1.908,8.484,-0.1977312,0.14113986,0.05,1695686400,PNK,EQUITY,AXXTF,AXXTF,AXIATA GROUP BHD,Axiata Group Berhad,1423492200,America/New_York,EDT,6fd99cf4-2818-30a7-85b7-6cafa3404cab,finmb_8982773,-14400000,0.529,none,6015947776,0.655,5148773888,37812264960,0.664,0.693,22891898880,121.451,2.494,0.01501,-0.19061,17914896000,-7043572736,7285729792,0.153,0.73323,0.22492,0.0851,MYR,
8,Axiata Tower,9 Jalan Stesen Sentral 5 Kuala Lumpur Sentral,Kuala Lumpur,50470,Malaysia,60 3 2263 8888,60 3 2263 8822,https://www.axiata.com,Telecom Services,Telecom Services,Communication Services,Communication Services,"Axiata Group Berhad, an investment holding company, provides telecommunications services. The company provides mobile services and other services, such as provision of interconnect services, sale of devices, pay television transmission, and broadband services; and telecommunication infrastructure and related services. It also offers telecommunication network capacity; international carrier and enterprise; technical and operations support; media and digital; software development; multimedia; data and backbone and fixed wireless; television broadcasting and direct-to home satellite pay television; and financial services, as well as commerce distribution business and rendering solutions. In addition, the company is involved in the provision of services related to IT; venture capital funding; network development, operations, and maintenance; digital credit facilities; software licensing; e-learning content; and trading and distribution of communication devices and goods, as well as managing retail stores. Further, it provides e-commerce and digital marketing; fiber optic transmission networks; multimedia advertising; online ticketing; micro-financing and insurance, and money lending; e-wallet mobile application; and data processing and management consultation services, as well as mobile virtual network enabler platforms, and marketable securities. Additionally, the company is involved in the property development and letting of property for commercial purposes; sale of IT enabled equipment; provision of manpower for call center operations; development and operation of electronic commerce infrastructure for the healthcare sector; provision of IT, information, and communications technology services to nonmobile network operator business activities. Axiata Group Berhad was incorporated in 1992 and is headquartered in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Dr. Shridhir Sariputta Hansa Wijayasuriya M.A., M.B.A., Ph.D.', 'age': 54, 'title': 'CEO of Telecommunications Bus. & Exec. Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.03,0.0635,1695686400,0.699468,750,750,332,83,83,0.0,0.0,0,0,4917715968,0.506,0.7528,0.21482342,0.554892,0.6258125,0.15,0.2835539,USD,43680362496,0.41054,4129426926,9179079680,0.35777,0.52752995,9296249856,2.626,0.20144707,1672444800,1703980800,1688083200,-5353509888,-0.12,1.908,8.484,-0.1977312,0.14113986,0.05,1695686400,PNK,EQUITY,AXXTF,AXXTF,AXIATA GROUP BHD,Axiata Group Berhad,1423492200,America/New_York,EDT,6fd99cf4-2818-30a7-85b7-6cafa3404cab,finmb_8982773,-14400000,0.529,none,6015947776,0.655,5148773888,37812264960,0.664,0.693,22891898880,121.451,2.494,0.01501,-0.19061,17914896000,-7043572736,7285729792,0.153,0.73323,0.22492,0.0851,MYR,
9,Axiata Tower,9 Jalan Stesen Sentral 5 Kuala Lumpur Sentral,Kuala Lumpur,50470,Malaysia,60 3 2263 8888,60 3 2263 8822,https://www.axiata.com,Telecom Services,Telecom Services,Communication Services,Communication Services,"Axiata Group Berhad, an investment holding company, provides telecommunications services. The company provides mobile services and other services, such as provision of interconnect services, sale of devices, pay television transmission, and broadband services; and telecommunication infrastructure and related services. It also offers telecommunication network capacity; international carrier and enterprise; technical and operations support; media and digital; software development; multimedia; data and backbone and fixed wireless; television broadcasting and direct-to home satellite pay television; and financial services, as well as commerce distribution business and rendering solutions. In addition, the company is involved in the provision of services related to IT; venture capital funding; network development, operations, and maintenance; digital credit facilities; software licensing; e-learning content; and trading and distribution of communication devices and goods, as well as managing retail stores. Further, it provides e-commerce and digital marketing; fiber optic transmission networks; multimedia advertising; online ticketing; micro-financing and insurance, and money lending; e-wallet mobile application; and data processing and management consultation services, as well as mobile virtual network enabler platforms, and marketable securities. Additionally, the company is involved in the property development and letting of property for commercial purposes; sale of IT enabled equipment; provision of manpower for call center operations; development and operation of electronic commerce infrastructure for the healthcare sector; provision of IT, information, and communications technology services to nonmobile network operator business activities. Axiata Group Berhad was incorporated in 1992 and is headquartered in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Mr. Hadi Helmi Zaini Sooria', 'age': 51, 'title': 'Group Chief Internal Auditor', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.03,0.0635,1695686400,0.699468,750,750,332,83,83,0.0,0.0,0,0,4917715968,0.506,0.7528,0.21482342,0.554892,0.6258125,0.15,0.2835539,USD,43680362496,0.41054,4129426926,9179079680,0.35777,0.52752995,9296249856,2.626,0.20144707,1672444800,1703980800,1688083200,-5353509888,-0.12,1.908,8.484,-0.1977312,0.14113986,0.05,1695686400,PNK,EQUITY,AXXTF,AXXTF,AXIATA GROUP BHD,Axiata Group Berhad,1423492200,America/New_York,EDT,6fd99cf4-2818-30a7-85b7-6cafa3404cab,finmb_8982773,-14400000,0.529,none,6015947776,0.655,5148773888,37812264960,0.664,0.693,22891898880,121.451,2.494,0.01501,-0.19061,17914896000,-7043572736,7285729792,0.153,0.73323,0.22492,0.0851,MYR,
