,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,8541 East Anderson Drive,Suite 100,Scottsdale,AZ,85255,United States,480 656 2423,https://www.thealkalinewaterco.com,Beverages—Non-Alcoholic,Beverages—Non—Alcoholic,Consumer Defensive,Consumer Defensive,"The Alkaline Water Company Inc. produces, distributes, and markets bottled alkaline water in the United States. The company also offers bottled alkaline water in various volumes under the Alkaline88 brand. In addition, it engages in selling of sports drinks under the Alkaline88 Sports Drinks brand. The company sells its products through brokers and distributors to retailers, such as convenience stores, natural food products stores, large ethnic markets, and national retailers, as well as e-commerce websites. The Alkaline Water Company Inc. was incorporated in 2011 and is headquartered in Scottsdale, Arizona.",33,"{'maxAge': 1, 'name': 'Mr. Frank  Chessman', 'age': 69, 'title': 'CEO & Pres', 'yearBorn': 1953, 'fiscalYear': 2023, 'totalPay': 463500, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.401,0.401,0.4,0.418,0.401,0.401,0.4,0.418,0.0,1.754149,-0.29637036,101049,101049,169208,596400,596400,0.4013,0.42,1000,1000,4159359,0.31,6.51,0.06521693,1.1701,2.0704,0.0,0.0,USD,12800734,-0.42970002,9764468,10395800,294896,270232,1690761600,1693440000,0.028399998,0.07722,0.06883,2.67,0.0293,10395800,-0.526,1680220800,1711843200,1680220800,-27405192,-2.98,-1.35,1:15,1680652800,0.201,-0.606,-0.93495935,0.14113986,NCM,EQUITY,WTER,WTER,The Alkaline Water Company Inc.,The Alkaline Water Company Inc.,1383748200,America/New_York,EDT,785305da-7806-3342-a3dc-d92ed46cae85,finmb_241584110,-14400000,0.4001,22.5,22.5,22.5,22.5,2.0,buy,1,1038754,0.1,-21128874,9754197,0.324,0.683,63777288,6.961,-0.67939,-5340462,-10429380,-0.172,0.18260999,-0.33129,-0.34541,USD,
1,8541 East Anderson Drive,Suite 100,Scottsdale,AZ,85255,United States,480 656 2423,https://www.thealkalinewaterco.com,Beverages—Non-Alcoholic,Beverages—Non—Alcoholic,Consumer Defensive,Consumer Defensive,"The Alkaline Water Company Inc. produces, distributes, and markets bottled alkaline water in the United States. The company also offers bottled alkaline water in various volumes under the Alkaline88 brand. In addition, it engages in selling of sports drinks under the Alkaline88 Sports Drinks brand. The company sells its products through brokers and distributors to retailers, such as convenience stores, natural food products stores, large ethnic markets, and national retailers, as well as e-commerce websites. The Alkaline Water Company Inc. was incorporated in 2011 and is headquartered in Scottsdale, Arizona.",33,"{'maxAge': 1, 'name': 'Mr. David A. Guarino', 'age': 58, 'title': 'CFO, Sec., Treasurer & Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 261000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.401,0.401,0.4,0.418,0.401,0.401,0.4,0.418,0.0,1.754149,-0.29637036,101049,101049,169208,596400,596400,0.4013,0.42,1000,1000,4159359,0.31,6.51,0.06521693,1.1701,2.0704,0.0,0.0,USD,12800734,-0.42970002,9764468,10395800,294896,270232,1690761600,1693440000,0.028399998,0.07722,0.06883,2.67,0.0293,10395800,-0.526,1680220800,1711843200,1680220800,-27405192,-2.98,-1.35,1:15,1680652800,0.201,-0.606,-0.93495935,0.14113986,NCM,EQUITY,WTER,WTER,The Alkaline Water Company Inc.,The Alkaline Water Company Inc.,1383748200,America/New_York,EDT,785305da-7806-3342-a3dc-d92ed46cae85,finmb_241584110,-14400000,0.4001,22.5,22.5,22.5,22.5,2.0,buy,1,1038754,0.1,-21128874,9754197,0.324,0.683,63777288,6.961,-0.67939,-5340462,-10429380,-0.172,0.18260999,-0.33129,-0.34541,USD,
2,8541 East Anderson Drive,Suite 100,Scottsdale,AZ,85255,United States,480 656 2423,https://www.thealkalinewaterco.com,Beverages—Non-Alcoholic,Beverages—Non—Alcoholic,Consumer Defensive,Consumer Defensive,"The Alkaline Water Company Inc. produces, distributes, and markets bottled alkaline water in the United States. The company also offers bottled alkaline water in various volumes under the Alkaline88 brand. In addition, it engages in selling of sports drinks under the Alkaline88 Sports Drinks brand. The company sells its products through brokers and distributors to retailers, such as convenience stores, natural food products stores, large ethnic markets, and national retailers, as well as e-commerce websites. The Alkaline Water Company Inc. was incorporated in 2011 and is headquartered in Scottsdale, Arizona.",33,"{'maxAge': 1, 'name': 'Jeff  Wright', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.401,0.401,0.4,0.418,0.401,0.401,0.4,0.418,0.0,1.754149,-0.29637036,101049,101049,169208,596400,596400,0.4013,0.42,1000,1000,4159359,0.31,6.51,0.06521693,1.1701,2.0704,0.0,0.0,USD,12800734,-0.42970002,9764468,10395800,294896,270232,1690761600,1693440000,0.028399998,0.07722,0.06883,2.67,0.0293,10395800,-0.526,1680220800,1711843200,1680220800,-27405192,-2.98,-1.35,1:15,1680652800,0.201,-0.606,-0.93495935,0.14113986,NCM,EQUITY,WTER,WTER,The Alkaline Water Company Inc.,The Alkaline Water Company Inc.,1383748200,America/New_York,EDT,785305da-7806-3342-a3dc-d92ed46cae85,finmb_241584110,-14400000,0.4001,22.5,22.5,22.5,22.5,2.0,buy,1,1038754,0.1,-21128874,9754197,0.324,0.683,63777288,6.961,-0.67939,-5340462,-10429380,-0.172,0.18260999,-0.33129,-0.34541,USD,
