,address1,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,500 Centre Street South East,Calgary,AB,T2G 1A6,Canada,403 265 3242,https://www.grantierra.com,Oil & Gas E&P,Energy,"Gran Tierra Energy Inc., together with its subsidiaries, engages in the exploration and production of oil and gas properties in Colombia and Ecuador. The company was founded in 2003 and is headquartered in Calgary, Canada.",363,"{'maxAge': 1, 'name': 'Mr. Gary Stephen Guidry P.Eng.', 'age': 66, 'title': 'Pres, CEO & Director', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 999208, 'exercisedValue': 0, 'unexercisedValue': 182272}",6,3,7,1,4,1693526400,1672444800,86400,2,6.69,6.69,6.57,6.725,6.69,6.69,6.57,6.725,0.0,1.768672,4.5310345,8.316456,215741,215741,383551,263600,263600,6.6,6.74,1200,800,218696256,4.62,15.0,0.34542295,6.4188,7.55005,0.0,0.0,USD,747768384,0.081199996,30267586,33287100,329661,321820,1690761600,1693440000,0.0099,0.0272,0.32576,1.06,0.010199999,11.639,0.5644815,1672444800,1703980800,1688083200,51413000,1.45,0.79,-3.34,3:1,1126483200,1.181,1.858,ASE,EQUITY,GTE,GTE,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,1135175400,America/New_York,EDT,-14400000,6.57,16.0,8.86,13.21,14.76,2.5,buy,3,68529000,2.059,402356000,593606976,0.323,0.464,633126016,153.221,18.098,0.096140005,0.13545999,538806000,58404000,267819008,-0.233,0.70081,0.63550997,0.31167,USD,
1,500 Centre Street South East,Calgary,AB,T2G 1A6,Canada,403 265 3242,https://www.grantierra.com,Oil & Gas E&P,Energy,"Gran Tierra Energy Inc., together with its subsidiaries, engages in the exploration and production of oil and gas properties in Colombia and Ecuador. The company was founded in 2003 and is headquartered in Calgary, Canada.",363,"{'maxAge': 1, 'name': 'Mr. Ryan Paul Ellson C.A., CA', 'age': 46, 'title': 'Exec. VP of Fin. & CFO', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 657142, 'exercisedValue': 0, 'unexercisedValue': 124553}",6,3,7,1,4,1693526400,1672444800,86400,2,6.69,6.69,6.57,6.725,6.69,6.69,6.57,6.725,0.0,1.768672,4.5310345,8.316456,215741,215741,383551,263600,263600,6.6,6.74,1200,800,218696256,4.62,15.0,0.34542295,6.4188,7.55005,0.0,0.0,USD,747768384,0.081199996,30267586,33287100,329661,321820,1690761600,1693440000,0.0099,0.0272,0.32576,1.06,0.010199999,11.639,0.5644815,1672444800,1703980800,1688083200,51413000,1.45,0.79,-3.34,3:1,1126483200,1.181,1.858,ASE,EQUITY,GTE,GTE,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,1135175400,America/New_York,EDT,-14400000,6.57,16.0,8.86,13.21,14.76,2.5,buy,3,68529000,2.059,402356000,593606976,0.323,0.464,633126016,153.221,18.098,0.096140005,0.13545999,538806000,58404000,267819008,-0.233,0.70081,0.63550997,0.31167,USD,
2,500 Centre Street South East,Calgary,AB,T2G 1A6,Canada,403 265 3242,https://www.grantierra.com,Oil & Gas E&P,Energy,"Gran Tierra Energy Inc., together with its subsidiaries, engages in the exploration and production of oil and gas properties in Colombia and Ecuador. The company was founded in 2003 and is headquartered in Calgary, Canada.",363,"{'maxAge': 1, 'name': 'Mr. Rodger D. Trimble', 'age': 60, 'title': 'VP of Investor Relations', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 370328, 'exercisedValue': 0, 'unexercisedValue': 52078}",6,3,7,1,4,1693526400,1672444800,86400,2,6.69,6.69,6.57,6.725,6.69,6.69,6.57,6.725,0.0,1.768672,4.5310345,8.316456,215741,215741,383551,263600,263600,6.6,6.74,1200,800,218696256,4.62,15.0,0.34542295,6.4188,7.55005,0.0,0.0,USD,747768384,0.081199996,30267586,33287100,329661,321820,1690761600,1693440000,0.0099,0.0272,0.32576,1.06,0.010199999,11.639,0.5644815,1672444800,1703980800,1688083200,51413000,1.45,0.79,-3.34,3:1,1126483200,1.181,1.858,ASE,EQUITY,GTE,GTE,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,1135175400,America/New_York,EDT,-14400000,6.57,16.0,8.86,13.21,14.76,2.5,buy,3,68529000,2.059,402356000,593606976,0.323,0.464,633126016,153.221,18.098,0.096140005,0.13545999,538806000,58404000,267819008,-0.233,0.70081,0.63550997,0.31167,USD,
3,500 Centre Street South East,Calgary,AB,T2G 1A6,Canada,403 265 3242,https://www.grantierra.com,Oil & Gas E&P,Energy,"Gran Tierra Energy Inc., together with its subsidiaries, engages in the exploration and production of oil and gas properties in Colombia and Ecuador. The company was founded in 2003 and is headquartered in Calgary, Canada.",363,"{'maxAge': 1, 'name': 'Mr. Lawrence W. West', 'age': 66, 'title': 'VP of Exploration', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 461210, 'exercisedValue': 0, 'unexercisedValue': 72032}",6,3,7,1,4,1693526400,1672444800,86400,2,6.69,6.69,6.57,6.725,6.69,6.69,6.57,6.725,0.0,1.768672,4.5310345,8.316456,215741,215741,383551,263600,263600,6.6,6.74,1200,800,218696256,4.62,15.0,0.34542295,6.4188,7.55005,0.0,0.0,USD,747768384,0.081199996,30267586,33287100,329661,321820,1690761600,1693440000,0.0099,0.0272,0.32576,1.06,0.010199999,11.639,0.5644815,1672444800,1703980800,1688083200,51413000,1.45,0.79,-3.34,3:1,1126483200,1.181,1.858,ASE,EQUITY,GTE,GTE,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,1135175400,America/New_York,EDT,-14400000,6.57,16.0,8.86,13.21,14.76,2.5,buy,3,68529000,2.059,402356000,593606976,0.323,0.464,633126016,153.221,18.098,0.096140005,0.13545999,538806000,58404000,267819008,-0.233,0.70081,0.63550997,0.31167,USD,
4,500 Centre Street South East,Calgary,AB,T2G 1A6,Canada,403 265 3242,https://www.grantierra.com,Oil & Gas E&P,Energy,"Gran Tierra Energy Inc., together with its subsidiaries, engages in the exploration and production of oil and gas properties in Colombia and Ecuador. The company was founded in 2003 and is headquartered in Calgary, Canada.",363,"{'maxAge': 1, 'name': 'Mr. Phillip  Abraham', 'title': 'VP of Legal & Bus. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,7,1,4,1693526400,1672444800,86400,2,6.69,6.69,6.57,6.725,6.69,6.69,6.57,6.725,0.0,1.768672,4.5310345,8.316456,215741,215741,383551,263600,263600,6.6,6.74,1200,800,218696256,4.62,15.0,0.34542295,6.4188,7.55005,0.0,0.0,USD,747768384,0.081199996,30267586,33287100,329661,321820,1690761600,1693440000,0.0099,0.0272,0.32576,1.06,0.010199999,11.639,0.5644815,1672444800,1703980800,1688083200,51413000,1.45,0.79,-3.34,3:1,1126483200,1.181,1.858,ASE,EQUITY,GTE,GTE,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,1135175400,America/New_York,EDT,-14400000,6.57,16.0,8.86,13.21,14.76,2.5,buy,3,68529000,2.059,402356000,593606976,0.323,0.464,633126016,153.221,18.098,0.096140005,0.13545999,538806000,58404000,267819008,-0.233,0.70081,0.63550997,0.31167,USD,
5,500 Centre Street South East,Calgary,AB,T2G 1A6,Canada,403 265 3242,https://www.grantierra.com,Oil & Gas E&P,Energy,"Gran Tierra Energy Inc., together with its subsidiaries, engages in the exploration and production of oil and gas properties in Colombia and Ecuador. The company was founded in 2003 and is headquartered in Calgary, Canada.",363,"{'maxAge': 1, 'name': 'Mr. Enrique  Villalobos', 'title': 'Pres & Country Mang. of Gran Tierra Energy Ecuador', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,7,1,4,1693526400,1672444800,86400,2,6.69,6.69,6.57,6.725,6.69,6.69,6.57,6.725,0.0,1.768672,4.5310345,8.316456,215741,215741,383551,263600,263600,6.6,6.74,1200,800,218696256,4.62,15.0,0.34542295,6.4188,7.55005,0.0,0.0,USD,747768384,0.081199996,30267586,33287100,329661,321820,1690761600,1693440000,0.0099,0.0272,0.32576,1.06,0.010199999,11.639,0.5644815,1672444800,1703980800,1688083200,51413000,1.45,0.79,-3.34,3:1,1126483200,1.181,1.858,ASE,EQUITY,GTE,GTE,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,1135175400,America/New_York,EDT,-14400000,6.57,16.0,8.86,13.21,14.76,2.5,buy,3,68529000,2.059,402356000,593606976,0.323,0.464,633126016,153.221,18.098,0.096140005,0.13545999,538806000,58404000,267819008,-0.233,0.70081,0.63550997,0.31167,USD,
6,500 Centre Street South East,Calgary,AB,T2G 1A6,Canada,403 265 3242,https://www.grantierra.com,Oil & Gas E&P,Energy,"Gran Tierra Energy Inc., together with its subsidiaries, engages in the exploration and production of oil and gas properties in Colombia and Ecuador. The company was founded in 2003 and is headquartered in Calgary, Canada.",363,"{'maxAge': 1, 'name': 'Mr. Manuel  Buitrago', 'title': 'Pres & Country Mang. of Gran Tierra Energy Colombia', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,7,1,4,1693526400,1672444800,86400,2,6.69,6.69,6.57,6.725,6.69,6.69,6.57,6.725,0.0,1.768672,4.5310345,8.316456,215741,215741,383551,263600,263600,6.6,6.74,1200,800,218696256,4.62,15.0,0.34542295,6.4188,7.55005,0.0,0.0,USD,747768384,0.081199996,30267586,33287100,329661,321820,1690761600,1693440000,0.0099,0.0272,0.32576,1.06,0.010199999,11.639,0.5644815,1672444800,1703980800,1688083200,51413000,1.45,0.79,-3.34,3:1,1126483200,1.181,1.858,ASE,EQUITY,GTE,GTE,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,1135175400,America/New_York,EDT,-14400000,6.57,16.0,8.86,13.21,14.76,2.5,buy,3,68529000,2.059,402356000,593606976,0.323,0.464,633126016,153.221,18.098,0.096140005,0.13545999,538806000,58404000,267819008,-0.233,0.70081,0.63550997,0.31167,USD,
7,500 Centre Street South East,Calgary,AB,T2G 1A6,Canada,403 265 3242,https://www.grantierra.com,Oil & Gas E&P,Energy,"Gran Tierra Energy Inc., together with its subsidiaries, engages in the exploration and production of oil and gas properties in Colombia and Ecuador. The company was founded in 2003 and is headquartered in Calgary, Canada.",363,"{'maxAge': 1, 'name': 'Ms. Diane  Phillips BA, MBA', 'age': 66, 'title': 'Corp. Sec.', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,7,1,4,1693526400,1672444800,86400,2,6.69,6.69,6.57,6.725,6.69,6.69,6.57,6.725,0.0,1.768672,4.5310345,8.316456,215741,215741,383551,263600,263600,6.6,6.74,1200,800,218696256,4.62,15.0,0.34542295,6.4188,7.55005,0.0,0.0,USD,747768384,0.081199996,30267586,33287100,329661,321820,1690761600,1693440000,0.0099,0.0272,0.32576,1.06,0.010199999,11.639,0.5644815,1672444800,1703980800,1688083200,51413000,1.45,0.79,-3.34,3:1,1126483200,1.181,1.858,ASE,EQUITY,GTE,GTE,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,1135175400,America/New_York,EDT,-14400000,6.57,16.0,8.86,13.21,14.76,2.5,buy,3,68529000,2.059,402356000,593606976,0.323,0.464,633126016,153.221,18.098,0.096140005,0.13545999,538806000,58404000,267819008,-0.233,0.70081,0.63550997,0.31167,USD,
8,500 Centre Street South East,Calgary,AB,T2G 1A6,Canada,403 265 3242,https://www.grantierra.com,Oil & Gas E&P,Energy,"Gran Tierra Energy Inc., together with its subsidiaries, engages in the exploration and production of oil and gas properties in Colombia and Ecuador. The company was founded in 2003 and is headquartered in Calgary, Canada.",363,"{'maxAge': 1, 'name': 'Mr. Robert  Will', 'title': 'VP of Asset Management', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,7,1,4,1693526400,1672444800,86400,2,6.69,6.69,6.57,6.725,6.69,6.69,6.57,6.725,0.0,1.768672,4.5310345,8.316456,215741,215741,383551,263600,263600,6.6,6.74,1200,800,218696256,4.62,15.0,0.34542295,6.4188,7.55005,0.0,0.0,USD,747768384,0.081199996,30267586,33287100,329661,321820,1690761600,1693440000,0.0099,0.0272,0.32576,1.06,0.010199999,11.639,0.5644815,1672444800,1703980800,1688083200,51413000,1.45,0.79,-3.34,3:1,1126483200,1.181,1.858,ASE,EQUITY,GTE,GTE,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,1135175400,America/New_York,EDT,-14400000,6.57,16.0,8.86,13.21,14.76,2.5,buy,3,68529000,2.059,402356000,593606976,0.323,0.464,633126016,153.221,18.098,0.096140005,0.13545999,538806000,58404000,267819008,-0.233,0.70081,0.63550997,0.31167,USD,
