,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,595 Howe Street,Suite 206,Vancouver,BC,V6C 2T5,Canada,604 365 6681,https://www.ophirgoldcorp.com,Gold,Basic Materials,"Ophir Gold Corp. engages in the acquisition and exploration of mineral property assets in the United States. The company explores for precious and base metal deposits. It primarily has an option to acquire a 100% interest in the Breccia Gold property located in Lemhi County, Idaho. The company was formerly known as MinKap Resources Inc. and changed its name to Ophir Gold Corp. in October 2020. Ophir Gold Corp. was incorporated in 2010 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Shawn  Westcott', 'title': 'CEO & Director', 'fiscalYear': 2022, 'totalPay': 59827, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.218,0.2252,0.2247,0.22915,0.218,0.2252,0.2247,0.22915,0.0,0.231282,33755,33755,38436,20094,20094,0.0,0.0,0,0,20185032,0.0431,0.4197,0.3081916,0.2214374,0.0,0.0,USD,16014980,0.0,75354860,89314304,0.08387,0.00221,0.081,2.7901235,1653955200,1685491200,1677542400,-740077,-0.01,PNK,EQUITY,KPZIF,KPZIF,OPHIR GOLD CORP,Ophir Gold Corp.,1425393000,America/New_York,EDT,-14400000,0.226,none,2232899,0.028,0,8.275,8.65,-0.08939,-0.13584,-75778,-377890,0.0,0.0,0.0,CAD,
1,595 Howe Street,Suite 206,Vancouver,BC,V6C 2T5,Canada,604 365 6681,https://www.ophirgoldcorp.com,Gold,Basic Materials,"Ophir Gold Corp. engages in the acquisition and exploration of mineral property assets in the United States. The company explores for precious and base metal deposits. It primarily has an option to acquire a 100% interest in the Breccia Gold property located in Lemhi County, Idaho. The company was formerly known as MinKap Resources Inc. and changed its name to Ophir Gold Corp. in October 2020. Ophir Gold Corp. was incorporated in 2010 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Paul Harold Robertson (CA), CPA', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 66474, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.218,0.2252,0.2247,0.22915,0.218,0.2252,0.2247,0.22915,0.0,0.231282,33755,33755,38436,20094,20094,0.0,0.0,0,0,20185032,0.0431,0.4197,0.3081916,0.2214374,0.0,0.0,USD,16014980,0.0,75354860,89314304,0.08387,0.00221,0.081,2.7901235,1653955200,1685491200,1677542400,-740077,-0.01,PNK,EQUITY,KPZIF,KPZIF,OPHIR GOLD CORP,Ophir Gold Corp.,1425393000,America/New_York,EDT,-14400000,0.226,none,2232899,0.028,0,8.275,8.65,-0.08939,-0.13584,-75778,-377890,0.0,0.0,0.0,CAD,
2,595 Howe Street,Suite 206,Vancouver,BC,V6C 2T5,Canada,604 365 6681,https://www.ophirgoldcorp.com,Gold,Basic Materials,"Ophir Gold Corp. engages in the acquisition and exploration of mineral property assets in the United States. The company explores for precious and base metal deposits. It primarily has an option to acquire a 100% interest in the Breccia Gold property located in Lemhi County, Idaho. The company was formerly known as MinKap Resources Inc. and changed its name to Ophir Gold Corp. in October 2020. Ophir Gold Corp. was incorporated in 2010 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Darren L. Smith M.Sc, M.Sc., P.Geo., P.Geol.', 'age': 42, 'title': 'VP of Exploration & Director', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 23926, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.218,0.2252,0.2247,0.22915,0.218,0.2252,0.2247,0.22915,0.0,0.231282,33755,33755,38436,20094,20094,0.0,0.0,0,0,20185032,0.0431,0.4197,0.3081916,0.2214374,0.0,0.0,USD,16014980,0.0,75354860,89314304,0.08387,0.00221,0.081,2.7901235,1653955200,1685491200,1677542400,-740077,-0.01,PNK,EQUITY,KPZIF,KPZIF,OPHIR GOLD CORP,Ophir Gold Corp.,1425393000,America/New_York,EDT,-14400000,0.226,none,2232899,0.028,0,8.275,8.65,-0.08939,-0.13584,-75778,-377890,0.0,0.0,0.0,CAD,
