,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1015-4th Street SW,Suite 901,Calgary,AB,T2R 1J4,Canada,403 262 5307,403 265 7488,https://www.bonterraenergy.com,Oil & Gas E&P,Energy,"Bonterra Energy Corp., a conventional oil and gas company, engages in the development and production of oil and natural gas in Alberta, Saskatchewan, and British Columbia, Canada. Its principal properties include Pembina and Willesden Green Cardium fields located in central Alberta. The company also has non-core properties located in the Provinces of Saskatchewan and British Columbia. Bonterra Energy Corp. is headquartered in Calgary, Canada.",39,"{'maxAge': 1, 'name': 'Mr. Patrick G. Oliver C.A', 'age': 59, 'title': 'CEO, Pres & Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 288351, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,9,8,6,1693526400,1672444800,86400,2,5.305,5.34,5.265,5.34,5.305,5.34,5.265,5.34,1584057600,0.0,2.804959,5.542105,400,400,0,0,0,5.25,5.305,30000,30000,196958912,3.41,7.6,0.720382,4.57086,4.403495,0.0,0.0,EUR,361477120,0.18816,31776607,37244500,0.23095,0.04374,13.383,0.39340952,1672444800,1703980800,1688083200,-0.736,51444000,0.95,1.322,2.014,FRA,EQUITY,QNC1.F,QNC1.F,BONTERRA ENERGY CORP.,Bonterra Energy Corp.,1244181600,Europe/Berlin,CEST,7200000,5.265,none,1711000,0.046,179442000,167096000,0.481,0.662,273408992,33.523,7.44,0.058920003,0.10933,237443000,24372750,142176000,-0.73,-0.325,0.6846,0.65630996,0.32694998,CAD,
1,1015-4th Street SW,Suite 901,Calgary,AB,T2R 1J4,Canada,403 262 5307,403 265 7488,https://www.bonterraenergy.com,Oil & Gas E&P,Energy,"Bonterra Energy Corp., a conventional oil and gas company, engages in the development and production of oil and natural gas in Alberta, Saskatchewan, and British Columbia, Canada. Its principal properties include Pembina and Willesden Green Cardium fields located in central Alberta. The company also has non-core properties located in the Provinces of Saskatchewan and British Columbia. Bonterra Energy Corp. is headquartered in Calgary, Canada.",39,"{'maxAge': 1, 'name': 'Mr. Robb D. Thompson B.Com., C.A.', 'title': 'CFO & Corp. Sec.', 'fiscalYear': 2022, 'totalPay': 371377, 'exercisedValue': 896130, 'unexercisedValue': 0}",5,3,9,8,6,1693526400,1672444800,86400,2,5.305,5.34,5.265,5.34,5.305,5.34,5.265,5.34,1584057600,0.0,2.804959,5.542105,400,400,0,0,0,5.25,5.305,30000,30000,196958912,3.41,7.6,0.720382,4.57086,4.403495,0.0,0.0,EUR,361477120,0.18816,31776607,37244500,0.23095,0.04374,13.383,0.39340952,1672444800,1703980800,1688083200,-0.736,51444000,0.95,1.322,2.014,FRA,EQUITY,QNC1.F,QNC1.F,BONTERRA ENERGY CORP.,Bonterra Energy Corp.,1244181600,Europe/Berlin,CEST,7200000,5.265,none,1711000,0.046,179442000,167096000,0.481,0.662,273408992,33.523,7.44,0.058920003,0.10933,237443000,24372750,142176000,-0.73,-0.325,0.6846,0.65630996,0.32694998,CAD,
2,1015-4th Street SW,Suite 901,Calgary,AB,T2R 1J4,Canada,403 262 5307,403 265 7488,https://www.bonterraenergy.com,Oil & Gas E&P,Energy,"Bonterra Energy Corp., a conventional oil and gas company, engages in the development and production of oil and natural gas in Alberta, Saskatchewan, and British Columbia, Canada. Its principal properties include Pembina and Willesden Green Cardium fields located in central Alberta. The company also has non-core properties located in the Provinces of Saskatchewan and British Columbia. Bonterra Energy Corp. is headquartered in Calgary, Canada.",39,"{'maxAge': 1, 'name': 'Mr. Adrian  Neumann B. Sc., B.Sc., P. Eng., P.Eng.', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 371377, 'exercisedValue': 630887, 'unexercisedValue': 0}",5,3,9,8,6,1693526400,1672444800,86400,2,5.305,5.34,5.265,5.34,5.305,5.34,5.265,5.34,1584057600,0.0,2.804959,5.542105,400,400,0,0,0,5.25,5.305,30000,30000,196958912,3.41,7.6,0.720382,4.57086,4.403495,0.0,0.0,EUR,361477120,0.18816,31776607,37244500,0.23095,0.04374,13.383,0.39340952,1672444800,1703980800,1688083200,-0.736,51444000,0.95,1.322,2.014,FRA,EQUITY,QNC1.F,QNC1.F,BONTERRA ENERGY CORP.,Bonterra Energy Corp.,1244181600,Europe/Berlin,CEST,7200000,5.265,none,1711000,0.046,179442000,167096000,0.481,0.662,273408992,33.523,7.44,0.058920003,0.10933,237443000,24372750,142176000,-0.73,-0.325,0.6846,0.65630996,0.32694998,CAD,
3,1015-4th Street SW,Suite 901,Calgary,AB,T2R 1J4,Canada,403 262 5307,403 265 7488,https://www.bonterraenergy.com,Oil & Gas E&P,Energy,"Bonterra Energy Corp., a conventional oil and gas company, engages in the development and production of oil and natural gas in Alberta, Saskatchewan, and British Columbia, Canada. Its principal properties include Pembina and Willesden Green Cardium fields located in central Alberta. The company also has non-core properties located in the Provinces of Saskatchewan and British Columbia. Bonterra Energy Corp. is headquartered in Calgary, Canada.",39,"{'maxAge': 1, 'name': 'Mr. Brad A. Curtis B. Comm., B.Com., B.Sc., P.Geo, P.Geo.', 'title': 'Sr. VP of Bus. Devel.', 'fiscalYear': 2022, 'totalPay': 341893, 'exercisedValue': 632440, 'unexercisedValue': 0}",5,3,9,8,6,1693526400,1672444800,86400,2,5.305,5.34,5.265,5.34,5.305,5.34,5.265,5.34,1584057600,0.0,2.804959,5.542105,400,400,0,0,0,5.25,5.305,30000,30000,196958912,3.41,7.6,0.720382,4.57086,4.403495,0.0,0.0,EUR,361477120,0.18816,31776607,37244500,0.23095,0.04374,13.383,0.39340952,1672444800,1703980800,1688083200,-0.736,51444000,0.95,1.322,2.014,FRA,EQUITY,QNC1.F,QNC1.F,BONTERRA ENERGY CORP.,Bonterra Energy Corp.,1244181600,Europe/Berlin,CEST,7200000,5.265,none,1711000,0.046,179442000,167096000,0.481,0.662,273408992,33.523,7.44,0.058920003,0.10933,237443000,24372750,142176000,-0.73,-0.325,0.6846,0.65630996,0.32694998,CAD,
