,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1040 West Georgia Street,14th Floor,Vancouver,BC,V6E 4H1,Canada,604-669-8055,https://www.mundoro.com,Other Industrial Metals & Mining,Basic Materials,"Mundoro Capital Inc., together with its subsidiaries, engages in the acquisition, exploration, and development of base and precious metal properties in Serbia, Bulgaria, and the United States. It primarily explores for gold and copper. Mundoro Capital Inc. was incorporated in 2008 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Teodora  Dechev B.A.Sc., MBA, P.Eng.', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 315466, 'exercisedValue': 1292, 'unexercisedValue': 0}",1672444800,86400,4,0.12,0.11942,0.11942,0.11942,0.12,0.11942,0.11942,0.11942,0.0,0.251311,26000,26000,17691,16810,16810,0.0,0.0,0,0,13141813,0.1,0.18,0.1318,0.14125,0.0,0.0,USD,3861783,0.0,86202996,104485000,0.013739999,0.40405998,0.04,2.9855,1672444800,1703980800,1688083200,-26554,-0.01,-199.297,PNK,EQUITY,MUNMF,MUNMF,MUNDORO CAPITAL INC,Mundoro Capital Inc.,1197383400,America/New_York,EDT,-14400000,0.11942,none,8615777,0.082,-19377,0,1.535,1.576,-0.0069,-0.00678,3773587,4422683,0.0,0.0,0.0,CAD,
1,1040 West Georgia Street,14th Floor,Vancouver,BC,V6E 4H1,Canada,604-669-8055,https://www.mundoro.com,Other Industrial Metals & Mining,Basic Materials,"Mundoro Capital Inc., together with its subsidiaries, engages in the acquisition, exploration, and development of base and precious metal properties in Serbia, Bulgaria, and the United States. It primarily explores for gold and copper. Mundoro Capital Inc. was incorporated in 2008 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. James  Scott', 'title': 'Interim Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 28731, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.12,0.11942,0.11942,0.11942,0.12,0.11942,0.11942,0.11942,0.0,0.251311,26000,26000,17691,16810,16810,0.0,0.0,0,0,13141813,0.1,0.18,0.1318,0.14125,0.0,0.0,USD,3861783,0.0,86202996,104485000,0.013739999,0.40405998,0.04,2.9855,1672444800,1703980800,1688083200,-26554,-0.01,-199.297,PNK,EQUITY,MUNMF,MUNMF,MUNDORO CAPITAL INC,Mundoro Capital Inc.,1197383400,America/New_York,EDT,-14400000,0.11942,none,8615777,0.082,-19377,0,1.535,1.576,-0.0069,-0.00678,3773587,4422683,0.0,0.0,0.0,CAD,
2,1040 West Georgia Street,14th Floor,Vancouver,BC,V6E 4H1,Canada,604-669-8055,https://www.mundoro.com,Other Industrial Metals & Mining,Basic Materials,"Mundoro Capital Inc., together with its subsidiaries, engages in the acquisition, exploration, and development of base and precious metal properties in Serbia, Bulgaria, and the United States. It primarily explores for gold and copper. Mundoro Capital Inc. was incorporated in 2008 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Shamil  Devji', 'title': 'Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.12,0.11942,0.11942,0.11942,0.12,0.11942,0.11942,0.11942,0.0,0.251311,26000,26000,17691,16810,16810,0.0,0.0,0,0,13141813,0.1,0.18,0.1318,0.14125,0.0,0.0,USD,3861783,0.0,86202996,104485000,0.013739999,0.40405998,0.04,2.9855,1672444800,1703980800,1688083200,-26554,-0.01,-199.297,PNK,EQUITY,MUNMF,MUNMF,MUNDORO CAPITAL INC,Mundoro Capital Inc.,1197383400,America/New_York,EDT,-14400000,0.11942,none,8615777,0.082,-19377,0,1.535,1.576,-0.0069,-0.00678,3773587,4422683,0.0,0.0,0.0,CAD,
3,1040 West Georgia Street,14th Floor,Vancouver,BC,V6E 4H1,Canada,604-669-8055,https://www.mundoro.com,Other Industrial Metals & Mining,Basic Materials,"Mundoro Capital Inc., together with its subsidiaries, engages in the acquisition, exploration, and development of base and precious metal properties in Serbia, Bulgaria, and the United States. It primarily explores for gold and copper. Mundoro Capital Inc. was incorporated in 2008 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Dr. Richard  Jemielita B.Sc., Ph.D.', 'title': 'Chief Geologist', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.12,0.11942,0.11942,0.11942,0.12,0.11942,0.11942,0.11942,0.0,0.251311,26000,26000,17691,16810,16810,0.0,0.0,0,0,13141813,0.1,0.18,0.1318,0.14125,0.0,0.0,USD,3861783,0.0,86202996,104485000,0.013739999,0.40405998,0.04,2.9855,1672444800,1703980800,1688083200,-26554,-0.01,-199.297,PNK,EQUITY,MUNMF,MUNMF,MUNDORO CAPITAL INC,Mundoro Capital Inc.,1197383400,America/New_York,EDT,-14400000,0.11942,none,8615777,0.082,-19377,0,1.535,1.576,-0.0069,-0.00678,3773587,4422683,0.0,0.0,0.0,CAD,
4,1040 West Georgia Street,14th Floor,Vancouver,BC,V6E 4H1,Canada,604-669-8055,https://www.mundoro.com,Other Industrial Metals & Mining,Basic Materials,"Mundoro Capital Inc., together with its subsidiaries, engages in the acquisition, exploration, and development of base and precious metal properties in Serbia, Bulgaria, and the United States. It primarily explores for gold and copper. Mundoro Capital Inc. was incorporated in 2008 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mireia  Cevera Medina', 'title': 'Corp. Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.12,0.11942,0.11942,0.11942,0.12,0.11942,0.11942,0.11942,0.0,0.251311,26000,26000,17691,16810,16810,0.0,0.0,0,0,13141813,0.1,0.18,0.1318,0.14125,0.0,0.0,USD,3861783,0.0,86202996,104485000,0.013739999,0.40405998,0.04,2.9855,1672444800,1703980800,1688083200,-26554,-0.01,-199.297,PNK,EQUITY,MUNMF,MUNMF,MUNDORO CAPITAL INC,Mundoro Capital Inc.,1197383400,America/New_York,EDT,-14400000,0.11942,none,8615777,0.082,-19377,0,1.535,1.576,-0.0069,-0.00678,3773587,4422683,0.0,0.0,0.0,CAD,
