,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Alliance Global Tower,"30th Floor 36th Street corner, 11th Avenue Uptown Bonifacio",Taguig City,1634,Philippines,63 2 8894 6300,https://www.megaworldcorp.com,Real Estate—Development,Real Estate,"Megaworld Corporation, together with its subsidiaries, develops, sells, and leases real estate properties in the Philippines. The company develops mixed-use planned communities or townships, including residential, commercial, leisure, and entertainment components. Its real estate portfolio comprises residential condominium units, subdivision lots and townhouses, and condominium-hotel projects, as well as office projects and retail spaces. The company is also involved in the leasing of office and commercial spaces; and property-related activities, such as project design, construction, and property management, as well as provision of business process outsourcing, educational facilities, restaurant operation, marketing, and e-commerce activities. In addition, it owns and manages hotels. The company was formerly known as Megaworld Properties & Holdings, Inc. and changed its name to Megaworld Corporation in August 1999. The company was incorporated in 1989 and is based in Taguig City, the Philippines. Megaworld Corporation is a subsidiary of Alliance Global Group, Inc.","{'maxAge': 1, 'name': 'Dr. Andrew Lim Tan', 'age': 73, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1949, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.955,6.97,6.97,6.97,6.955,6.97,6.97,6.97,0.21,0.0308,1666828800,0.1252,0.890292,4.005747,1929,1929,983,880,880,0.0,0.0,0,0,1100792960,6.37,8.62,0.01829993,7.2603,7.395805,0.0,0.0,USD,106366386176,0.25681,45728680,155916000,0.0,0.0,1390.4,0.0050129457,1672444800,1703980800,1688083200,0.347,15447273472,1.74,1.768,4.094,PNK,EQUITY,MGAWY,MGAWY,MEGAWORLD CORP UNSP ADR EA REPR,Megaworld Corporation,1406554200,America/New_York,EDT,-14400000,6.97,none,24854827008,159.411,25980121088,97872322560,1.05,3.131,60152852480,39.3,388.6,0.03439,0.07226,39510049824,-4566786560,3877680128,0.382,0.124,0.64494,0.4319,0.37695998,PHP,
1,Alliance Global Tower,"30th Floor 36th Street corner, 11th Avenue Uptown Bonifacio",Taguig City,1634,Philippines,63 2 8894 6300,https://www.megaworldcorp.com,Real Estate—Development,Real Estate,"Megaworld Corporation, together with its subsidiaries, develops, sells, and leases real estate properties in the Philippines. The company develops mixed-use planned communities or townships, including residential, commercial, leisure, and entertainment components. Its real estate portfolio comprises residential condominium units, subdivision lots and townhouses, and condominium-hotel projects, as well as office projects and retail spaces. The company is also involved in the leasing of office and commercial spaces; and property-related activities, such as project design, construction, and property management, as well as provision of business process outsourcing, educational facilities, restaurant operation, marketing, and e-commerce activities. In addition, it owns and manages hotels. The company was formerly known as Megaworld Properties & Holdings, Inc. and changed its name to Megaworld Corporation in August 1999. The company was incorporated in 1989 and is based in Taguig City, the Philippines. Megaworld Corporation is a subsidiary of Alliance Global Group, Inc.","{'maxAge': 1, 'name': 'Dr. Francisco C. Canuto', 'age': 65, 'title': 'Sr. VP, Treasurer, Compliance Officer, Corp. Information Officer, Chief Audit Exec. & CFO', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.955,6.97,6.97,6.97,6.955,6.97,6.97,6.97,0.21,0.0308,1666828800,0.1252,0.890292,4.005747,1929,1929,983,880,880,0.0,0.0,0,0,1100792960,6.37,8.62,0.01829993,7.2603,7.395805,0.0,0.0,USD,106366386176,0.25681,45728680,155916000,0.0,0.0,1390.4,0.0050129457,1672444800,1703980800,1688083200,0.347,15447273472,1.74,1.768,4.094,PNK,EQUITY,MGAWY,MGAWY,MEGAWORLD CORP UNSP ADR EA REPR,Megaworld Corporation,1406554200,America/New_York,EDT,-14400000,6.97,none,24854827008,159.411,25980121088,97872322560,1.05,3.131,60152852480,39.3,388.6,0.03439,0.07226,39510049824,-4566786560,3877680128,0.382,0.124,0.64494,0.4319,0.37695998,PHP,
2,Alliance Global Tower,"30th Floor 36th Street corner, 11th Avenue Uptown Bonifacio",Taguig City,1634,Philippines,63 2 8894 6300,https://www.megaworldcorp.com,Real Estate—Development,Real Estate,"Megaworld Corporation, together with its subsidiaries, develops, sells, and leases real estate properties in the Philippines. The company develops mixed-use planned communities or townships, including residential, commercial, leisure, and entertainment components. Its real estate portfolio comprises residential condominium units, subdivision lots and townhouses, and condominium-hotel projects, as well as office projects and retail spaces. The company is also involved in the leasing of office and commercial spaces; and property-related activities, such as project design, construction, and property management, as well as provision of business process outsourcing, educational facilities, restaurant operation, marketing, and e-commerce activities. In addition, it owns and manages hotels. The company was formerly known as Megaworld Properties & Holdings, Inc. and changed its name to Megaworld Corporation in August 1999. The company was incorporated in 1989 and is based in Taguig City, the Philippines. Megaworld Corporation is a subsidiary of Alliance Global Group, Inc.","{'maxAge': 1, 'name': 'Ms. Lourdes T. Gutierrez-Alfonso', 'age': 58, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.955,6.97,6.97,6.97,6.955,6.97,6.97,6.97,0.21,0.0308,1666828800,0.1252,0.890292,4.005747,1929,1929,983,880,880,0.0,0.0,0,0,1100792960,6.37,8.62,0.01829993,7.2603,7.395805,0.0,0.0,USD,106366386176,0.25681,45728680,155916000,0.0,0.0,1390.4,0.0050129457,1672444800,1703980800,1688083200,0.347,15447273472,1.74,1.768,4.094,PNK,EQUITY,MGAWY,MGAWY,MEGAWORLD CORP UNSP ADR EA REPR,Megaworld Corporation,1406554200,America/New_York,EDT,-14400000,6.97,none,24854827008,159.411,25980121088,97872322560,1.05,3.131,60152852480,39.3,388.6,0.03439,0.07226,39510049824,-4566786560,3877680128,0.382,0.124,0.64494,0.4319,0.37695998,PHP,
3,Alliance Global Tower,"30th Floor 36th Street corner, 11th Avenue Uptown Bonifacio",Taguig City,1634,Philippines,63 2 8894 6300,https://www.megaworldcorp.com,Real Estate—Development,Real Estate,"Megaworld Corporation, together with its subsidiaries, develops, sells, and leases real estate properties in the Philippines. The company develops mixed-use planned communities or townships, including residential, commercial, leisure, and entertainment components. Its real estate portfolio comprises residential condominium units, subdivision lots and townhouses, and condominium-hotel projects, as well as office projects and retail spaces. The company is also involved in the leasing of office and commercial spaces; and property-related activities, such as project design, construction, and property management, as well as provision of business process outsourcing, educational facilities, restaurant operation, marketing, and e-commerce activities. In addition, it owns and manages hotels. The company was formerly known as Megaworld Properties & Holdings, Inc. and changed its name to Megaworld Corporation in August 1999. The company was incorporated in 1989 and is based in Taguig City, the Philippines. Megaworld Corporation is a subsidiary of Alliance Global Group, Inc.","{'maxAge': 1, 'name': 'Ms. Lourdes O. Ramilo', 'title': 'Principal Accounting Officer & Comptroller', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.955,6.97,6.97,6.97,6.955,6.97,6.97,6.97,0.21,0.0308,1666828800,0.1252,0.890292,4.005747,1929,1929,983,880,880,0.0,0.0,0,0,1100792960,6.37,8.62,0.01829993,7.2603,7.395805,0.0,0.0,USD,106366386176,0.25681,45728680,155916000,0.0,0.0,1390.4,0.0050129457,1672444800,1703980800,1688083200,0.347,15447273472,1.74,1.768,4.094,PNK,EQUITY,MGAWY,MGAWY,MEGAWORLD CORP UNSP ADR EA REPR,Megaworld Corporation,1406554200,America/New_York,EDT,-14400000,6.97,none,24854827008,159.411,25980121088,97872322560,1.05,3.131,60152852480,39.3,388.6,0.03439,0.07226,39510049824,-4566786560,3877680128,0.382,0.124,0.64494,0.4319,0.37695998,PHP,
4,Alliance Global Tower,"30th Floor 36th Street corner, 11th Avenue Uptown Bonifacio",Taguig City,1634,Philippines,63 2 8894 6300,https://www.megaworldcorp.com,Real Estate—Development,Real Estate,"Megaworld Corporation, together with its subsidiaries, develops, sells, and leases real estate properties in the Philippines. The company develops mixed-use planned communities or townships, including residential, commercial, leisure, and entertainment components. Its real estate portfolio comprises residential condominium units, subdivision lots and townhouses, and condominium-hotel projects, as well as office projects and retail spaces. The company is also involved in the leasing of office and commercial spaces; and property-related activities, such as project design, construction, and property management, as well as provision of business process outsourcing, educational facilities, restaurant operation, marketing, and e-commerce activities. In addition, it owns and manages hotels. The company was formerly known as Megaworld Properties & Holdings, Inc. and changed its name to Megaworld Corporation in August 1999. The company was incorporated in 1989 and is based in Taguig City, the Philippines. Megaworld Corporation is a subsidiary of Alliance Global Group, Inc.","{'maxAge': 1, 'name': 'Mr. Rafael Antonio S. Perez', 'age': 54, 'title': 'Head of HR & Corp. Admin. Division', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.955,6.97,6.97,6.97,6.955,6.97,6.97,6.97,0.21,0.0308,1666828800,0.1252,0.890292,4.005747,1929,1929,983,880,880,0.0,0.0,0,0,1100792960,6.37,8.62,0.01829993,7.2603,7.395805,0.0,0.0,USD,106366386176,0.25681,45728680,155916000,0.0,0.0,1390.4,0.0050129457,1672444800,1703980800,1688083200,0.347,15447273472,1.74,1.768,4.094,PNK,EQUITY,MGAWY,MGAWY,MEGAWORLD CORP UNSP ADR EA REPR,Megaworld Corporation,1406554200,America/New_York,EDT,-14400000,6.97,none,24854827008,159.411,25980121088,97872322560,1.05,3.131,60152852480,39.3,388.6,0.03439,0.07226,39510049824,-4566786560,3877680128,0.382,0.124,0.64494,0.4319,0.37695998,PHP,
5,Alliance Global Tower,"30th Floor 36th Street corner, 11th Avenue Uptown Bonifacio",Taguig City,1634,Philippines,63 2 8894 6300,https://www.megaworldcorp.com,Real Estate—Development,Real Estate,"Megaworld Corporation, together with its subsidiaries, develops, sells, and leases real estate properties in the Philippines. The company develops mixed-use planned communities or townships, including residential, commercial, leisure, and entertainment components. Its real estate portfolio comprises residential condominium units, subdivision lots and townhouses, and condominium-hotel projects, as well as office projects and retail spaces. The company is also involved in the leasing of office and commercial spaces; and property-related activities, such as project design, construction, and property management, as well as provision of business process outsourcing, educational facilities, restaurant operation, marketing, and e-commerce activities. In addition, it owns and manages hotels. The company was formerly known as Megaworld Properties & Holdings, Inc. and changed its name to Megaworld Corporation in August 1999. The company was incorporated in 1989 and is based in Taguig City, the Philippines. Megaworld Corporation is a subsidiary of Alliance Global Group, Inc.","{'maxAge': 1, 'name': 'Ms. Kimberly Hazel A. Sta. Maria', 'age': 42, 'title': 'Assistant VP for Corp. Communications & Advter.', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.955,6.97,6.97,6.97,6.955,6.97,6.97,6.97,0.21,0.0308,1666828800,0.1252,0.890292,4.005747,1929,1929,983,880,880,0.0,0.0,0,0,1100792960,6.37,8.62,0.01829993,7.2603,7.395805,0.0,0.0,USD,106366386176,0.25681,45728680,155916000,0.0,0.0,1390.4,0.0050129457,1672444800,1703980800,1688083200,0.347,15447273472,1.74,1.768,4.094,PNK,EQUITY,MGAWY,MGAWY,MEGAWORLD CORP UNSP ADR EA REPR,Megaworld Corporation,1406554200,America/New_York,EDT,-14400000,6.97,none,24854827008,159.411,25980121088,97872322560,1.05,3.131,60152852480,39.3,388.6,0.03439,0.07226,39510049824,-4566786560,3877680128,0.382,0.124,0.64494,0.4319,0.37695998,PHP,
6,Alliance Global Tower,"30th Floor 36th Street corner, 11th Avenue Uptown Bonifacio",Taguig City,1634,Philippines,63 2 8894 6300,https://www.megaworldcorp.com,Real Estate—Development,Real Estate,"Megaworld Corporation, together with its subsidiaries, develops, sells, and leases real estate properties in the Philippines. The company develops mixed-use planned communities or townships, including residential, commercial, leisure, and entertainment components. Its real estate portfolio comprises residential condominium units, subdivision lots and townhouses, and condominium-hotel projects, as well as office projects and retail spaces. The company is also involved in the leasing of office and commercial spaces; and property-related activities, such as project design, construction, and property management, as well as provision of business process outsourcing, educational facilities, restaurant operation, marketing, and e-commerce activities. In addition, it owns and manages hotels. The company was formerly known as Megaworld Properties & Holdings, Inc. and changed its name to Megaworld Corporation in August 1999. The company was incorporated in 1989 and is based in Taguig City, the Philippines. Megaworld Corporation is a subsidiary of Alliance Global Group, Inc.","{'maxAge': 1, 'name': 'Mr. Noli D. Hernandez', 'age': 52, 'title': 'Exec. VP & Head of Sales and Marketing', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.955,6.97,6.97,6.97,6.955,6.97,6.97,6.97,0.21,0.0308,1666828800,0.1252,0.890292,4.005747,1929,1929,983,880,880,0.0,0.0,0,0,1100792960,6.37,8.62,0.01829993,7.2603,7.395805,0.0,0.0,USD,106366386176,0.25681,45728680,155916000,0.0,0.0,1390.4,0.0050129457,1672444800,1703980800,1688083200,0.347,15447273472,1.74,1.768,4.094,PNK,EQUITY,MGAWY,MGAWY,MEGAWORLD CORP UNSP ADR EA REPR,Megaworld Corporation,1406554200,America/New_York,EDT,-14400000,6.97,none,24854827008,159.411,25980121088,97872322560,1.05,3.131,60152852480,39.3,388.6,0.03439,0.07226,39510049824,-4566786560,3877680128,0.382,0.124,0.64494,0.4319,0.37695998,PHP,
7,Alliance Global Tower,"30th Floor 36th Street corner, 11th Avenue Uptown Bonifacio",Taguig City,1634,Philippines,63 2 8894 6300,https://www.megaworldcorp.com,Real Estate—Development,Real Estate,"Megaworld Corporation, together with its subsidiaries, develops, sells, and leases real estate properties in the Philippines. The company develops mixed-use planned communities or townships, including residential, commercial, leisure, and entertainment components. Its real estate portfolio comprises residential condominium units, subdivision lots and townhouses, and condominium-hotel projects, as well as office projects and retail spaces. The company is also involved in the leasing of office and commercial spaces; and property-related activities, such as project design, construction, and property management, as well as provision of business process outsourcing, educational facilities, restaurant operation, marketing, and e-commerce activities. In addition, it owns and manages hotels. The company was formerly known as Megaworld Properties & Holdings, Inc. and changed its name to Megaworld Corporation in August 1999. The company was incorporated in 1989 and is based in Taguig City, the Philippines. Megaworld Corporation is a subsidiary of Alliance Global Group, Inc.","{'maxAge': 1, 'name': 'Ms. Maria Marivic Victoria M. Acosta', 'age': 61, 'title': 'Sr. VP of International Marketing & Leasing', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.955,6.97,6.97,6.97,6.955,6.97,6.97,6.97,0.21,0.0308,1666828800,0.1252,0.890292,4.005747,1929,1929,983,880,880,0.0,0.0,0,0,1100792960,6.37,8.62,0.01829993,7.2603,7.395805,0.0,0.0,USD,106366386176,0.25681,45728680,155916000,0.0,0.0,1390.4,0.0050129457,1672444800,1703980800,1688083200,0.347,15447273472,1.74,1.768,4.094,PNK,EQUITY,MGAWY,MGAWY,MEGAWORLD CORP UNSP ADR EA REPR,Megaworld Corporation,1406554200,America/New_York,EDT,-14400000,6.97,none,24854827008,159.411,25980121088,97872322560,1.05,3.131,60152852480,39.3,388.6,0.03439,0.07226,39510049824,-4566786560,3877680128,0.382,0.124,0.64494,0.4319,0.37695998,PHP,
8,Alliance Global Tower,"30th Floor 36th Street corner, 11th Avenue Uptown Bonifacio",Taguig City,1634,Philippines,63 2 8894 6300,https://www.megaworldcorp.com,Real Estate—Development,Real Estate,"Megaworld Corporation, together with its subsidiaries, develops, sells, and leases real estate properties in the Philippines. The company develops mixed-use planned communities or townships, including residential, commercial, leisure, and entertainment components. Its real estate portfolio comprises residential condominium units, subdivision lots and townhouses, and condominium-hotel projects, as well as office projects and retail spaces. The company is also involved in the leasing of office and commercial spaces; and property-related activities, such as project design, construction, and property management, as well as provision of business process outsourcing, educational facilities, restaurant operation, marketing, and e-commerce activities. In addition, it owns and manages hotels. The company was formerly known as Megaworld Properties & Holdings, Inc. and changed its name to Megaworld Corporation in August 1999. The company was incorporated in 1989 and is based in Taguig City, the Philippines. Megaworld Corporation is a subsidiary of Alliance Global Group, Inc.","{'maxAge': 1, 'name': 'Mr. Giovanni C. Ng', 'age': 48, 'title': 'Sr. VP & Fin. Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.955,6.97,6.97,6.97,6.955,6.97,6.97,6.97,0.21,0.0308,1666828800,0.1252,0.890292,4.005747,1929,1929,983,880,880,0.0,0.0,0,0,1100792960,6.37,8.62,0.01829993,7.2603,7.395805,0.0,0.0,USD,106366386176,0.25681,45728680,155916000,0.0,0.0,1390.4,0.0050129457,1672444800,1703980800,1688083200,0.347,15447273472,1.74,1.768,4.094,PNK,EQUITY,MGAWY,MGAWY,MEGAWORLD CORP UNSP ADR EA REPR,Megaworld Corporation,1406554200,America/New_York,EDT,-14400000,6.97,none,24854827008,159.411,25980121088,97872322560,1.05,3.131,60152852480,39.3,388.6,0.03439,0.07226,39510049824,-4566786560,3877680128,0.382,0.124,0.64494,0.4319,0.37695998,PHP,
9,Alliance Global Tower,"30th Floor 36th Street corner, 11th Avenue Uptown Bonifacio",Taguig City,1634,Philippines,63 2 8894 6300,https://www.megaworldcorp.com,Real Estate—Development,Real Estate,"Megaworld Corporation, together with its subsidiaries, develops, sells, and leases real estate properties in the Philippines. The company develops mixed-use planned communities or townships, including residential, commercial, leisure, and entertainment components. Its real estate portfolio comprises residential condominium units, subdivision lots and townhouses, and condominium-hotel projects, as well as office projects and retail spaces. The company is also involved in the leasing of office and commercial spaces; and property-related activities, such as project design, construction, and property management, as well as provision of business process outsourcing, educational facilities, restaurant operation, marketing, and e-commerce activities. In addition, it owns and manages hotels. The company was formerly known as Megaworld Properties & Holdings, Inc. and changed its name to Megaworld Corporation in August 1999. The company was incorporated in 1989 and is based in Taguig City, the Philippines. Megaworld Corporation is a subsidiary of Alliance Global Group, Inc.","{'maxAge': 1, 'name': 'Mr. Kevin Andrew L. Tan', 'age': 42, 'title': 'Exec. VP & Chief Strategy Officer', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.955,6.97,6.97,6.97,6.955,6.97,6.97,6.97,0.21,0.0308,1666828800,0.1252,0.890292,4.005747,1929,1929,983,880,880,0.0,0.0,0,0,1100792960,6.37,8.62,0.01829993,7.2603,7.395805,0.0,0.0,USD,106366386176,0.25681,45728680,155916000,0.0,0.0,1390.4,0.0050129457,1672444800,1703980800,1688083200,0.347,15447273472,1.74,1.768,4.094,PNK,EQUITY,MGAWY,MGAWY,MEGAWORLD CORP UNSP ADR EA REPR,Megaworld Corporation,1406554200,America/New_York,EDT,-14400000,6.97,none,24854827008,159.411,25980121088,97872322560,1.05,3.131,60152852480,39.3,388.6,0.03439,0.07226,39510049824,-4566786560,3877680128,0.382,0.124,0.64494,0.4319,0.37695998,PHP,
