Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2013-10-31 00:00:00-03:00,,,,,0,3.195405,0.0
2014-01-21 00:00:00-03:00,551.8831176757812,551.8831176757812,551.8831176757812,551.8831176757812,100,0.0,0.0
2014-01-23 00:00:00-03:00,603.9130249023438,603.9130249023438,598.4674612159945,598.4674612159945,1200,0.0,0.0
2014-01-29 00:00:00-03:00,583.4673461914062,583.4673461914062,567.0811631656294,567.0811631656294,850,0.0,0.0
2014-01-30 00:00:00-03:00,603.863525390625,603.863525390625,603.863525390625,603.863525390625,300,0.0,0.0
2014-01-31 00:00:00-03:00,629.8536987304688,629.8536987304688,629.8536987304688,629.8536987304688,1020,0.0,0.0
2014-04-28 00:00:00-03:00,,,,,0,3.911674,0.0
2014-04-30 00:00:00-03:00,544.5563354492188,544.5563354492188,544.5563354492188,544.5563354492188,60,0.0,0.0
2014-05-20 00:00:00-03:00,632.6259765625,640.7448287906719,632.6259765625,640.7448287906719,850,0.0,0.0
2014-09-11 00:00:00-03:00,684.3588256835938,684.3588256835938,684.3588256835938,684.3588256835938,400,0.0,0.0
2014-10-21 00:00:00-03:00,682.9231567382812,682.9231567382812,682.9231567382812,682.9231567382812,400,0.0,0.0
2014-10-31 00:00:00-03:00,,,,,0,3.97528,0.0
2015-04-30 00:00:00-03:00,,,,,0,3.95837,0.0
2015-05-14 00:00:00-03:00,504.605712890625,504.605712890625,504.605712890625,504.605712890625,440,0.0,0.0
2015-10-28 00:00:00-03:00,,,,,0,3.903168,0.0
2016-03-30 00:00:00-03:00,595.10107421875,595.10107421875,595.10107421875,595.10107421875,300,0.0,0.0
2016-05-11 00:00:00-03:00,575.24951171875,575.24951171875,575.24951171875,575.24951171875,200,0.0,0.0
2017-06-02 00:00:00-03:00,647.7250366210938,647.7250366210938,647.7250366210938,647.7250366210938,0,0.0,0.0
2020-12-22 00:00:00-03:00,3143.575439453125,3143.575439453125,3143.575439453125,3143.575439453125,0,0.0,0.0
2021-08-31 00:00:00-03:00,5074.275390625,5074.275390625,5074.275390625,5074.275390625,100,0.0,0.0
2021-09-09 00:00:00-03:00,5036.15625,5036.15625,5036.15625,5036.15625,20,0.0,0.0
2021-10-07 00:00:00-03:00,5029.720703125,5029.720703125,5029.720703125,5029.720703125,2,0.0,0.0
2021-10-28 00:00:00-03:00,5485.16748046875,5485.16748046875,5485.16748046875,5485.16748046875,7,0.0,0.0
2021-10-29 00:00:00-03:00,5588.63330078125,5580.7124811504145,5580.7124811504145,5580.7124811504145,53,0.0,0.0
2021-11-01 00:00:00-03:00,5678.23779296875,5678.23779296875,5678.23779296875,5678.23779296875,1,0.0,0.0
2021-11-02 00:00:00-03:00,5748.53515625,5748.53515625,5748.53515625,5748.53515625,75,0.0,0.0
2021-11-04 00:00:00-03:00,5740.119140625,5745.069653036061,5740.119140625,5745.069653036061,525,0.0,0.0
2021-11-05 00:00:00-03:00,5824.27783203125,5824.27783203125,5824.27783203125,5824.27783203125,4,0.0,0.0
2021-11-11 00:00:00-03:00,5730.21826171875,5767.347105747165,5730.21826171875,5767.347105747165,159,0.0,0.0
2021-11-15 00:00:00-03:00,5522.29638671875,5614.870965321745,5522.29638671875,5614.870965321745,176,0.0,0.0
2021-11-17 00:00:00-03:00,5328.7314453125,5328.7314453125,5328.7314453125,5328.7314453125,14,0.0,0.0
2021-11-18 00:00:00-03:00,5391.60302734375,5391.60302734375,5391.60302734375,5391.60302734375,1,0.0,0.0
2021-11-24 00:00:00-03:00,5478.23681640625,5478.23681640625,5478.23681640625,5478.23681640625,5,0.0,0.0
2021-12-15 00:00:00-03:00,4917.8388671875,4917.8388671875,4917.8388671875,4917.8388671875,28,0.0,0.0
