Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2021-05-07 00:00:00+07:00,,,,,0,0.1,0.0
2023-09-18 00:00:00+07:00,13.100000381469727,13.100000381469727,13.100000381469727,13.100000381469727,500,0.0,0.0
