Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-09-18 00:00:00+02:00,41.31144545293048,41.69564437866211,41.31144545293048,41.69564437866211,100,0.0,0.0
2013-09-19 00:00:00+02:00,41.790295176474594,41.790295176474594,41.616756439208984,41.616756439208984,1815,0.0,0.0
2013-09-20 00:00:00+02:00,41.6130424525997,41.969398498535156,41.6130424525997,41.969398498535156,550,0.0,0.0
2013-09-23 00:00:00+02:00,41.82185745239258,41.82185745239258,41.82185745239258,41.82185745239258,0,0.0,0.0
2013-09-24 00:00:00+02:00,42.208831787109375,42.208831787109375,42.208831787109375,42.208831787109375,0,0.0,0.0
2013-09-25 00:00:00+02:00,42.238529205322266,42.238529205322266,42.238529205322266,42.238529205322266,0,0.0,0.0
2013-09-26 00:00:00+02:00,42.28400421142578,42.28400421142578,42.28400421142578,42.28400421142578,0,0.0,0.0
2013-09-27 00:00:00+02:00,42.10396194458008,42.10396194458008,42.10396194458008,42.10396194458008,0,0.0,0.0
2013-09-30 00:00:00+02:00,40.90683921050931,41.384765625,40.90683921050931,41.384765625,25,0.0,0.0
2013-10-01 00:00:00+02:00,41.28731918334961,41.28731918334961,41.28731918334961,41.28731918334961,0,0.0,0.0
2013-10-02 00:00:00+02:00,41.226993560791016,41.226993560791016,41.226993560791016,41.226993560791016,0,0.0,0.0
2013-10-03 00:00:00+02:00,41.21122360229492,41.21122360229492,41.21122360229492,41.21122360229492,0,0.0,0.0
2013-10-04 00:00:00+02:00,41.364337246457346,42.43247788730916,40.902185618058425,41.106346130371094,206,0.0,0.0
2013-10-07 00:00:00+02:00,41.010772705078125,41.010772705078125,41.010772705078125,41.010772705078125,0,0.0,0.0
2013-10-08 00:00:00+02:00,40.908687591552734,40.908687591552734,40.908687591552734,40.908687591552734,0,0.0,0.0
2013-10-09 00:00:00+02:00,40.75834648321284,40.88827133178711,40.75834648321284,40.88827133178711,81,0.0,0.0
2013-10-10 00:00:00+02:00,40.669266907456425,40.669266907456425,40.32218933105469,40.32218933105469,350,0.0,0.0
2013-10-11 00:00:00+02:00,40.414981993325604,40.414981993325604,40.271141052246094,40.271141052246094,550,0.0,0.0
2013-10-14 00:00:00+02:00,40.18297576904297,40.18297576904297,40.18297576904297,40.18297576904297,0,0.0,0.0
2013-10-15 00:00:00+02:00,40.04377746582031,40.04377746582031,40.04377746582031,40.04377746582031,0,0.0,0.0
2013-10-16 00:00:00+02:00,40.505361814095124,40.5323486328125,40.505361814095124,40.5323486328125,600,0.12,0.0
2013-10-17 00:00:00+02:00,40.404850006103516,40.404850006103516,40.404850006103516,40.404850006103516,0,0.0,0.0
2013-10-18 00:00:00+02:00,40.992990654684206,42.697853088378906,40.992990654684206,42.697853088378906,50,0.0,0.0
2013-10-21 00:00:00+02:00,42.34237041135116,42.91469192504883,42.34237041135116,42.91469192504883,160,0.0,0.0
2013-10-22 00:00:00+02:00,42.80766026747643,43.142677307128906,42.80766026747643,43.142677307128906,12,0.0,0.0
2013-10-23 00:00:00+02:00,42.85140609741211,42.85140609741211,42.85140609741211,42.85140609741211,0,0.0,0.0
2013-10-24 00:00:00+02:00,42.72856516463463,43.1445426940918,42.72856516463463,43.1445426940918,69,0.0,0.0
2013-10-25 00:00:00+02:00,42.80767024983205,42.80767024983205,42.333065032958984,42.333065032958984,100,0.0,0.0
2013-10-28 00:00:00+01:00,42.400996549291605,42.593631744384766,42.34236890947583,42.593631744384766,121,0.0,0.0
2013-10-29 00:00:00+01:00,42.56477355957031,42.56477355957031,42.56477355957031,42.56477355957031,0,0.0,0.0
