Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2013-09-16 00:00:00-04:00,16.28220015749351,16.354862029111754,16.046051095846423,16.094491958618164,268091,0.0,0.0,0.0
2013-09-17 00:00:00-04:00,16.191372806559198,16.191372806559198,15.870451386265147,15.894672393798828,287886,0.0,0.0,0.0
2013-09-18 00:00:00-04:00,15.888620372066285,15.894675625180735,15.50714866522738,15.591919898986816,712806,0.0,0.0,0.0
2013-09-19 00:00:00-04:00,15.525309637886568,15.622191355211823,15.046956302958273,15.325490951538086,785677,0.0,0.0,0.0
2013-09-20 00:00:00-04:00,15.343655647655204,15.398151754254634,15.137781723817598,15.143836975097656,319194,0.0,0.0,0.0
2013-09-23 00:00:00-04:00,15.010630273267406,15.137727074885655,14.56255075786469,14.738149642944336,950848,0.0,0.0,0.0
2013-09-24 00:00:00-04:00,14.84108371826004,14.986406307499786,14.556493792030691,14.574658393859863,626278,0.0,0.0,0.0
2013-09-25 00:00:00-04:00,14.677594034451637,15.08328665886376,14.592822820518743,15.077231407165527,607031,0.0,0.0,0.0
2013-09-26 00:00:00-04:00,15.095397144428787,15.585800926293635,15.089341892737709,15.44053840637207,310852,0.0,0.0,0.0
2013-09-27 00:00:00-04:00,15.495035108578424,15.495035108578424,15.096971878684524,15.198334693908691,241620,0.0,0.0,0.0
2013-09-30 00:00:00-04:00,15.065121316269428,15.186224043707641,14.98640535187943,15.101452827453613,208822,0.0,0.0,0.0
2013-10-01 00:00:00-04:00,15.125671738384744,15.196153110214228,14.87135695053307,14.986404418945312,309365,0.0,0.0,0.0
2013-10-02 00:00:00-04:00,14.956130872294546,15.173508995164891,14.8108071313291,14.877413749694824,258280,0.0,0.0,0.0
2013-10-03 00:00:00-04:00,14.822915351035803,14.979743238408151,14.441443765827847,14.520159721374512,801070,0.0,0.0,0.0
2013-10-04 00:00:00-04:00,14.713927582127383,14.835030332524724,14.10236204189293,14.22951889038086,1187816,0.0,0.0,0.0
2013-10-07 00:00:00-04:00,14.22951595868887,14.380893788036623,13.872264189034475,13.932815551757812,786513,0.0,0.0,0.0
2013-10-08 00:00:00-04:00,13.969146326130678,14.102359559099156,12.87323118808375,13.315194129943848,1631732,0.0,0.0,0.0
2013-10-09 00:00:00-04:00,13.29702747094047,13.321248477079124,12.842894000130954,12.982162475585938,732640,0.0,0.0,0.0
