Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-09-16 00:00:00-04:00,51.90426764568825,52.151562095609435,51.64781569490885,51.748565673828125,282900,0.0,0.0
2013-09-17 00:00:00-04:00,51.89510662258987,52.41717148346893,51.730243667165375,52.21567153930664,319200,0.0,0.0
2013-09-18 00:00:00-04:00,52.16072144395397,52.66446782875422,51.592862073482536,52.426334381103516,300600,0.0,0.0
2013-09-19 00:00:00-04:00,52.444645564993685,53.012508388028195,52.38053258398905,52.6095085144043,218000,0.0,0.0
2013-09-20 00:00:00-04:00,52.609512343652206,53.01251224660895,52.215673435160305,52.426334381103516,548400,0.0,0.0
2013-09-23 00:00:00-04:00,52.380544383778584,52.44465737922598,51.73025343344285,52.20652389526367,369000,0.0,0.0
2013-09-24 00:00:00-04:00,52.609520063043846,53.20485901036817,51.968390112259115,52.12409210205078,486900,0.0,0.0
2013-09-25 00:00:00-04:00,52.33474667358658,52.91176709108894,51.98670222402528,52.37138366699219,418100,0.0,0.0
2013-09-26 00:00:00-04:00,52.453811592345204,53.93757478552961,52.38969860518818,53.03998947143555,266300,0.0,0.0
2013-09-27 00:00:00-04:00,52.85680420788479,53.23232460302816,52.27978736498593,53.1407356262207,258100,0.0,0.0
2013-09-30 00:00:00-04:00,52.600349438728585,53.159051251227766,52.23398656348133,52.98502731323242,278200,0.0,0.0
2013-10-01 00:00:00-04:00,52.8018614325384,53.80019682707531,52.39886147891859,52.86597442626953,810600,0.0,0.0
2013-10-02 00:00:00-04:00,52.43549121732127,53.74523389754505,51.9958578237623,52.94839859008789,544400,0.0,0.0
2013-10-03 00:00:00-04:00,53.02166912853665,53.02166912853665,51.675289457359746,51.95922088623047,436800,0.0,0.0
2013-10-04 00:00:00-04:00,51.876793291649314,51.96838577261021,51.13491341229345,51.373046875,527400,0.0,0.0
2013-10-07 00:00:00-04:00,51.04331657332655,51.19902203071822,49.916755357910894,49.93507385253906,345200,0.0,0.0
2013-10-08 00:00:00-04:00,50.03581930072445,50.08161378620535,48.41466935865438,48.497100830078125,315600,0.0,0.0
2013-10-09 00:00:00-04:00,48.76272081421513,48.80851530634215,47.938405980345564,48.02999496459961,727100,0.0,0.0
2013-10-10 00:00:00-04:00,48.57037611718348,49.02832800512643,47.53540736603725,47.85597229003906,674300,0.0,0.0
2013-10-11 00:00:00-04:00,47.61783470763903,47.83764963816821,46.68361251815171,47.08660888671875,787400,0.0,0.0
2013-10-14 00:00:00-04:00,46.7568938867436,48.0391607577542,46.47296591085844,47.892616271972656,510900,0.0,0.0
2013-10-15 00:00:00-04:00,47.70943358118573,47.8193410692602,47.17820765001639,47.562889099121094,466000,0.0,0.0
2013-10-16 00:00:00-04:00,47.636156024461165,48.48794685449102,47.6269985235977,48.23149490356445,403500,0.0,0.0
2013-10-17 00:00:00-04:00,47.9017749721039,48.24981944475308,47.62700449112664,48.22234344482422,271000,0.0,0.0
2013-10-18 00:00:00-04:00,48.570382323639514,49.935080661408485,48.094111880052225,49.20235824584961,677000,0.0,0.0
2013-10-21 00:00:00-04:00,49.29394763361033,49.35806062711831,48.607019708399605,48.78104019165039,252000,0.0,0.0
2013-10-22 00:00:00-04:00,48.94590435793872,49.999195266314985,48.6619763780727,49.211517333984375,456100,0.0,0.0
2013-10-23 00:00:00-04:00,49.0832961441632,49.18404614450937,48.368892132830766,49.07413864135742,300500,0.0,0.0
2013-10-24 00:00:00-04:00,49.0558074309847,49.21150939561459,48.59785554363236,49.02832794189453,475700,0.0,0.0
2013-10-25 00:00:00-04:00,49.028330819232764,49.14739929522295,48.542902908197455,48.88178634643555,249900,0.0,0.0
