Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2013-09-16 00:00:00-04:00,0.612500011920929,0.6129999756813049,0.6054999828338623,0.6079999804496765,476953,0.0,0.0,0.0
2013-09-17 00:00:00-04:00,0.6119999885559082,0.6399999856948853,0.6050000190734863,0.6330000162124634,1135015,0.0,0.0,0.0
2013-09-18 00:00:00-04:00,0.6315000057220459,0.6434999704360962,0.6290000081062317,0.6384999752044678,1258824,0.0,0.0,0.0
2013-09-19 00:00:00-04:00,0.6370000243186951,0.6549999713897705,0.6365000009536743,0.6370000243186951,1555732,0.0,0.0,0.0
2013-09-20 00:00:00-04:00,0.6370000243186951,0.6420000195503235,0.6255000233650208,0.628000020980835,631574,0.0,0.0,0.0
2013-09-23 00:00:00-04:00,0.6340000033378601,0.6340000033378601,0.6165000200271606,0.6200000047683716,992472,0.0,0.0,0.0
2013-09-24 00:00:00-04:00,0.6200000047683716,0.6340000033378601,0.6190000176429749,0.6269999742507935,578426,0.0,0.0,0.0
2013-09-25 00:00:00-04:00,0.6230000257492065,0.6299999952316284,0.6154999732971191,0.6230000257492065,881323,0.0,0.0,0.0
2013-09-26 00:00:00-04:00,0.6320000290870667,0.6330000162124634,0.6100000143051147,0.6320000290870667,645358,0.0,0.0,0.0
2013-09-27 00:00:00-04:00,0.6320000290870667,0.6340000033378601,0.6104999780654907,0.6110000014305115,860600,0.0,0.0,0.0
2013-09-30 00:00:00-04:00,0.6035000085830688,0.6140000224113464,0.5899999737739563,0.6060000061988831,769228,0.0,0.0,0.0
2013-10-01 00:00:00-04:00,0.6025000214576721,0.6190000176429749,0.6025000214576721,0.6184999942779541,532811,0.0,0.0,0.0
2013-10-02 00:00:00-04:00,0.6184999942779541,0.6389999985694885,0.6179999709129333,0.6299999952316284,1546306,0.0,0.0,0.0
2013-10-03 00:00:00-04:00,0.6299999952316284,0.6299999952316284,0.6190000176429749,0.621999979019165,824199,0.0,0.0,0.0
2013-10-04 00:00:00-04:00,0.6259999871253967,0.6449999809265137,0.6194999814033508,0.640999972820282,2047058,0.0,0.0,0.0
2013-10-07 00:00:00-04:00,0.6489999890327454,0.6639999747276306,0.6370000243186951,0.6604999899864197,2159142,0.0,0.0,0.0
2013-10-08 00:00:00-04:00,0.6819999814033508,0.6934999823570251,0.6524999737739563,0.6819999814033508,5710896,0.0,0.0,0.0
2013-10-09 00:00:00-04:00,0.7129999995231628,0.718999981880188,0.6800000071525574,0.7129999995231628,6485696,0.0,0.0,0.0
2013-10-10 00:00:00-04:00,0.6949999928474426,0.7440000176429749,0.690500020980835,0.6949999928474426,6913181,0.0,0.0,0.0
2013-10-11 00:00:00-04:00,0.7139999866485596,0.718999981880188,0.6919999718666077,0.7139999866485596,2764257,0.0,0.0,0.0
2013-10-14 00:00:00-04:00,0.7210000157356262,0.7350000143051147,0.7014999985694885,0.7210000157356262,3122906,0.0,0.0,0.0
2013-10-15 00:00:00-04:00,0.7250000238418579,0.734000027179718,0.7105000019073486,0.7200000286102295,1767811,0.0,0.0,0.0
2013-10-16 00:00:00-04:00,0.7139999866485596,0.7269999980926514,0.7020000219345093,0.7105000019073486,1822490,0.0,0.0,0.0
2013-10-17 00:00:00-04:00,0.7114999890327454,0.718500018119812,0.6865000128746033,0.7089999914169312,1685843,0.0,0.0,0.0
2013-10-18 00:00:00-04:00,0.7085000276565552,0.7260000109672546,0.699999988079071,0.7149999737739563,1418995,0.0,0.0,0.0
2013-10-21 00:00:00-04:00,0.7145000100135803,0.7145000100135803,0.7005000114440918,0.7085000276565552,1564162,0.0,0.0,0.0
2013-10-22 00:00:00-04:00,0.7059999704360962,0.7229999899864197,0.7009999752044678,0.7179999947547913,2082246,0.0,0.0,0.0
2013-10-23 00:00:00-04:00,0.7179999947547913,0.7200000286102295,0.6934999823570251,0.6995000243186951,2093013,0.0,0.0,0.0
2013-10-24 00:00:00-04:00,0.7009999752044678,0.7070000171661377,0.6899999976158142,0.7020000219345093,751891,0.0,0.0,0.0
2013-10-25 00:00:00-04:00,0.7014999985694885,0.7014999985694885,0.6815000176429749,0.6855000257492065,754641,0.0,0.0,0.0
2013-10-28 00:00:00-04:00,0.6855000257492065,0.6924999952316284,0.6700000166893005,0.6840000152587891,936205,0.0,0.0,0.0
2013-10-29 00:00:00-04:00,0.6959999799728394,0.6959999799728394,0.6620000004768372,0.6959999799728394,1519278,0.0,0.0,0.0
2013-10-30 00:00:00-04:00,0.6959999799728394,0.7049999833106995,0.6804999709129333,0.6830000281333923,848358,0.0,0.0,0.0
2013-10-31 00:00:00-04:00,0.6840000152587891,0.6945000290870667,0.6775000095367432,0.6890000104904175,569795,0.0,0.0,0.0
2013-11-01 00:00:00-04:00,0.6830000281333923,0.6919999718666077,0.6830000281333923,0.6890000104904175,113221,0.0,0.0,0.0
2013-11-04 00:00:00-05:00,0.6855000257492065,0.6990000009536743,0.6800000071525574,0.6840000152587891,609122,0.0,0.0,0.0
2013-11-05 00:00:00-05:00,0.6855000257492065,0.6894999742507935,0.6625000238418579,0.675000011920929,978414,0.0,0.0,0.0
2013-11-06 00:00:00-05:00,0.6769999861717224,0.6930000185966492,0.6769999861717224,0.6779999732971191,650407,0.0,0.0,0.0
2013-11-07 00:00:00-05:00,0.6779999732971191,0.7059999704360962,0.675000011920929,0.6769999861717224,2160046,0.0,0.0,0.0
2013-11-08 00:00:00-05:00,0.6840000152587891,0.6890000104904175,0.671500027179718,0.6769999861717224,486468,0.0,0.0,0.0
2013-11-11 00:00:00-05:00,0.6859999895095825,0.6859999895095825,0.6859999895095825,0.6859999895095825,6500,0.0,0.0,0.0
2013-11-12 00:00:00-05:00,0.6859999895095825,0.6945000290870667,0.6679999828338623,0.671999990940094,908581,0.0,0.0,0.0
2013-11-13 00:00:00-05:00,0.6694999933242798,0.675000011920929,0.6545000076293945,0.656499981880188,1011993,0.0,0.0,0.0
2013-11-14 00:00:00-05:00,0.6644999980926514,0.6650000214576721,0.6215000152587891,0.6420000195503235,1335654,0.0,0.0,0.0
