Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Capital Gains
2017-09-14 00:00:00-04:00,,,,,0,0.0253,0.0,0.0
2017-09-21 00:00:00-04:00,14.946551322937012,14.956496029316186,14.946451743100104,14.95460685755314,3984,0.0,0.0,0.0
2017-09-22 00:00:00-04:00,14.92666244506836,14.956495615000064,14.92666244506836,14.92666244506836,6907,0.0,0.0,0.0
2017-09-25 00:00:00-04:00,14.936708450317383,14.936708450317383,14.93660981884499,14.93660981884499,507,0.0,0.0,0.0
2017-09-26 00:00:00-04:00,14.95967960357666,14.96644249786806,14.926862827365003,14.93660932359733,11623,0.0,0.0,0.0
2017-09-27 00:00:00-04:00,14.946551322937012,14.946551322937012,14.936607564937235,14.946551322937012,2300,0.0,0.0,0.0
2017-09-28 00:00:00-04:00,14.956496238708496,14.956496238708496,14.936607774051105,14.936607774051105,4122,0.0,0.0,0.0
2017-09-29 00:00:00-04:00,14.956496238708496,14.956496238708496,14.926663067532703,14.956496238708496,9197,0.0,0.0,0.0
2017-10-02 00:00:00-04:00,14.936609268188477,14.96345884041868,14.926664560675286,14.956497734835349,8216,0.0,0.0,0.0
2017-10-03 00:00:00-04:00,14.946551322937012,14.946551322937012,14.916718152178886,14.92666285855806,6103,0.0,0.0,0.0
2017-10-04 00:00:00-04:00,14.96644115447998,14.96644115447998,14.946551741165093,14.946551741165093,11996,0.0,0.0,0.0
2017-10-05 00:00:00-04:00,14.96644115447998,14.96644115447998,14.956496447822538,14.956496447822538,17191,0.0,0.0,0.0
2017-10-06 00:00:00-04:00,14.946551322937012,14.946551322937012,14.936607564937235,14.946551322937012,3567,0.0,0.0,0.0
2017-10-09 00:00:00-04:00,14.941082954406738,14.941082954406738,14.936608500121542,14.937105450957796,1600,0.0,0.0,0.0
2017-10-10 00:00:00-04:00,14.92666244506836,14.964451569558893,14.92666244506836,14.949733670071652,8400,0.0,0.0,0.0
2017-10-11 00:00:00-04:00,14.936609268188477,14.945559125598544,14.936609268188477,14.936609268188477,7297,0.0,0.0,0.0
2017-10-12 00:00:00-04:00,14.936609268188477,14.946553027322159,14.926664560675286,14.926664560675286,3994,0.0,0.0,0.0
2017-10-13 00:00:00-04:00,15.001655578613281,15.001655578613281,14.951849096583416,14.951849096583416,16183,0.0253,0.0,0.0
2017-10-16 00:00:00-04:00,14.961811065673828,14.981733089140707,14.961811065673828,14.981733089140707,402,0.0,0.0,0.0
2017-10-17 00:00:00-04:00,15.001655578613281,15.001655578613281,14.961909380866853,14.961909380866853,2502,0.0,0.0,0.0
2017-10-18 00:00:00-04:00,14.961811065673828,14.96280664435836,14.951849578950558,14.961811065673828,3756,0.0,0.0,0.0
2017-10-19 00:00:00-04:00,14.992390632629395,15.001654833522627,14.992390632629395,15.001654833522627,3400,0.0,0.0,0.0
2017-10-20 00:00:00-04:00,14.94228458404541,15.01061946389958,14.941886542608811,14.98183128324396,14631,0.0,0.0,0.0
2017-10-23 00:00:00-04:00,14.961811065673828,14.961811065673828,14.951849578950558,14.951849578950558,2084,0.0,0.0,0.0
2017-10-24 00:00:00-04:00,14.971770286560059,14.97326460443518,14.941886778996347,14.941886778996347,21231,0.0,0.0,0.0
2017-10-25 00:00:00-04:00,14.977249145507812,14.981732099230973,14.94188710495029,14.952545876040324,5273,0.0,0.0,0.0
2017-10-26 00:00:00-04:00,14.941885948181152,14.968382777078416,14.93192446288728,14.968382777078416,9876,0.0,0.0,0.0
2017-10-27 00:00:00-04:00,14.941885948181152,14.941985696031225,14.941885948181152,14.941985696031225,779,0.0,0.0,0.0
2017-10-30 00:00:00-04:00,14.941885948181152,14.95025336783292,14.941885948181152,14.941885948181152,1985,0.0,0.0,0.0
2017-10-31 00:00:00-04:00,14.941885948181152,14.941885948181152,14.941885948181152,14.941885948181152,0,0.0,0.0,0.0
2017-11-01 00:00:00-04:00,14.951848030090332,15.011615044279372,14.951848030090332,15.011615044279372,10797,0.0,0.0,0.0
2017-11-02 00:00:00-04:00,14.951848030090332,14.990895990023356,14.951848030090332,14.990895990023356,3746,0.0,0.0,0.0
2017-11-03 00:00:00-04:00,14.951848030090332,14.965793730066412,14.951848030090332,14.951848030090332,8505,0.0,0.0,0.0
2017-11-06 00:00:00-05:00,14.941885948181152,14.941885948181152,14.941885948181152,14.941885948181152,3647,0.0,0.0,0.0
2017-11-07 00:00:00-05:00,14.961411476135254,14.971771003922283,14.961411476135254,14.971771003922283,2153,0.0,0.0,0.0
2017-11-08 00:00:00-05:00,14.949756622314453,14.972467784392231,14.941986739241122,14.972467784392231,3010,0.0,0.0,0.0
2017-11-09 00:00:00-05:00,14.902042388916016,14.94198713180033,14.902042388916016,14.94198713180033,36200,0.0,0.0,0.0
2017-11-10 00:00:00-05:00,14.939496994018555,14.951749831684193,14.935214485707444,14.941888092824913,7301,0.0,0.0,0.0
2017-11-13 00:00:00-05:00,14.971770286560059,15.001654744103346,14.941886778996347,14.941886778996347,12027,0.0,0.0,0.0
2017-11-14 00:00:00-05:00,15.030540466308594,15.030540466308594,15.016970916282155,15.016970916282155,1404,0.0253,0.0,0.0
2017-11-15 00:00:00-05:00,15.256444931030273,15.316313675307887,14.977558306749104,14.977558306749104,30553,0.0,0.0,0.0
2017-11-16 00:00:00-05:00,15.066862106323242,15.166642076604145,15.016971645392093,15.166642076604145,5899,0.0,0.0,0.0
2017-11-17 00:00:00-05:00,15.046905517578125,15.05688380006489,15.016971621699222,15.05688380006489,2612,0.0,0.0,0.0
2017-11-20 00:00:00-05:00,14.977059364318848,15.076839333915913,14.927168903729621,15.076839333915913,36106,0.0,0.0,0.0
2017-11-21 00:00:00-05:00,14.988134384155273,15.026949387841105,14.988134384155273,15.026949387841105,541,0.0,0.0,0.0
2017-11-22 00:00:00-05:00,14.967082023620605,15.016972487348964,14.927169842954209,14.987038589744529,18580,0.0,0.0,0.0
2017-11-24 00:00:00-05:00,14.977558135986328,15.026949968399906,14.977558135986328,15.026949968399906,1109,0.0,0.0,0.0
2017-11-27 00:00:00-05:00,14.947124481201172,14.9670810460216,14.937147150372343,14.947124481201172,11435,0.0,0.0,0.0
2017-11-28 00:00:00-05:00,14.95710277557373,14.95710277557373,14.937147162318729,14.94991833610612,8740,0.0,0.0,0.0
2017-11-29 00:00:00-05:00,14.967082023620605,15.015974278410189,14.917191559892247,14.947724953808818,14429,0.0,0.0,0.0
2017-11-30 00:00:00-05:00,14.93714714050293,15.016971496569125,14.917190575695688,14.93714714050293,8162,0.0,0.0,0.0
2017-12-01 00:00:00-05:00,14.93944263458252,14.987038836222927,14.917191805221936,14.927170088448001,31857,0.0,0.0,0.0
2017-12-04 00:00:00-05:00,14.947124481201172,14.9670810460216,14.92716886796213,14.958699517176552,29757,0.0,0.0,0.0
2017-12-05 00:00:00-05:00,14.917191505432129,14.927169788457661,14.877279324911443,14.877279324911443,10680,0.0,0.0,0.0
2017-12-06 00:00:00-05:00,14.967181205749512,14.978056829583485,14.906215288539336,14.90821075473759,64622,0.0,0.0,0.0
2017-12-07 00:00:00-05:00,14.967082023620605,14.967082023620605,14.927169842954209,14.967082023620605,14465,0.0,0.0,0.0
2017-12-08 00:00:00-05:00,14.967082023620605,14.967082023620605,14.937048209964148,14.93714812601617,2721,0.0,0.0,0.0
2017-12-11 00:00:00-05:00,14.962385177612305,14.97337926175075,14.942394893881467,14.952390035746886,4575,0.0253,0.0,0.0
2017-12-12 00:00:00-05:00,14.9923677444458,14.9923677444458,14.932397854064826,14.942392994659834,14338,0.0,0.0,0.0
2017-12-13 00:00:00-05:00,14.89241886138916,14.992368365098796,14.882424673569485,14.972378083081225,18325,0.0,0.0,0.0
2017-12-14 00:00:00-05:00,14.982373237609863,14.982373237609863,14.904913277694652,14.912509241720104,3994,0.0,0.0,0.0
2017-12-15 00:00:00-05:00,14.862434387207031,14.963482917931103,14.862434387207031,14.932398467869858,26171,0.0,0.0,0.0
2017-12-18 00:00:00-05:00,14.772480010986328,14.862434373578393,14.36268876201279,14.862434373578393,41281,0.0,0.0,0.0
2017-12-19 00:00:00-05:00,14.602567672729492,14.682427769471406,14.602567672729492,14.673531654758314,13302,0.0,0.0,0.0
2017-12-20 00:00:00-05:00,14.66253662109375,14.692521091511303,14.502618174614632,14.502618174614632,23102,0.0,0.0,0.0
2017-12-21 00:00:00-05:00,14.630553245544434,14.652542366882617,14.532603524762786,14.532603524762786,43777,0.0,0.0,0.0
2017-12-22 00:00:00-05:00,14.542596817016602,14.68152602962533,14.512612348597418,14.59257156650795,143758,0.0,0.0,0.0
2017-12-26 00:00:00-05:00,14.642546653747559,14.642646738608212,14.592572853039414,14.602567041267553,15437,0.0,0.0,0.0
